state_id,panel,v0_status,vnext_status,v0_certificate,vnext_certificate,v0_work,vnext_work,work_ratio,v0_gi,vnext_gi,gi_ratio,v0_gap,vnext_gap,severe_regression,correctness_failure,false_certificate,physical_run_shared
C1,confirmation,failed,failed,False,False,126.10066761662394,126.10066761662394,1.0,0.01702786628906334,0.01702786628906334,1.0,2.7193150457407306e-07,2.7193150457407306e-07,False,True,False,True
C2,confirmation,exact,exact,True,True,19.03364861525721,19.03364861525721,1.0,0.0013463378161993167,0.0013463378161993167,1.0,0,0,False,False,False,True
C3,confirmation,capped,capped,False,False,2590.302564350318,2590.302564350318,1.0,0.4395052647783431,0.4395052647783431,1.0,0.34370038244258194,0.34370038244258194,False,False,False,True
C4,confirmation,exact,exact,True,True,306.9041562390463,306.9041562390463,1.0,0.004345017345134441,0.004345017345134441,1.0,2.5386485728414124e-16,2.5386485728414124e-16,False,False,False,True
C5,confirmation,capped,capped,False,False,2506.1193435810724,2506.1193435810724,1.0,0.2571017551696368,0.2571017551696368,1.0,0.25126116903783263,0.25126116903783263,False,False,False,True
C6,confirmation,exact,exact,True,True,0.656998425480512,0.656998425480512,1.0,9.691326076261654e-05,9.691326076261654e-05,1.0,0,0,False,False,False,True
C7,confirmation,exact,exact,True,True,4.524969241928158,4.524969241928158,1.0,0.000447468171493144,0.000447468171493144,1.0,4.108009046149315e-10,4.108009046149315e-10,False,False,False,True
C8,confirmation,exact,exact,True,True,1.5894980634056448,1.5894980634056448,1.0,0.00027169042774400146,0.00027169042774400146,1.0,1.3079623402270068e-15,1.3079623402270068e-15,False,False,False,True
C9,confirmation,exact,exact,True,True,9.428789156733645,9.428789156733645,1.0,0.0011679065704146472,0.0011679065704146472,1.0,0,0,False,False,False,True
