case,instance,interval_id,arm,status,certificate,work,time_seconds,gi_1200,gap,lower_bound,upper_bound,model_count,nodes,root_work,split_setup_seconds,descendant_split_suppression_count,parent_identity_sha256,executable_sha256,false_certificate,evidence_complete,result_sha256,artifact_manifest_sha256,artifact_dir
major_root,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,L0,RETAIN,round48_counterfactual_exact,True,843.4563311103416,385.1419633,0.059536232062425684,1.5419233104925857e-15,0.04500155005562829,0.04500155005562836,3,12129,0.36591833126503104,0,0,209ee87808f5269d003e61716d9575a1244e3be28dcd467efcf169d7a6cfc4f4,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,88696c4f4715f53cc905dd1aff3458c8ed3fc770a469cddbbc6d717a5598f638,3158c6ead3d1437b039dee6a9614720213e91487577d80eded81aec02d055520,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/major_root__retain
strong_control_root,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,L0,RETAIN,round48_counterfactual_exact,True,740.6340681077912,409.3215118,0.063317133881491156,4.0828682536125e-08,0.5063432868918758,0.506343307565206,3,24652,0.39589217087371414,0,0,86c05a5dbbb6d5227560643381444e6e0658d6c93c0082457f7b20563fa46a2b,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,e6cddb4f52299404536cc4811d42abb245fe4f2a921bb3e7b14ae526e3c39fdf,b62e57c229df9baf4ba6a761ba623eea91ba6a881cae1f2ec11592e7860f6af7,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/strong_control_root__retain
numerical_endpoint_root,round39_small_hard_V12_M3_Q20_slot07_seed621538683,L0,RETAIN,round48_counterfactual_not_exact,False,188.18035718118418,98.6066091,0.025020733172741297,2.0161571633704306e-07,0.6471163029866588,0.6471164334555021,3,5573,0.46950912762742508,0,0,1f9f76cae6d02e894c3c091aea27fbff8bfa389a957a5eceb944cde9922ae5b9,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,85c1145959ca2044e13697a445e881be84b5353c5843c2f413ff9f7b77f26d6c,22a5cd5ea9a2499bc32878fea4d16fa6472e8581d35e6fbd38933667084a02ad,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/numerical_endpoint_root__retain
v12_m2_root,round39_small_hard_V12_M2_Q20_slot06_seed258908503,L0,RETAIN,round48_counterfactual_exact,True,38.80867136188028,24.4349322,0.0032723586407707749,1.886388367463341e-15,0.7062530985290736,0.7062530985290749,3,1521,0.26129391265753188,0,0,6bb2f2afac77af4fa20e2620c5c64a96701ae10397c1f86baf02a477eaa92698,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,9241a2048eb04158fe8d33f6f7afcedb1ce5a8697757d30efa10503d3a5cd54a,b13ffb4fb9a5c5ba3036f6116cfd127fbec77076baa5bdaf09c64647b56f7737,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/v12_m2_root__retain
tight3102_L0_0,tight_T_seed3102,L0.0,RETAIN,round48_counterfactual_time_limit,False,2476.504711010769,1180.034402,0.11248898409112792,0.0737047108942378,0.5564296898463462,0.6007044366851081,5,7370,0.6318923562144283,0,0,cdbdcd527c5c4aa820b4a6e412dc2c581a267b5c96daa8a68463336bc4de8c3c,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,29ea1ea5c9666456eb1a6a1f1157b02e8706c296af9d548a8b820285b68931ca,763a1d86a06a868d7b498ef41a05e31c3990efb0d3def0748437af7a291f82e5,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/tight3102_L0_0__retain
high_imbalance_matched,high_imbalance_seed3201,L0.1.0,RETAIN,round48_counterfactual_exact,True,970.6039194826874,523.0581615,0.024686444325326223,3.635005563669461e-16,2.443403191943199,2.4434031919432,13,21825,0.65405517906780808,0,0,5ed15bfe53ec9a9dd288dffca05ca49c2ed41b8b19114d48228e801ee64f9982,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,14a3bcd6fb10403dd9a810d2eea74c8256d3f6240df28c82a3c5195e9dde5bcd,5d2c7315a4e175a06bb61cae55cd47297a7ac677a403763d4fa96a7019cc048f,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/high_imbalance_matched__retain
moderate3301_root,moderate_seed3301,L0,RETAIN,round48_counterfactual_time_limit,False,2321.2019688048103,1180.0376446,0.10831607657662556,0.0403478971074104,0.04716935052726144,0.04915255266474515,3,13532,0.45951768768526119,0,0,e8739ca5f8047c1fb9f361330371c1c4608fe7f67a5166693a39972b7bcf5532,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,False,True,92300e1db4540ceec574437e48f4513caaa02b1abe261678f98782b573092271,9b54828cc905b5aa5e6ff5810166191a9a80d73af36aceae178a6e61f4e680ef,results/gf_k1_interval_mip_vnext_round50/counterfactual_runs/moderate3301_root__retain
