state_id,panel,instance,policy,process_cap_seconds,executable_sha256,model_sha256,model_identity_match,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,root_cut_count,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,continuous_variables,integer_variables,binary_variables,min_matrix,max_matrix,min_objective,max_objective,min_bound,max_bound,min_rhs,max_rhs,branch_priority_assignment_status,branch_priority_tiers,exact_duplicate_row_elimination,exact_duplicate_rows_omitted,round50_symmetry_policy,round50_symmetry_rows,failure_reason,artifact_dir
D1,development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,8bfa6aafc6be3617f6c33975798c402f916a4011acad9d3e62dccd7723eff497,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.04195727985811282,0.049468682614419446,True,0.04530861852692135,0.04530861852692135,0.07396691353141219,0.1266036114124787,671.6219636411923,297.79199981689453,298.075417,7227,1144656,158.3860523038605,0.216499416,True,0.03178028,True,0.033050050575661745,39.25374456071687,16.5781582,979,86,439.1919022190715,198.4879655,0.1974579,0.0413059,16049,1404,164344,14760,1332,187485,676,728,608,0.0225,100000,0.0225,1,0.0494687,157.287,0.0494687,1.2004e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D1__s1r-used-first-route-start-order
D2,development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,b4247ec9afb97da30716147a0c9e232cb81c7a187fef86f14499f0f553368074,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5045438521642073,0.5045438521642074,True,0.5045438521642074,0.5045438521642074,2.2004490191743066e-16,0.0032523383947866704,4.0636731959421395,3.0490000247955322,3.1474082,489,26973,55.15950920245399,0.019211309,True,0.2174668,True,0.3367850886010356,2.016674620815303,1.6261015,940,639,2.016674620815303,1.6261015,0.0546452,0.0112277,5719,1037,41151,1808,735,10400,492,545,445,0.0225,100000,0.0225,1,0.504544,74.7538,0.504544,998393,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D2__s1r-used-first-route-start-order
D3,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,fe6bc283cf7312d3af3daffd68f4917bbd6e89c2c3b4249ec15536b14c2280cf,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5063433075652061,0.506422789224163,True,0.506343307565206,0.506343307565206,0,0.06947615410328421,182.67926447136225,95.07299995422363,95.3563175,10578,493477,46.65125732652675,0.115359759,True,0.1095272,True,0.33643217999876296,7.222746366249465,4.3767469,1669,830,75.44231884168882,43.1754701,0.1965816,0.0409378,16042,1402,163775,6654,1351,85005,675,727,607,0.0225,100000,0.0225,1,0.506423,139.549,0.366412,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D3__s1r-used-first-route-start-order
D4,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,e3f58f8bed6b798e11c0c5fea3e940ddbef8376b4cff7e3ca53a711a9cb2c385,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5063433027654911,0.506422789224163,True,0.506343307565206,0.506343307565206,9.479171100081636e-09,0.033218770316307884,96.64508684428529,52.638999938964844,52.9203699,5133,244043,47.54393142411845,0.122434413,True,0.1102858,True,0.37949388931303196,7.183907415301324,4.2837895,1915,724,12.613537673566004,7.4834331,0.1940988,0.0412651,16042,1402,163775,6655,1351,82680,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D4__s1r-used-first-route-start-order
D5,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,492b5d86c74302abb3154bcbfce1b3bdd9331ebb1afb157218aec69bafabbb2a,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.506422789224163,False,0.506422789224163,0.506422789224163,0,0.0019785624792035897,8.40380434049669,4.79200005531311,5.067761,103,14188,137.74757281553397,0.066811892,True,0.3348914,True,0.49349885817699735,6.236775114900577,3.8454556,1835,253,-1,-1,0.1935934,0.0428246,16042,1402,163921,6729,1364,85108,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D5__s1r-used-first-route-start-order
D6,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,bf65348ea4916a3557c3fb081118279a2454e066b5e6416679b04d8deec0d959,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290751,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,0,0.0038745588468592834,9.818260599427495,6.427000045776367,6.6243935,1115,50290,45.10313901345292,0.034007288,True,0.3827132,True,0.5887293892905241,3.658047589672771,3.0453219,873,609,4.168570618196561,3.2985573,0.1325973,0.0277045,10921,1014,109433,3484,880,28844,505,509,425,0.0225,100000,0.0225,1,0.706253,173.332,0.629427,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D6__s1r-used-first-route-start-order
D7,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,79a98984a198f0c3376c11fd2c2439652a3769ca361f8096edc7ceeaac7a80b5,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290802,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,0,0.0028264079970003364,7.193206478813439,5.063999891281128,5.2609627,718,30746,42.82172701949861,0.033895902,True,0.3858675,True,0.611141622110413,3.024426391548998,2.5233987,929,373,6.223888902320416,4.537839,0.132178,0.0277372,10921,1014,109433,3484,879,28711,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D7__s1r-used-first-route-start-order
D8,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,4f930f194b155aa0c7c550542856eccf056ff48e730a35de4af8f736f1ad06cc,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.7062530985290749,False,0.7062530985290749,0.7062530985290749,0,0.000829662789096829,0.6005544410192434,0.4309999942779541,0.6296449,1,893,893,0.025298998,True,0.6610696,True,0.6610695570694706,0.5722201758041673,0.4184839,697,285,-1,-1,0.1314109,0.0278177,10921,1014,109575,3528,869,28742,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D8__s1r-used-first-route-start-order
D9,development,tight_T_seed3102,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,2d6cf31e3cc7e7ea0ac3f7384eca9356f03266b532be4474513b53b6052968bc,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5439065022515576,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0.09455221397561318,0.11337875730695995,633.765298032576,297.9079999923706,298.0440091,1947,1301722,668.578325629173,0.140471575,True,0.4426337,True,0.5195641706019233,37.094785653060725,16.3302183,3991,536,-1,-1,0.0803064,0.0173962,10870,3372,53465,9847,3125,72608,1682,1690,1490,0.0075,15554.8,0.0075,1,0.300352,1967.6,0.300352,49109.5,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D9__s1r-used-first-route-start-order
D10,development,tight_T_seed3102,s1r-used-first-route-start-order,300,a08a69afb22c12841c1847329b63e16c66b1c553ae94bc4b40e4b28431585243,560c72a256c6855c9a7d2535dfc7847457c06ea439f0a27180471c5d2a35ba77,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0,0.014708661841937332,195.75659501509637,102.11899995803833,102.259718,710,266245,374.99295774647885,0.143956837,True,0.4640461,True,0.5722337199956145,32.22809371152613,14.8021451,4301,569,-1,-1,0.0803398,0.0173671,10870,3372,53465,9846,3124,77296,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,used-first-route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_revision_s1r_300s/D10__s1r-used-first-route-start-order
