logical_arm,physical_run_shared,physical_run_id,equivalence_basis,state_id,panel,instance,policy,process_cap_seconds,executable_sha256,model_sha256,model_identity_match,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,root_cut_count,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,continuous_variables,integer_variables,binary_variables,min_matrix,max_matrix,min_objective,max_objective,min_bound,max_bound,min_rhs,max_rhs,branch_priority_assignment_status,branch_priority_tiers,exact_duplicate_row_elimination,exact_duplicate_rows_omitted,round50_symmetry_policy,round50_symmetry_rows,failure_reason,artifact_dir
Interval-MIP-v0,True,official-confirmation:D11,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D11,development,tight_T_seed3102,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.6007044366851091,0.6007044366851081,True,0.6007044366851081,0.6007044366851081,0,0.011598246490126444,845.69208109825,396.72499990463257,396.8705191,7876,3097299,393.2578720162519,0.154516016,True,0.5137004,True,0.5647915854182156,52.925588401047825,23.4745486,3801,1776,214.12840823610614,106.5468726,0.0813685,0.0178626,10870,3372,53705,9955,3116,83508,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D11__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:D11,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D11,development,tight_T_seed3102,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.6007044366851091,0.6007044366851081,True,0.6007044366851081,0.6007044366851081,0,0.011598246490126444,845.69208109825,396.72499990463257,396.8705191,7876,3097299,393.2578720162519,0.154516016,True,0.5137004,True,0.5647915854182156,52.925588401047825,23.4745486,3801,1776,214.12840823610614,106.5468726,0.0813685,0.0178626,10870,3372,53705,9955,3116,83508,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D11__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:D12,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D12,development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,ab4697ccd2e0b18b4c1bf19f9666aa574b49a17f246b35f7c5d170221ba366d1,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.6471164293678763,0.6471164334555021,True,0.6471164334555021,0.6471164334555021,6.316677466488924e-09,0.02677144384735518,257.2047290551788,125.54099988937378,125.8242764,8546,687516,80.448864966066,0.118586606,True,0.1228652,True,0.3725677026874226,9.953195095127542,6.4009484,1583,1070,64.58138279446432,36.1853346,0.1951252,0.0410542,16042,1402,163484,6557,1318,80623,675,727,607,0.0225,100000,0.0225,1,0.647116,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D12__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:D12,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D12,development,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,ab4697ccd2e0b18b4c1bf19f9666aa574b49a17f246b35f7c5d170221ba366d1,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.6471164293678763,0.6471164334555021,True,0.6471164334555021,0.6471164334555021,6.316677466488924e-09,0.02677144384735518,257.2047290551788,125.54099988937378,125.8242764,8546,687516,80.448864966066,0.118586606,True,0.1228652,True,0.3725677026874226,9.953195095127542,6.4009484,1583,1070,64.58138279446432,36.1853346,0.1951252,0.0410542,16042,1402,163484,6557,1318,80623,675,727,607,0.0225,100000,0.0225,1,0.647116,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D12__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:D13,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D13,development,high_imbalance_seed3201,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,2.4434031919432027,2.4434031919432,True,2.4434031919432,2.4434031919432,0,0.004604501387102063,469.8380750590921,244.34500002861023,244.4918714,14010,1335194,95.30292648108494,0.13930249,True,2.271243,True,2.3495580338484627,19.817643564489646,11.0173107,4087,1523,177.7935774430082,98.5397819,0.0809041,0.0177153,10884,3376,53713,9883,3281,72636,1684,1692,1492,0.0122501,15752.4,0.0122501,1,0.475,2861.24,0.475,49504.7,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D13__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:D13,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D13,development,high_imbalance_seed3201,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,2.4434031919432027,2.4434031919432,True,2.4434031919432,2.4434031919432,0,0.004604501387102063,469.8380750590921,244.34500002861023,244.4918714,14010,1335194,95.30292648108494,0.13930249,True,2.271243,True,2.3495580338484627,19.817643564489646,11.0173107,4087,1523,177.7935774430082,98.5397819,0.0809041,0.0177153,10884,3376,53713,9883,3281,72636,1684,1692,1492,0.0122501,15752.4,0.0122501,1,0.475,2861.24,0.475,49504.7,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D13__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:D14,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D14,development,moderate_seed3301,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.048782008444663086,0.04915255266474515,True,0.04915255266474515,0.04915255266474515,0.007538656692144462,0.027563319328975548,2357.1050117450686,1197.9020001888275,1198.0494173,24278,13744558,566.1322184693962,0.229106087,True,0.03996241,True,0.041360124778295454,20.22104519187402,8.9332517,3290,1829,310.603686107071,150.1193403,0.0802893,0.0177518,10891,3378,53488,10048,3274,73953,1685,1693,1493,0.0075,14743,0.0075,1,0.0245763,1430.13,0.0245763,46586.3,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D14__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:D14,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,D14,development,moderate_seed3301,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.048782008444663086,0.04915255266474515,True,0.04915255266474515,0.04915255266474515,0.007538656692144462,0.027563319328975548,2357.1050117450686,1197.9020001888275,1198.0494173,24278,13744558,566.1322184693962,0.229106087,True,0.03996241,True,0.041360124778295454,20.22104519187402,8.9332517,3290,1829,310.603686107071,150.1193403,0.0802893,0.0177518,10891,3378,53488,10048,3274,73953,1685,1693,1493,0.0075,14743,0.0075,1,0.0245763,1430.13,0.0245763,46586.3,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D14__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C1,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C1,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,58315195b578ad6c4395df099d59956d8ded0808fd8c89f54e468fe0b5ff4908,true,failed,False,certificate_rejected,False,True,True,OPTIMAL,0.6471162574841567,0.6471164334555021,True,0.6471164334555021,0.6471164334555021,2.7193150457407306e-07,0.01702786628906334,126.10066761662394,64.25399994850159,64.5352361,2478,268144,108.20984665052461,0.11585294,True,0.1239739,True,0.4011989704936829,8.928015352512817,5.6363453,1789,559,24.36858087427405,14.1145566,0.1953909,0.041355,16042,1402,163484,6556,1316,78552,675,727,607,0.0225,100000,0.0225,1,0.323558,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C1__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C1,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C1,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,58315195b578ad6c4395df099d59956d8ded0808fd8c89f54e468fe0b5ff4908,true,failed,False,certificate_rejected,False,True,True,OPTIMAL,0.6471162574841567,0.6471164334555021,True,0.6471164334555021,0.6471164334555021,2.7193150457407306e-07,0.01702786628906334,126.10066761662394,64.25399994850159,64.5352361,2478,268144,108.20984665052461,0.11585294,True,0.1239739,True,0.4011989704936829,8.928015352512817,5.6363453,1789,559,24.36858087427405,14.1145566,0.1953909,0.041355,16042,1402,163484,6556,1316,78552,675,727,607,0.0225,100000,0.0225,1,0.323558,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C1__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C2,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C2,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,605cb646d49686a7782ab633c0fccb64821e80087a34d8393cc2a71022aaff1f,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6471164334555021,False,0.6471164334555021,0.6471164334555021,0,0.0013463378161993167,19.03364861525721,11.005000114440918,11.2838906,722,51591,71.45567867036011,0.094038457,True,0.4158535,True,0.5598539011679459,6.636691761522228,4.2038994,1688,237,-1,-1,0.1956462,0.0409979,16042,1402,163630,6640,1340,81321,675,727,607,0.0225,100000,0.0225,1,0.323558,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C2__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C2,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C2,confirmation,round39_small_hard_V12_M3_Q20_slot07_seed621538683,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,605cb646d49686a7782ab633c0fccb64821e80087a34d8393cc2a71022aaff1f,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6471164334555021,False,0.6471164334555021,0.6471164334555021,0,0.0013463378161993167,19.03364861525721,11.005000114440918,11.2838906,722,51591,71.45567867036011,0.094038457,True,0.4158535,True,0.5598539011679459,6.636691761522228,4.2038994,1688,237,-1,-1,0.1956462,0.0409979,16042,1402,163630,6640,1340,81321,675,727,607,0.0225,100000,0.0225,1,0.323558,139.984,0.27224,1.19901e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C2__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C3,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C3,confirmation,tight_T_seed3101,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.0703899283940932,0.10725273413394144,True,0.10725273413394144,0.10725273413394144,0.34370038244258194,0.4395052647783431,2590.302564350318,1199.4219999313354,1199.5704922,10222,5839492,571.2670710232832,0.226005528,True,0.004194611,True,0.04628793975016536,26.890767226667865,11.663759,4085,712,1012.5449356434752,508.7615429,0.0824354,0.0176754,10905,3382,53522,9485,3271,57644,1687,1695,1495,0.0075,15286.8,0.0075,1,0.107253,3442.65,0.107253,48213.6,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C3__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C3,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C3,confirmation,tight_T_seed3101,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.0703899283940932,0.10725273413394144,True,0.10725273413394144,0.10725273413394144,0.34370038244258194,0.4395052647783431,2590.302564350318,1199.4219999313354,1199.5704922,10222,5839492,571.2670710232832,0.226005528,True,0.004194611,True,0.04628793975016536,26.890767226667865,11.663759,4085,712,1012.5449356434752,508.7615429,0.0824354,0.0176754,10905,3382,53522,9485,3271,57644,1687,1695,1495,0.0075,15286.8,0.0075,1,0.107253,3442.65,0.107253,48213.6,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C3__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C4,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C4,confirmation,high_imbalance_seed3202,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,1.7493134520506333,1.7493134520506337,True,1.7493134520506337,1.7493134520506337,2.5386485728414124e-16,0.004345017345134441,306.9041562390463,157.74100017547607,157.889868,3411,579810,169.98240985048372,0.149600387,True,1.590139,True,1.6822228035037903,21.446884583572782,9.9227395,4241,889,204.77322916432456,107.3367183,0.0803462,0.0183875,10863,3370,53686,9386,3289,55657,1681,1689,1489,0.0142565,15371.8,0.0142565,1,0.475,2369.78,0.475,48743.6,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C4__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C4,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C4,confirmation,high_imbalance_seed3202,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,1.7493134520506333,1.7493134520506337,True,1.7493134520506337,1.7493134520506337,2.5386485728414124e-16,0.004345017345134441,306.9041562390463,157.74100017547607,157.889868,3411,579810,169.98240985048372,0.149600387,True,1.590139,True,1.6822228035037903,21.446884583572782,9.9227395,4241,889,204.77322916432456,107.3367183,0.0803462,0.0183875,10863,3370,53686,9386,3289,55657,1681,1689,1489,0.0142565,15371.8,0.0142565,1,0.475,2369.78,0.475,48743.6,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C4__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C5,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C5,confirmation,moderate_seed3302,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.14648042458538063,0.19563620654901237,False,0.19563620654901237,0.19563620654901237,0.25126116903783263,0.2571017551696368,2506.1193435810724,1197.9049999713898,1198.0573931,8492,4775840,562.3928403203015,0.169958462,True,0.1180994,True,0.1430682547916091,41.644547607904904,17.4560009,4818,554,-1,-1,0.0811169,0.0181057,10870,3372,53446,10023,3311,72731,1682,1690,1490,0.0075,14299,0.0075,1,0.195636,546.205,0.195636,45518.1,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C5__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C5,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C5,confirmation,moderate_seed3302,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.14648042458538063,0.19563620654901237,False,0.19563620654901237,0.19563620654901237,0.25126116903783263,0.2571017551696368,2506.1193435810724,1197.9049999713898,1198.0573931,8492,4775840,562.3928403203015,0.169958462,True,0.1180994,True,0.1430682547916091,41.644547607904904,17.4560009,4818,554,-1,-1,0.0811169,0.0181057,10870,3372,53446,10023,3311,72731,1682,1690,1490,0.0075,14299,0.0075,1,0.195636,546.205,0.195636,45518.1,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C5__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C6,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C6,confirmation,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.9216631288916932,0.921663128891689,True,0.921663128891689,0.921663128891689,0,9.691326076261654e-05,0.656998425480512,0.5669999122619629,0.627455,56,2790,49.82142857142857,0.010971112,True,0.7470295,True,0.8509872204133957,0.5759788107584182,0.5127885,445,126,0.6480097483500845,0.5597262,0.0259473,0.0045945,2298,479,14936,854,358,4722,253,226,186,0.0434783,100000,0.0697222,1,0.921663,103.864,0.921663,998665,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C6__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C6,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C6,confirmation,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.9216631288916932,0.921663128891689,True,0.921663128891689,0.921663128891689,0,9.691326076261654e-05,0.656998425480512,0.5669999122619629,0.627455,56,2790,49.82142857142857,0.010971112,True,0.7470295,True,0.8509872204133957,0.5759788107584182,0.5127885,445,126,0.6480097483500845,0.5597262,0.0259473,0.0045945,2298,479,14936,854,358,4722,253,226,186,0.0434783,100000,0.0697222,1,0.921663,103.864,0.921663,998665,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C6__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C7,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C7,confirmation,round39_small_hard_V12_M1_Q20_slot05_seed180890838,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,b418bcbdd64fab3d5023335fe6dcd118a9d6d8321d5ff6e6550df8b0c91076f3,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7442437164052143,0.756075507946318,True,0.7442437167109502,0.7442437167109502,4.108009046149315e-10,0.000447468171493144,4.524969241928158,3.9079999923706055,4.0276087,150,8792,58.61333333333334,0.039125445,True,0.575302,True,0.698438171519866,3.778432222018543,3.3675072,519,286,2.389383076250174,2.0898826,0.071742,0.0150306,5835,636,56029,3032,591,35862,340,296,248,0.0225,100000,0.0225,1,0.407172,162.286,0.0863961,1.19941e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C7__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C7,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C7,confirmation,round39_small_hard_V12_M1_Q20_slot05_seed180890838,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,b418bcbdd64fab3d5023335fe6dcd118a9d6d8321d5ff6e6550df8b0c91076f3,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7442437164052143,0.756075507946318,True,0.7442437167109502,0.7442437167109502,4.108009046149315e-10,0.000447468171493144,4.524969241928158,3.9079999923706055,4.0276087,150,8792,58.61333333333334,0.039125445,True,0.575302,True,0.698438171519866,3.778432222018543,3.3675072,519,286,2.389383076250174,2.0898826,0.071742,0.0150306,5835,636,56029,3032,591,35862,340,296,248,0.0225,100000,0.0225,1,0.407172,162.286,0.0863961,1.19941e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C7__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C8,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C8,confirmation,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,904467263099424dd3d9f92352c558a2aa684583d24bc521eb1b2d1b27b57157,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.29708658014676753,0.3169771781062932,True,0.2970865801467679,0.2970865801467679,1.3079623402270068e-15,0.00027169042774400146,1.5894980634056448,1.2360000610351562,1.2990566,226,7189,31.809734513274336,0.018296276,True,0.1345765,True,0.23683651344481146,1.183017236246742,0.9623903,467,224,1.1652146954061544,0.9480822,0.0276984,0.0049603,2312,483,15227,1853,457,15053,255,228,188,0.0225,100000,0.0225,1,0.316977,98.6199,0.316977,1.00025e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C8__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C8,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C8,confirmation,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,904467263099424dd3d9f92352c558a2aa684583d24bc521eb1b2d1b27b57157,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.29708658014676753,0.3169771781062932,True,0.2970865801467679,0.2970865801467679,1.3079623402270068e-15,0.00027169042774400146,1.5894980634056448,1.2360000610351562,1.2990566,226,7189,31.809734513274336,0.018296276,True,0.1345765,True,0.23683651344481146,1.183017236246742,0.9623903,467,224,1.1652146954061544,0.9480822,0.0276984,0.0049603,2312,483,15227,1853,457,15053,255,228,188,0.0225,100000,0.0225,1,0.316977,98.6199,0.316977,1.00025e+06,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,0,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C8__interval-mip-v0
Interval-MIP-v0,True,official-confirmation:C9,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C9,confirmation,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,f2ff779a6a82a41c9720b614664bc01969711ccfaae53f233965b59c26ddf2ce,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.023397909764811348,0.023397909764811306,True,0.023397909764811306,0.023397909764811306,0,0.0011679065704146472,9.428789156733645,6.1570000648498535,6.2167989,2709,186072,68.68660022148394,0.020651104,True,0.01270111,True,0.014309245386066809,0.6615899459025957,0.4923987,353,1298,0.6475351038665554,0.4805969,0.0245414,0.0047216,2539,726,13462,1817,608,13054,338,388,308,0.0225,100000,0.0225,1,0.0233979,87.9546,0.0233979,800256,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C9__interval-mip-v0
Interval-MIP-vNext,True,official-confirmation:C9,vNext accepted zero modifications and is definitionally the interval-mip-v0 execution policy,C9,confirmation,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,interval-mip-v0,1200,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,f2ff779a6a82a41c9720b614664bc01969711ccfaae53f233965b59c26ddf2ce,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.023397909764811348,0.023397909764811306,True,0.023397909764811306,0.023397909764811306,0,0.0011679065704146472,9.428789156733645,6.1570000648498535,6.2167989,2709,186072,68.68660022148394,0.020651104,True,0.01270111,True,0.014309245386066809,0.6615899459025957,0.4923987,353,1298,0.6475351038665554,0.4805969,0.0245414,0.0047216,2539,726,13462,1817,608,13054,338,388,308,0.0225,100000,0.0225,1,0.0233979,87.9546,0.0233979,800256,default_no_assignment,all:all:p0=0,false,0,v0-cardinality,2,none,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C9__interval-mip-v0
