scope,row_id,status,strict_certificate,false_certificate,lower_bound,verified_upper_bound,gap,evidence_complete,cap_respected,executable_sha256,artifact_dir
fixed_state,C1,failed,False,False,0.6471162574841567,0.6471164334555021,2.7193150457407306e-07,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C1__interval-mip-v0
fixed_state,C2,exact,True,False,1e+100,0.6471164334555021,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C2__interval-mip-v0
fixed_state,C3,capped,False,False,0.0703899283940932,0.10725273413394144,0.34370038244258194,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C3__interval-mip-v0
fixed_state,C4,exact,True,False,1.7493134520506333,1.7493134520506337,2.5386485728414124e-16,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C4__interval-mip-v0
fixed_state,C5,capped,False,False,0.14648042458538063,0.19563620654901237,0.25126116903783263,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C5__interval-mip-v0
fixed_state,C6,exact,True,False,0.9216631288916932,0.921663128891689,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C6__interval-mip-v0
fixed_state,C7,exact,True,False,0.7442437164052143,0.7442437167109502,4.108009046149315e-10,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C7__interval-mip-v0
fixed_state,C8,exact,True,False,0.29708658014676753,0.2970865801467679,1.3079623402270068e-15,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C8__interval-mip-v0
fixed_state,C9,exact,True,False,0.023397909764811348,0.023397909764811306,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/C9__interval-mip-v0
fixed_state,D10,exact,True,False,1e+100,0.6007044366851081,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D10__interval-mip-v0
fixed_state,D11,exact,True,False,0.6007044366851091,0.6007044366851081,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D11__interval-mip-v0
fixed_state,D12,exact,True,False,0.6471164293678763,0.6471164334555021,6.316677466488924e-09,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D12__interval-mip-v0
fixed_state,D13,exact,True,False,2.4434031919432027,2.4434031919432,0,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D13__interval-mip-v0
fixed_state,D14,capped,False,False,0.048782008444663086,0.04915255266474515,0.007538656692144462,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D14__interval-mip-v0
fixed_state,D1,capped,False,False,0.042958088862647195,0.04505416158053462,0.046523398601940096,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D1__interval-mip-v0
fixed_state,D2,exact,True,False,0.5045438521629313,0.5045438521642074,2.529196102638948e-12,True,True,85a6404acb015ea71e1b56a656f85665cda46b1f72a29a7174e6f48d96f8e81a,results/gf_k1_interval_mip_vnext_round50/official_confirmation/v0/D2__interval-mip-v0
