state_id,panel,instance,policy,process_cap_seconds,executable_sha256,model_sha256,model_identity_match,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,root_cut_count,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,continuous_variables,integer_variables,binary_variables,min_matrix,max_matrix,min_objective,max_objective,min_bound,max_bound,min_rhs,max_rhs,branch_priority_assignment_status,branch_priority_tiers,exact_duplicate_row_elimination,exact_duplicate_rows_omitted,round50_symmetry_policy,round50_symmetry_rows,failure_reason,artifact_dir
D1,development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,e9005b7000e685b513b40bd8b16b381b30010b3bcd75b418f32f9be4dc7ab99c,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.04375112469788633,0.049468682614419446,True,0.04500155005562836,0.04500155005562836,0.027786273054957556,0.0935308605763787,655.7324043191007,297.79500007629395,298.0777936,6887,1204002,174.82241905038478,0.221287036,True,0.03178028,True,0.032956584892455246,36.666472499656265,17.4110931,1093,84,38.99329438301777,18.6374158,0.1951268,0.04187,16049,1404,164344,14753,1328,183418,676,728,608,0.0225,100000,0.0225,1,0.0494687,157.287,0.0494687,1.2004e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D1__s1-route-start-order
D2,development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,750e3d6825dcfbdd6e3b9507aca4a26896d5fa574b129463dc20899addedb390,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.504543852164207,0.5045438521642074,True,0.5045438521642074,0.5045438521642074,6.601347057522921e-16,0.003698383086223701,5.139373390232216,3.8509998321533203,3.9457291,912,41843,45.88048245614035,0.01951352,True,0.2097447,True,0.3273338275813079,1.5675235603531565,1.2039735,1066,427,4.520580000455501,3.4566966,0.0543048,0.0111417,5719,1037,41151,1808,735,10395,492,545,445,0.0225,100000,0.0225,1,0.504544,74.7538,0.504544,998393,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D2__s1-route-start-order
D3,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,321d65be2a535141b4647d96b3463aaee239faf4c8b3a9a6aa28810b575f0a2f,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5063433061289561,0.506422789224163,True,0.506343307565206,0.506343307565206,2.8365140317496844e-09,0.09182874455170846,307.6440617904864,173.33500003814697,173.6152391,21574,807681,37.437702790395846,0.149045805,True,0.1095255,True,0.3378196153229893,6.631897251593135,4.6196467,1770,1235,5.988819380442587,4.2081703,0.1928392,0.0420775,16042,1402,163775,6654,1351,84977,675,727,607,0.0225,100000,0.0225,1,0.506423,139.549,0.366412,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D3__s1-route-start-order
D4,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,be9579fcd5e840bbe0ecb1732e9ec871295e2d47c922fcaae4d024199033bb07,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.506343307565206,0.506422789224163,True,0.506343307565206,0.506343307565206,0,0.03407202421482243,114.2538787823678,63.01600003242493,63.3450745,8042,291332,36.22631186272071,0.1116207,True,0.1102857,True,0.3819187455951806,8.16062886107604,4.9582402,1900,711,15.155585915429645,8.7633691,0.1939303,0.0415492,16042,1402,163775,6655,1351,82315,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D4__s1-route-start-order
D5,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,398dfd42a12c0efa5642125c835a8f4f3c3c62b60f378a30a4146e4fea101b0d,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.506422789224163,False,0.506422789224163,0.506422789224163,0,0.0020674694521442007,7.70626115795702,4.670000076293945,4.9468444,27,8687,321.74074074074076,0.069930286,True,0.3348914,True,0.4971254139159981,6.848186400310584,4.2905986,2029,268,-1,-1,0.1944906,0.041093,16042,1402,163921,6729,1364,85079,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D5__s1-route-start-order
D6,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,0268d179485d5dc001cf3d59acbdd4a64c21279a26a466f8943235bc81252718,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.706253098529077,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,0,0.0034562211971972587,9.219616843860186,5.705000162124634,5.9037035,918,53614,58.40305010893246,0.034508184,True,0.3800071,True,0.5909875270007188,3.3380457153689265,2.5544773,787,617,5.550364324964254,3.7740752,0.1303598,0.0276881,10921,1014,109433,3476,876,28794,505,509,425,0.0225,100000,0.0225,1,0.706253,173.332,0.629427,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D6__s1-route-start-order
D7,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,4c224ed8ac3c5497c3bce206ce55bce037d463a96974adfc9326b111cfc0855b,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290748,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,1.5719903062194508e-16,0.0025420416268365255,5.922360254014948,4.133999824523926,4.3303613,519,23692,45.64932562620424,0.033816787,True,0.3843018,True,0.6103051523755483,2.799497773153733,2.2280341,839,336,3.4621579610900706,2.7455889,0.1321198,0.0282639,10921,1014,109433,3476,875,28649,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D7__s1-route-start-order
D8,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,a17c731a2d0781edd6effbbeb5b76be24346126354103b19a53548604f60bf6a,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.7062530985290749,False,0.7062530985290749,0.7062530985290749,0,0.000838525695429374,0.6434184756822994,0.4530000686645508,0.6453655,1,1150,1150,0.025236634,True,0.6612998,True,0.6612997971783484,0.6091922482608638,0.4384945,942,325,-1,-1,0.130773,0.0277367,10921,1014,109575,3526,867,28769,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,false,0,route-start-order,1,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D8__s1-route-start-order
D9,development,tight_T_seed3102,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,f70b7a7e7cd3982902e577b8990a1f9699a370a046f58558cabd56679376c881,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5486952173884857,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0.08658038149947252,0.10953719786465527,625.6289552581486,297.9029998779297,298.0488539,2243,1319959,588.4792688363799,0.148827807,True,0.4426846,True,0.5199760728119366,34.62062123351651,15.472036,3704,549,-1,-1,0.0803441,0.0174932,10870,3372,53465,9848,3127,77823,1682,1690,1490,0.0075,15554.8,0.0075,1,0.300352,1967.6,0.300352,49109.5,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D9__s1-route-start-order
D10,development,tight_T_seed3102,s1-route-start-order,300,c5307e0e714b9db2f3239013529e3b1fae4dfbb0a08ce341db097bb5a6de15a5,08c9c3dca43dfa850e2d0d274a445f36dc82f0d0a99524bb11d48607e8f27785,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0,0.007315459191032622,85.31695584455741,40.382999897003174,40.5178567,725,232316,320.4358620689655,0.091666241,True,0.4640556,True,0.5707709119326457,29.97869792207432,13.9349474,4146,495,-1,-1,0.0803608,0.0174234,10870,3372,53465,9847,3126,79075,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,false,0,route-start-order,2,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration3_qualification_s1_300s/D10__s1-route-start-order
