phase,state_id,instance,policy,process_cap_seconds,executable_sha256,model_identity_match,branch_priority_assignment_status,branch_priority_tiers,status,certificate,false_certificate,work,process_time_seconds,nodes,root_work,root_relaxation_bound,final_root_cut_bound,lower_bound,verified_upper_bound,gap,gi_common_horizon,baseline_certificate,baseline_work,work_ratio,work_delta,baseline_gi,gi_delta,baseline_gap,gap_delta,severe_regression,severe_regression_reason,evidence_complete,cap_respected,artifact_dir
core_120s,D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=55;drop_quantity:I:p2=30;final_inventory:I:p2=10;operation_mode:B:p2=30;pickup_quantity:I:p2=30;routing_arc:B:p2=330;vehicle_load:I:p2=30;visit_selection:B:p2=30,exact,True,False,6.8398472875951235,5.0624138,1130,2.045215237504328,0.2073784,0.33424062081873596,0.5045438521642168,0.5045438521642074,0,0.01187374488453198,True,7.798190809248318,0.87710694120017674,-0.95834352165319459,0.011619110832187623,0.00025463405234435639,2.529196102638948e-12,-2.529196102638948e-12,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D2__b1-primitive-first
core_120s,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,capped,False,False,229.00107516900636,118.0764355,7341,8.373187971405313,0.109524,0.3416849343544502,0.42106822835991997,0.506343307565206,0.1684135603871972,0.25803726667131205,False,237.64359339385058,0.96363243754473604,-8.6425182248442241,0.24196189606295887,0.016075370608353179,0.12256044955491599,0.045853110832281219,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D3__b1-primitive-first
core_120s,D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,exact,True,False,140.60580526989312,78.5810098,10780,7.784465448399423,0.1102857,0.38053157659467485,0.5063433075652064,0.506343307565206,0,0.10566590433090932,True,129.52841701703966,1.0855209112251887,11.077388252853467,0.10558597778663069,7.9926544278630107e-05,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D4__b1-primitive-first
core_120s,D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p2=36;final_inventory:I:p2=12;operation_mode:B:p2=36;pickup_quantity:I:p2=36;routing_arc:B:p2=468;vehicle_load:I:p2=36;visit_selection:B:p2=36,exact,True,False,8.361163761009655,5.0936756,47,6.574246615090577,0.3348914,0.494372975844265,1e+100,0.506422789224163,0,0.004991194302901467,True,8.361526207009655,0.99995665312874382,-0.00036244600000046034,0.004995310638357818,-4.1163354563512541e-06,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D5__b1-primitive-first
core_120s,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p2=24;final_inventory:I:p2=12;operation_mode:B:p2=24;pickup_quantity:I:p2=24;routing_arc:B:p2=312;vehicle_load:I:p2=24;visit_selection:B:p2=24,exact,True,False,27.128277094781954,17.7188441,1911,3.157938194763831,0.3821215,0.5929376888262344,0.7062530985290761,0.7062530985290749,0,0.01705326362458676,True,9.501641712092052,2.855114717729017,17.626635382689901,0.009326959795093012,0.0077263038294937483,6.287961224877803e-16,-6.2879612248778034e-16,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D6__b1-primitive-first
core_120s,D9,tight_T_seed3102,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,232.02287819759536,118.0493181,603,34.51937297129219,0.4426226,0.5189954800020847,0.5250890012162044,0.6007044366851081,0.12587793738660474,0.13444312703967445,False,237.67130171848729,0.9762343056143048,-5.6484235208919245,0.128450555187971,0.0059925718517034599,0.11491315938024058,0.010964778006364168,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D9__b1-primitive-first
core_120s,D10,tight_T_seed3102,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,exact,True,False,54.602589422451246,26.6102415,153,26.612559308643053,0.4640361,0.5706315722744337,1e+100,0.6007044366851081,0,0.01535834459980971,True,199.30559044359478,0.27396416377946137,-144.70300102114354,0.036952580108461155,-0.021594235508651444,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D10__b1-primitive-first
core_120s,D11,tight_T_seed3102,b1-primitive-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p2=60;final_inventory:I:p2=20;operation_mode:B:p2=60;pickup_quantity:I:p2=60;routing_arc:B:p2=1260;vehicle_load:I:p2=60;visit_selection:B:p2=60,capped,False,False,237.64800149049498,118.0485249,655,52.92557706404783,0.5137004,0.5647915854182156,0.5677176066570957,0.6007044366851081,0.054913578148423486,0.06005499570498451,False,234.89130734957772,1.0117360415420338,2.7566941409172614,0.059874489673099426,0.0001805060318850818,0.054586175939821645,0.0003274022086018416,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b1_120s/D11__b1-primitive-first
core_120s,D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=68;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p4=36;pickup_quantity:I:p3=36;routing_arc:B:p5=468;vehicle_load:I:p2=36;visit_selection:B:p4=36,capped,False,False,261.2315517282397,118.0793529,816,18.288695665660054,0.03178028,0.03278393326391182,0.0376849005088974,0.049468682614419446,0.23820691158020119,0.294609838620875,False,263.04015268873997,0.99312423999905286,-1.8086009605002573,0.24137685325776784,0.053232985363107138,0.1781081677076535,0.060098743872547683,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D1__b2-route-first
core_120s,D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=55;drop_quantity:I:p3=30;final_inventory:I:p2=10;operation_mode:B:p4=30;pickup_quantity:I:p3=30;routing_arc:B:p5=330;vehicle_load:I:p2=30;visit_selection:B:p4=30,exact,True,False,21.777405957293528,13.9666776,1873,2.045170853504328,0.2073784,0.33424062081873596,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.032124225263712274,True,7.798190809248318,2.7926228647119617,13.97921514804521,0.011619110832187623,0.020505114431524651,2.529196102638948e-12,-2.5287560128351131e-12,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D2__b2-route-first
core_120s,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p4=36;pickup_quantity:I:p3=36;routing_arc:B:p5=468;vehicle_load:I:p2=36;visit_selection:B:p4=36,capped,False,False,241.56104935709396,118.0770295,7173,8.372725150237043,0.109524,0.3416849343544502,0.372518963914036,0.506422789224163,0.2644111366221629,0.3013404675871697,False,237.64359339385058,1.0164845847821822,3.9174559632433841,0.24196189606295887,0.059378571524210833,0.12256044955491599,0.14185068706724693,true,capped_gap_ratio_ge_1.50_and_delta_ge_0.05,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D3__b2-route-first
core_120s,D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p4=36;pickup_quantity:I:p3=36;routing_arc:B:p5=468;vehicle_load:I:p2=36;visit_selection:B:p4=36,capped,False,False,228.8392478047396,118.084948,10202,7.784323715399424,0.1102857,0.38053157659467485,0.45489283861257496,0.506422789224163,0.10175282729778336,0.19031341157337478,True,129.52841701703966,1.7667107579538741,99.310830787699956,0.10558597778663069,0.084727433786744091,0,0.10175282729778336,true,baseline_certifies_candidate_does_not,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D4__b2-route-first
core_120s,D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p4=36;pickup_quantity:I:p3=36;routing_arc:B:p5=468;vehicle_load:I:p2=36;visit_selection:B:p4=36,exact,True,False,10.151296786198994,5.9539701,172,6.573931978090577,0.3348914,0.494372975844265,1e+100,0.506422789224163,0,0.005084477465230042,True,8.361526207009655,1.2140483130566444,1.789770579189339,0.004995310638357818,8.9166826872224235e-05,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D5__b2-route-first
core_120s,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p3=24;final_inventory:I:p2=12;operation_mode:B:p4=24;pickup_quantity:I:p3=24;routing_arc:B:p5=312;vehicle_load:I:p2=24;visit_selection:B:p4=24,exact,True,False,38.61871795744549,24.1742642,2728,3.157598931763831,0.3821215,0.5929376888262344,0.7062530985290777,0.7062530985290749,0,0.02686757436127945,True,9.501641712092052,4.0644258253074561,29.117076245353438,0.009326959795093012,0.017540614566186438,6.287961224877803e-16,-6.2879612248778034e-16,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D6__b2-route-first
core_120s,D9,tight_T_seed3102,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p4=60;pickup_quantity:I:p3=60;routing_arc:B:p5=1260;vehicle_load:I:p2=60;visit_selection:B:p4=60,capped,False,False,244.30379666806957,118.0477396,577,34.5046265559249,0.4426226,0.5189954800020847,0.5249523861022205,0.6007044366851081,0.1261053622325702,0.1362385173319509,False,237.67130171848729,1.0279061666327651,6.6324949495822807,0.128450555187971,0.0077879621439798929,0.11491315938024058,0.011192202852329636,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D9__b2-route-first
core_120s,D10,tight_T_seed3102,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p4=60;pickup_quantity:I:p3=60;routing_arc:B:p5=1260;vehicle_load:I:p2=60;visit_selection:B:p4=60,capped,False,False,219.933626887204,118.0719736,634,26.612670483643054,0.4640361,0.5706315722744337,0.5828589018035454,0.6007044366851081,0.029707679503817974,0.04606142642923485,True,199.30559044359478,1.1034995375578647,20.628036443609233,0.036952580108461155,0.0091088463207736961,0,0.029707679503817974,true,baseline_certifies_candidate_does_not,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D10__b2-route-first
core_120s,D11,tight_T_seed3102,b2-route-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p4=60;pickup_quantity:I:p3=60;routing_arc:B:p5=1260;vehicle_load:I:p2=60;visit_selection:B:p4=60,capped,False,False,243.59705382331788,118.0469646,566,52.92556892404783,0.5137004,0.5647915854182156,0.5674438151824487,0.6007044366851081,0.055369362154544514,0.06240964709763756,False,234.89130734957772,1.0370628720661161,8.7057464737401631,0.059874489673099426,0.002535157424538137,0.054586175939821645,0.00078318621472286964,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b2_120s/D11__b2-route-first
core_120s,D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=68;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p5=36;pickup_quantity:I:p3=36;routing_arc:B:p4=468;vehicle_load:I:p2=36;visit_selection:B:p5=36,capped,False,False,263.1571236549771,118.0978378,1030,18.288685852660052,0.03178028,0.03278393326391182,0.03742014086046938,0.04530861852692135,0.17410545549440698,0.2279433565994294,False,263.04015268873997,1.0004446886341933,0.11697096623714742,0.24137685325776784,-0.013433496658338429,0.1781081677076535,-0.0040027122132465232,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D1__b3-operation-first
core_120s,D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=55;drop_quantity:I:p3=30;final_inventory:I:p2=10;operation_mode:B:p5=30;pickup_quantity:I:p3=30;routing_arc:B:p4=330;vehicle_load:I:p2=30;visit_selection:B:p5=30,exact,True,False,5.97076137068227,4.2981565,759,2.045188969504328,0.2073784,0.33424062081873596,0.50454384627668,0.5045438521642074,1.1669010194608402e-08,0.010356089950330001,True,7.798190809248318,0.76565981991633303,-1.8274294385660479,0.011619110832187623,-0.0012630208818576218,2.529196102638948e-12,1.1666480998505764e-08,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D2__b3-operation-first
core_120s,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p5=36;pickup_quantity:I:p3=36;routing_arc:B:p4=468;vehicle_load:I:p2=36;visit_selection:B:p5=36,capped,False,False,212.30535701425092,118.0848922,10202,8.373676414405313,0.109524,0.3416849343544502,0.44350177147031783,0.506343307565206,0.12410855472163125,0.21207648511654578,False,237.64359339385058,0.89337715350227764,-25.338236379599664,0.24196189606295887,-0.029885410946413088,0.12256044955491599,0.0015481051667152607,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D3__b3-operation-first
core_120s,D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p5=36;pickup_quantity:I:p3=36;routing_arc:B:p4=468;vehicle_load:I:p2=36;visit_selection:B:p5=36,exact,True,False,195.89630378706087,110.1991705,11731,7.784304976399423,0.1102857,0.38053157659467485,0.5063433075652054,0.506343307565206,1.0963145044453699e-15,0.141638931464563,True,129.52841701703966,1.5123808990986929,66.367886770021215,0.10558597778663069,0.036052953677932306,0,1.0963145044453699e-15,true,exact_Work_ratio_gt_1.50_and_delta_gt_50,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D4__b3-operation-first
core_120s,D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=67;drop_quantity:I:p3=36;final_inventory:I:p2=12;operation_mode:B:p5=36;pickup_quantity:I:p3=36;routing_arc:B:p4=468;vehicle_load:I:p2=36;visit_selection:B:p5=36,exact,True,False,7.607376835371656,4.7889429,43,6.574206875090577,0.3348914,0.494372975844265,1e+100,0.506422789224163,0,0.0049230556586625385,True,8.361526207009655,0.90980721067336023,-0.75414937163799944,0.004995310638357818,-7.2254979695279657e-05,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D5__b3-operation-first
core_120s,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=65;drop_quantity:I:p3=24;final_inventory:I:p2=12;operation_mode:B:p5=24;pickup_quantity:I:p3=24;routing_arc:B:p4=312;vehicle_load:I:p2=24;visit_selection:B:p5=24,exact,True,False,8.305818493738363,5.8321407,1592,3.157934855763831,0.3821215,0.5929376888262344,0.7062530985290747,0.7062530985290749,3.1439806124389017e-16,0.008293167298181296,True,9.501641712092052,0.87414562087393255,-1.1958232183536897,0.009326959795093012,-0.0010337924969117153,6.287961224877803e-16,-3.1439806124389017e-16,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D6__b3-operation-first
core_120s,D9,tight_T_seed3102,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p5=60;pickup_quantity:I:p3=60;routing_arc:B:p4=1260;vehicle_load:I:p2=60;visit_selection:B:p5=60,capped,False,False,233.3699701172013,118.0521945,686,34.5191950652922,0.4426226,0.5189954800020847,0.5254251828589184,0.6007044366851081,0.1253182917069937,0.13385621364509187,False,237.67130171848729,0.98190218351906555,-4.3013316012859946,0.128450555187971,0.0054056584571208766,0.11491315938024058,0.010405132326753136,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D9__b3-operation-first
core_120s,D10,tight_T_seed3102,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p5=60;pickup_quantity:I:p3=60;routing_arc:B:p4=1260;vehicle_load:I:p2=60;visit_selection:B:p5=60,exact,True,False,79.49422070789899,37.9254059,607,26.612449441643054,0.4640361,0.5706315722744337,1e+100,0.6007044366851081,0,0.017067219907657836,True,199.30559044359478,0.39885595045762928,-119.81136973569579,0.036952580108461155,-0.01988536020080332,0,0,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D10__b3-operation-first
core_120s,D11,tight_T_seed3102,b3-operation-first,120,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,applied,auxiliary:B:p1=110;drop_quantity:I:p3=60;final_inventory:I:p2=20;operation_mode:B:p5=60;pickup_quantity:I:p3=60;routing_arc:B:p4=1260;vehicle_load:I:p2=60;visit_selection:B:p5=60,capped,False,False,244.0192465187173,118.048647,785,52.92557367904783,0.5137004,0.5647915854182156,0.5696175145342892,0.6007044366851081,0.05175077834012199,0.05809559054431914,False,234.89130734957772,1.0388602680624315,9.1279391691395801,0.059874489673099426,-0.0017788991287802855,0.054586175939821645,-0.0028353975996996544,false,none,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_core_b3_120s/D11__b3-operation-first
qualification_300s,D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,true,default_no_assignment,all:all:p0=0,capped,False,False,663.3528282007866,298.0814899,5625,18.288924836660055,0.03178028,0.03278393326391182,0.0414294499105546,0.049468682614419446,0.16251155840405423,0.19740753155603233,False,663.3528282007866,1,0,0.19740753155603233,0,0.16251155840405423,0,false,baseline,True,True,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D1__interval-mip-v0
