candidate_id,state_id,baseline_policy,candidate_policy,same_executable,model_delta_valid,optimal_representative_preserved,baseline_status,candidate_status,baseline_certificate,candidate_certificate,false_certificate,baseline_work,candidate_work,work_ratio,work_delta,baseline_gi,candidate_gi,gi_delta,baseline_gap,candidate_gap,baseline_lb,candidate_lb,baseline_nodes,candidate_nodes,severe_regression,material_improvement,paired_decision
S1-v1,D1,interval-mip-v0,s1-route-start-order,true,True,true,capped,capped,False,False,False,663.8126474702411,655.7324043191007,0.9878275245554091,-8.080243151140394,0.19736210432239357,0.0935308605763787,-0.10383124374601486,0.16251155840405423,0.027786273054957556,0.0414294499105546,0.04375112469788633,5629,6887,false,false,nonsevere
S1-v1,D2,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,7.798190809248318,5.139373390232216,0.6590468886882251,-2.658817419016102,0.004659601551542207,0.003698383086223701,-0.0009612184653185062,2.529196102638948e-12,6.601347057522921e-16,0.5045438521629313,0.504543852164207,1021,912,false,true,candidate_materially_better
S1-v1,D3,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,349.01793759503596,307.6440617904864,0.8814563053989635,-41.373875804549584,0.11529426565392852,0.09182874455170846,-0.023465521102220055,4.3852580177814796e-16,2.8365140317496844e-09,0.5063433075652057,0.5063433061289561,20399,21574,false,false,nonsevere
S1-v1,D4,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,129.52841701703966,114.2538787823678,0.8820757746721906,-15.274538234671851,0.042216138219597535,0.03407202421482243,-0.008144114004775105,0,0,0.506343307565206,0.506343307565206,8604,8042,false,false,nonsevere
S1-v1,D5,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,8.361526207009655,7.70626115795702,0.9216333199430372,-0.6552650490526348,0.0019940799533069184,0.0020674694521442007,7.338949883728234e-05,0,0,1e+100,1e+100,47,27,false,false,nonsevere
S1-v1,D6,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,9.501641712092052,9.219616843860186,0.9703183011128536,-0.2820248682318667,0.003717521694503081,0.0034562211971972587,-0.0002613004973058223,6.287961224877803e-16,0,0.7062530985290745,0.706253098529077,882,918,false,false,nonsevere
S1-v1,D7,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,5.424760527933533,5.922360254014948,1.0917275008766085,0.4975997260814147,0.002546441171238457,0.0025420416268365255,-4.399544401931504e-06,0,1.5719903062194508e-16,0.7062530985290766,0.7062530985290748,455,519,false,false,nonsevere
S1-v1,D8,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,0.6099470937080658,0.6434184756822994,1.0548758774646343,0.033471381974233605,0.0008205379282840172,0.000838525695429374,1.7987767145356804e-05,0,0,1e+100,1e+100,1,1,false,false,nonsevere
S1-v1,D9,interval-mip-v0,s1-route-start-order,true,True,true,capped,capped,False,False,False,645.1557093961707,625.6289552581486,0.9697332692656506,-19.526754138022056,0.1147043831679346,0.10953719786465527,-0.005167185303279337,0.09275628014997997,0.08658038149947252,0.5449853276686083,0.5486952173884857,1585,2243,false,false,nonsevere
S1-v1,D10,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,199.30559044359478,85.31695584455741,0.42807106240556186,-113.98863459903737,0.01481947136210838,0.007315459191032622,-0.007504012171075759,0,0,1e+100,1e+100,802,725,false,true,candidate_materially_better
S1-v1,D11,interval-mip-v0,s1-route-start-order,true,True,true,capped,capped,False,False,False,629.209932685116,591.7701090699358,0.9404970874261187,-37.43982361518022,0.04300352132486973,0.05254170007804682,0.009538178753177091,0.015827393010235905,0.029374871185767884,0.5911968514827005,0.5830588212367638,4209,1900,false,false,nonsevere
S1-v1,D12,interval-mip-v0,s1-route-start-order,true,True,true,exact,exact,True,True,False,257.2047290551788,164.74242154337662,0.6405108574346392,-92.46230751180218,0.10720568356829176,0.08254007736860057,-0.024665606199691187,6.316677466488924e-09,8.578232349136434e-16,0.6471164293678763,0.6471164334555015,8546,5570,false,true,candidate_materially_better
S1-v1,D13,interval-mip-v0,s1-route-start-order,true,True,true,exact,capped,True,False,False,469.8380750590921,582.2814400021218,1.2393236540671755,112.44336494302974,0.01837298421476192,0.017717536191646618,-0.0006554480231153008,0,0.006695942164623979,2.4434031919432027,2.4270423054850907,14010,10202,true,false,reject_severe_regression
S1-v1,D14,interval-mip-v0,s1-route-start-order,true,True,true,capped,capped,False,False,False,643.9468042871808,596.7678540909517,0.9267347087024462,-47.17895019622915,0.0819807785453861,0.09040415526020167,0.008423376714815564,0.015551376060316213,0.05219633221119548,0.0483881628339312,0.04658696969682783,6568,4231,false,false,nonsevere
S1-R1,D1,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,capped,capped,False,False,False,662.1260379979603,671.6219636411923,1.0143415680675305,9.495925643231999,0.19745440160819433,0.1266036114124787,-0.07085079019571563,0.16251155840405423,0.07396691353141219,0.0414294499105546,0.04195727985811282,5614,7227,false,false,nonsevere
S1-R1,D2,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,7.798190809248318,4.0636731959421395,0.5211046119983109,-3.7345176133061786,0.004648875003071691,0.0032523383947866704,-0.0013965366082850203,2.529196102638948e-12,2.2004490191743066e-16,0.5045438521629313,0.5045438521642073,1021,489,false,true,candidate_materially_better
S1-R1,D3,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,349.01793759503596,182.67926447136225,0.5234093861482966,-166.33867312367371,0.11565079694516288,0.06947615410328421,-0.046174642841878666,4.3852580177814796e-16,0,0.5063433075652057,0.5063433075652061,20399,10578,false,true,candidate_materially_better
S1-R1,D4,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,129.52841701703966,96.64508684428529,0.7461303787227747,-32.88333017275437,0.04240253833360488,0.033218770316307884,-0.009183768017296999,0,9.479171100081636e-09,0.506343307565206,0.5063433027654911,8604,5133,false,true,candidate_materially_better
S1-R1,D5,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,8.361526207009655,8.40380434049669,1.0050562699249321,0.04227813348703435,0.0019977823012847775,0.0019785624792035897,-1.9219822081187853e-05,0,0,1e+100,1e+100,47,103,false,false,nonsevere
S1-R1,D6,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,9.501641712092052,9.818260599427495,1.033322545401023,0.3166188873354425,0.0037263203726633173,0.0038745588468592834,0.0001482384741959661,6.287961224877803e-16,0,0.7062530985290745,0.7062530985290751,882,1115,false,false,nonsevere
S1-R1,D7,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,5.424760527933533,7.193206478813439,1.3259952106224242,1.7684459508799053,0.0025441215086999423,0.0028264079970003364,0.0002822864883003941,0,0,0.7062530985290766,0.7062530985290802,455,718,false,false,nonsevere
S1-R1,D8,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,0.6099470937080658,0.6005544410192434,0.984600873115533,-0.00939265268882239,0.0008194470476225562,0.000829662789096829,1.0215741474272765e-05,0,0,1e+100,1e+100,1,1,false,false,nonsevere
S1-R1,D9,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,capped,capped,False,False,False,644.2222163634377,633.765298032576,0.9837681500804336,-10.456918330861754,0.11474118970400136,0.11337875730695995,-0.0013624323970414104,0.09275628014997997,0.09455221397561318,0.5449853276686083,0.5439065022515576,1585,1947,false,false,nonsevere
S1-R1,D10,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,199.30559044359478,195.75659501509637,0.9821931967859034,-3.548995428498415,0.014806784332680675,0.014708661841937332,-9.812249074334263e-05,0,0,1e+100,1e+100,802,710,false,false,nonsevere
S1-R1,D11,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,capped,capped,False,False,False,628.2285017831415,616.2060682289706,0.9808629606583482,-12.022433554170902,0.04304791033487917,0.04150885870325345,-0.0015390516316257166,0.01584510240145358,0.014812447587840593,0.5911862133728251,0.5918065337009266,4193,3945,false,false,nonsevere
S1-R1,D12,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,exact,True,True,False,257.2047290551788,233.37577538955406,0.9073541386538323,-23.828953665624738,0.107557054834137,0.10261117427313167,-0.004945880561005325,6.316677466488924e-09,0,0.6471164293678763,0.6471164334555031,8546,7234,false,false,nonsevere
S1-R1,D13,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,exact,capped,True,False,False,469.8380750590921,569.8741338965698,1.2129160324541515,100.0360588374777,0.018371349049764178,0.01524819665668032,-0.0031231523930838577,0,0.0015288709228887378,2.4434031919432027,2.4396675438501445,14010,16400,true,false,reject_severe_regression
S1-R1,D14,interval-mip-v0,s1r-used-first-route-start-order,true,True,true,capped,capped,False,False,False,642.7223441684196,620.6065351215678,0.9655904151341338,-22.115809046851723,0.082168105325784,0.10267016406137923,0.020502058735595227,0.015551376060316213,0.06399210124375328,0.0483881628339312,0.046007177538233864,6546,3075,false,false,nonsevere
