state_id,panel,instance,policy,process_cap_seconds,executable_sha256,model_sha256,model_identity_match,status,certificate,certificate_class,false_certificate,evidence_complete,cap_respected,native_status,lower_bound,frozen_cutoff,final_incumbent_available,final_incumbent,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,root_cut_count,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,presolved_rows,presolved_columns,presolved_nonzeros,continuous_variables,integer_variables,binary_variables,min_matrix,max_matrix,min_objective,max_objective,min_bound,max_bound,min_rhs,max_rhs,branch_priority_assignment_status,branch_priority_tiers,failure_reason,artifact_dir
D1,development,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,8980c08bac1bf433434719c74f503f2e85ff942440699fe406787f74335fb8c1,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.0414294499105546,0.049468682614419446,False,0.049468682614419446,0.049468682614419446,0.16251155840405423,0.19740753155603233,663.3528282007866,297.7909998893738,298.0814899,5625,1019008,181.15697777777777,0.210931527,True,0.03178028,True,0.03278393326391182,18.288924836660055,8.6001192,1041,81,-1,-1,0.1982191,0.0424238,16049,1404,164344,14760,1332,185017,676,728,608,0.0225,100000,0.0225,1,0.0494687,157.287,0.0494687,1.2004e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D1__interval-mip-v0
D2,development,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,624c61c9136decd50c41af5ea9d62718694ace1cdc3e4056b472ea0c726dbe89,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5045438521629313,0.5045438521642074,True,0.5045438521642074,0.5045438521642074,2.529196102638948e-12,0.004640983594407339,7.798190809248318,5.08299994468689,5.1821604,1021,79777,78.13614103819785,0.01910223,True,0.2073784,True,0.33424062081873596,2.045222607504328,1.5486531,975,745,2.817362644235299,2.0046426,0.0547725,0.0112764,5719,1037,41151,1833,753,10601,492,545,445,0.0225,100000,0.0225,1,0.504544,74.7538,0.504544,998393,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D2__interval-mip-v0
D3,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,7c8f8e5f1ff22f99103991cc788735e15850eda9b80ca5165dbb1709dc7a51e2,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.5063433075652057,0.506422789224163,True,0.506343307565206,0.506343307565206,4.3852580177814796e-16,0.11548571470020413,349.01793759503596,184.7079999446869,184.989624,20399,1022267,50.11358399921565,0.149551761,True,0.109524,True,0.3416849343544502,8.373309807405313,5.0348234,1750,1125,100.64865471779879,54.8928848,0.196865,0.0416473,16042,1402,163775,6654,1351,85126,675,727,607,0.0225,100000,0.0225,1,0.506423,139.549,0.366412,1.19925e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D3__interval-mip-v0
D4,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,b35f4e7c4559e801ef4cd67b544cd4ba59d24abdcf6025bc3422c3e89f6bd2eb,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.506343307565206,0.506422789224163,True,0.506343307565206,0.506343307565206,0,0.04241456944397153,129.52841701703966,69.93699979782104,70.2291466,8604,374941,43.57752208275221,0.112288287,True,0.1102857,True,0.38053157659467485,7.784479710399424,4.7174984,1617,879,42.58309267055441,25.3247387,0.2032843,0.0417944,16042,1402,163775,6655,1351,82370,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D4__interval-mip-v0
D5,development,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,2fd56622b90d18d9e4a8d6a0a1f8aaca6a0823d87437ded52f59c80e809748df,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.506422789224163,False,0.506422789224163,0.506422789224163,0,0.0020044106863906647,8.361526207009655,4.934999942779541,5.2137053,47,13586,289.06382978723406,0.06666983,True,0.3348914,True,0.494372975844265,6.5746066330905775,4.1215818,1962,381,-1,-1,0.1953643,0.0420945,16042,1402,163921,6729,1364,85415,675,727,607,0.0225,100000,0.0225,1,0.253211,139.549,0.253211,1.19925e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D5__interval-mip-v0
D6,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290745,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,6.287961224877803e-16,0.0037249756986578435,9.501641712092052,6.2209999561309814,6.4172332,882,47000,53.28798185941043,0.035919254,True,0.3821215,True,0.5929376888262344,3.157944615763831,2.422874,836,640,4.749958036479364,3.5144304,0.1328031,0.0274157,10921,1014,109433,3488,886,28878,505,509,425,0.0225,100000,0.0225,1,0.706253,173.332,0.629427,1.19889e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D6__interval-mip-v0
D7,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,f0c39ca30750ec9b4aacf85ae74a719caeb31ec3e7641d913221d3bf543b19ad,true,exact,True,strict_fixed_interval_optimal,False,True,True,OPTIMAL,0.7062530985290766,0.7062530985290749,True,0.7062530985290749,0.7062530985290749,0,0.0025462548628959543,5.424760527933533,3.8580000400543213,4.0569008,455,21607,47.487912087912086,0.033969556,True,0.3855621,True,0.6040145105561588,2.8434109939986962,2.3164562,1018,452,3.4446031129053494,2.6721577,0.1330547,0.027237,10921,1014,109433,3488,885,28734,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D7__interval-mip-v0
D8,development,round39_small_hard_V12_M2_Q20_slot06_seed258908503,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,da581ac7d18e8a694dbed5347e2d120d639662734cee5911e59b9afc3c556358,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.7062530985290749,False,0.7062530985290749,0.7062530985290749,0,0.0008183291977371187,0.6099470937080658,0.43400001525878906,0.6301585,1,1024,1024,0.025356914,True,0.6608365,True,0.6608364563256461,0.585943298832348,0.4232266,838,205,-1,-1,0.1340405,0.0272513,10921,1014,109575,3535,875,28839,505,509,425,0.0225,100000,0.0225,1,0.353127,173.332,0.353127,1.19889e+06,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D8__interval-mip-v0
D9,development,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5449853276686083,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0.09275628014997997,0.11467792249082043,645.3298462397224,297.9119999408722,298.0492639,1585,1368344,863.3085173501577,0.161635548,True,0.4426226,True,0.5189954800020847,34.5047354259249,15.202095,3842,557,-1,-1,0.0800547,0.0175324,10870,3372,53465,9848,3127,77827,1682,1690,1490,0.0075,15554.8,0.0075,1,0.300352,1967.6,0.300352,49109.5,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D9__interval-mip-v0
D10,development,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,true,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,INFEASIBLE,1e+100,0.6007044366851081,False,0.6007044366851081,0.6007044366851081,0,0.014926993527452219,199.30559044359478,100.41100001335144,100.5551447,802,264564,329.8802992518703,0.146988285,True,0.4640361,True,0.5706315722744337,26.613616465643048,12.8327514,3719,504,-1,-1,0.0809548,0.0192163,10870,3372,53465,9847,3126,79079,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D10__interval-mip-v0
D11,development,tight_T_seed3102,interval-mip-v0,300,ae3c1f3288402770d49c2597649ad4d8847006b7977625380bb7138226000c9a,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,true,capped,False,certificate_rejected,False,True,True,TIME_LIMIT,0.5910839582943994,0.6007044366851081,True,0.6007044366851081,0.6007044366851081,0.016015327677281286,0.043358736880674036,620.5627480032056,297.90700006484985,298.0517234,4080,1816619,445.2497549019608,0.154516086,True,0.5137004,True,0.5647915854182156,52.925588401047825,23.7332864,3801,1500,214.12840823610614,107.869717,0.0832204,0.0179128,10870,3372,53705,9955,3116,83508,1682,1690,1490,0.0075,15554.8,0.0075,1,0.150176,1967.6,0.150176,49109.5,default_no_assignment,all:all:p0=0,none,results/gf_k1_interval_mip_vnext_round50/development_runs/iteration1_corrected_qualification_v0_300s/D11__interval-mip-v0
