case,anchor_state_id,instance,input_path,input_sha256,interval_id,incumbent,parent_bound,left_child_lp_bound,right_child_lp_bound,active_coverage_sha256,model_fingerprint,vnext_backend_identity_sha256,full_executable_sha256,target_contract,retain_contract,midpoint_contract,parent_identity_sha256,historical_parent_decision_source,reconstruction_model_fingerprint
major_root,D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,reference/qualification_round39/small-medium/round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt,29e0ca2c95ec2e061aa1cc524aaf6a41bf6c4a34355dca86df6966aa8a29b6b4,L0,0.049468682614419446,0.020977495607439198,0.024872307366954508,0.037649503710854168,45ece99705ea4f901b79bc49edcb9de4320fd124faeb9a3cddbe1085a02c0814,30f435a99413755eb3351e459649149edbaef7bb592134b42404d487894ef946,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,209ee87808f5269d003e61716d9575a1244e3be28dcd467efcf169d7a6cfc4f4,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM/external/adaptive_mass_decision_ledger.csv,8980c08bac1bf433434719c74f503f2e85ff942440699fe406787f74335fb8c1
strong_control_root,D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q30_slot08_seed1288546114.txt,7ee8a95ca3043f83b2e8c6b3663f8aa212678043d0c98b0153efbeb834d48823,L0,0.50642278922416295,0.093948255393593263,0.093948255393593263,0.32496933294190883,690a9bc7565a5e141be2b7e1fdae3179edecd9934092efff15c5efadcf7e8fa1,b676d66df7da22169dffb846698809df0caf0993da1219d3f2b620e17d77875b,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,86c05a5dbbb6d5227560643381444e6e0658d6c93c0082457f7b20563fa46a2b,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM/external/adaptive_mass_decision_ledger.csv,7c8f8e5f1ff22f99103991cc788735e15850eda9b80ca5165dbb1709dc7a51e2
numerical_endpoint_root,D12,round39_small_hard_V12_M3_Q20_slot07_seed621538683,reference/qualification_round39/small-hard/round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,L0,0.64711643345550207,0.051828010205628182,0.051828010205628217,0.36579459779792906,292535b8dd2f96b7aca8d8e354e2359af1490d0e0d1572e667e0266da1f04940,abc591fff4a2457e7a3a4eb7c3b470869bf7ae9e310ed8ebcfab369e6a998440,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,1f9f76cae6d02e894c3c091aea27fbff8bfa389a957a5eceb944cde9922ae5b9,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM/external/adaptive_mass_decision_ledger.csv,ab4697ccd2e0b18b4c1bf19f9666aa574b49a17f246b35f7c5d170221ba366d1
v12_m2_root,D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,reference/qualification_round39/small-hard/round39_small_hard_V12_M2_Q20_slot06_seed258908503.txt,efb62df9be5433dfb5d2def59ee52399bfe10fb2bcc652954892def33e38b2fd,L0,0.70625309852907492,0.2092648777189226,0.20926487771892274,0.52806619587109682,2b276579ee67c42ad9e1d73c803d88f9f99cc49e3893e3af8218cf836b50897d,c78ce31ee342d5fdd4e0fb793b38c40876fbc5103ab05940a2ea52bf3cd5feb9,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,6bb2f2afac77af4fa20e2620c5c64a96701ae10397c1f86baf02a477eaa92698,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM/external/adaptive_mass_decision_ledger.csv,9aca6b4020aa81a484913fce9237bb15e995527b24365d079612606665c858bd
tight3102_L0_0,D9,tight_T_seed3102,reference/hard_stress/V20_M3/tight_T_seed3102.txt,40689df814199ae10f66c5bbfe492fcafdbbabc1a221c6724e939d02758a9f14,L0.0,0.60070443668510809,0.407329005858862,0.43699011491207468,0.50832936531373507,0622b23b8eae463eb2bc5fda9a857a0b4f25e62aa1a96cea947aec62d9e5c7b1,de6043550459538877b79bf9de73bb88a9ff035e95933eb6343da4175045a28b,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,cdbdcd527c5c4aa820b4a6e412dc2c581a267b5c96daa8a68463336bc4de8c3c,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__tight_T_seed3102__K1-AM/external/adaptive_mass_decision_ledger.csv,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9
high_imbalance_matched,D13,high_imbalance_seed3201,reference/hard_stress/V20_M3/high_imbalance_seed3201.txt,ce60fd4e74ad23174be2d4a08ca6e52c0043cee22f3c9b17153b9e8bbcfdbe42,L0.1.0,2.4434031919432,2.3348837952183876,2.2663608459488285,2.3771183114459844,476175fd40cc6332792794b761ab3372fd3977736cec209fbc4c2285ee3e86b1,9a81a0c8ab917b0bdbb1dffb23033d77bf38916d622473b36a1753782f83ea51,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,5ed15bfe53ec9a9dd288dffca05ca49c2ed41b8b19114d48228e801ee64f9982,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__high_imbalance_seed3201__K1-AM/external/adaptive_mass_decision_ledger.csv,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db
moderate3301_root,D14,moderate_seed3301,reference/hard_stress/V20_M3/moderate_seed3301.txt,83daeb902d8d68a0e08a84d190b43647183b146daf81c31e99be07c10fc6242a,L0,0.04915255266474515,0.029559107138148299,0.033181515548994886,0.044264412577495041,b9451dd2b48f6e247e62d63564af51a2033d5126dab47cd55f9e4006211ff76e,189351aec15b0e96c7e886e99e61aa2cb51710a987ca5a9c297ba6ae73146095,17a949b8cd699c297d2a24bf85c17e306509227a76d7dd6d280a468ee8d17382,7cc8ecb324c69526b38f21a8d66cdc4ca6ab6de0cd03639f916f25340d097a2e,historical K1-AM native-target and exact-close lifecycle unchanged,preserve parent; recursive split disabled locally,perform exactly one midpoint split; solve both children; suppress descendant splits,e8739ca5f8047c1fb9f361330371c1c4608fe7f67a5166693a39972b7bcf5532,results/gf_c6_adaptive_mass_contraction_round47/runs/stage5_1800s__moderate_seed3301__K1-AM/external/adaptive_mass_decision_ledger.csv,
