candidate_id,state_id,baseline_policy,candidate_policy,same_executable,model_delta_valid,duplicates_omitted,baseline_status,candidate_status,baseline_certificate,candidate_certificate,false_certificate,baseline_work,candidate_work,work_ratio,work_delta,baseline_gi,candidate_gi,gi_delta,baseline_gap,candidate_gap,baseline_lb,candidate_lb,baseline_nodes,candidate_nodes,baseline_presolved_rows,candidate_presolved_rows,severe_regression,correctness_failure,paired_decision
C1,D1,interval-mip-v0,c1-exact-duplicate-elimination,true,true,0,capped,capped,False,False,False,664.4500769722433,665.1626748096018,1.001072462570259,0.7125978373584303,0.19729206101455352,0.1972549236307863,-3.71373837672051e-05,0.16251155840405423,0.1625115584040541,0.0414294499105546,0.041429449910554604,5637,5645,14760,14760,false,false,neutral
C1,D2,interval-mip-v0,c1-exact-duplicate-elimination,true,true,3,exact,exact,True,True,False,7.798190809248318,7.798188966746495,0.9999997637270146,-1.842501823112741e-06,0.004649180497106814,0.004721703309449519,7.25228123427046e-05,2.529196102638948e-12,2.529196102638948e-12,0.5045438521629313,0.5045438521629313,1021,1021,1833,1833,false,false,neutral
C1,D3,interval-mip-v0,c1-exact-duplicate-elimination,true,true,0,exact,exact,True,True,False,349.01793759503596,349.01793759503596,1.0,0.0,0.11563583751195684,0.11524260383793589,-0.0003932336740209569,4.3852580177814796e-16,4.3852580177814796e-16,0.5063433075652057,0.5063433075652057,20399,20399,6654,6654,false,false,neutral
C1,D4,interval-mip-v0,c1-exact-duplicate-elimination,true,true,0,exact,exact,True,True,False,129.52841701703966,129.52841701703966,1.0,0.0,0.042192163381720785,0.04222544337669963,3.327999497884648e-05,0,0,0.506343307565206,0.506343307565206,8604,8604,6655,6655,false,false,neutral
C1,D5,interval-mip-v0,c1-exact-duplicate-elimination,true,true,0,exact,exact,True,True,False,8.361526207009655,8.361526207009655,1.0,0.0,0.0020055549893512868,0.0019958364652241088,-9.718524127177997e-06,0,0,1e+100,1e+100,47,47,6729,6729,false,false,neutral
C1,D6,interval-mip-v0,c1-exact-duplicate-elimination,true,true,2,exact,exact,True,True,False,9.501641712092052,9.501638584779403,0.9999996708660731,-3.127312648842917e-06,0.003728915293380682,0.0037419629674909395,1.3047674110257604e-05,6.287961224877803e-16,6.287961224877803e-16,0.7062530985290745,0.7062530985290745,882,882,3488,3488,false,false,neutral
C1,D7,interval-mip-v0,c1-exact-duplicate-elimination,true,true,2,exact,exact,True,True,False,5.424760527933533,5.4247573330185235,0.9999994110495766,-3.194915009885335e-06,0.002547501054069129,0.0025220112751936576,-2.5489778875471564e-05,0,0,0.7062530985290766,0.7062530985290766,455,455,3488,3488,false,false,neutral
C1,D8,interval-mip-v0,c1-exact-duplicate-elimination,true,true,2,exact,exact,True,True,False,0.6099470937080658,0.6099454963255343,0.999997381112972,-1.5973825314707923e-06,0.0008266016961116396,0.0008225935730976526,-4.008123013987024e-06,0,0,1e+100,1e+100,1,1,3535,3535,false,false,neutral
C1,D9,interval-mip-v0,c1-exact-duplicate-elimination,true,true,6,capped,capped,False,False,False,645.3566247747106,645.0567355070444,0.9995353123278609,-0.2998892676661171,0.11469386056221327,0.11470782345984347,1.3962897630198645e-05,0.09275628014997997,0.09275628014997997,0.5449853276686083,0.5449853276686083,1585,1585,9848,9848,false,false,neutral
C1,D10,interval-mip-v0,c1-exact-duplicate-elimination,true,true,6,exact,exact,True,True,False,199.30559044359478,199.3055785202912,0.9999999401757694,-1.1923303588901035e-05,0.01478102188223183,0.01476886619186014,-1.2155690371690175e-05,0,0,1e+100,1e+100,802,802,9847,9847,false,false,neutral
C1,D11,interval-mip-v0,c1-exact-duplicate-elimination,true,true,6,capped,capped,False,False,False,628.4516094398781,625.5219786128561,0.9953383350714414,-2.929630827022038,0.04305678827988218,0.048627137351149756,0.005570349071267577,0.01584510240145358,0.03324493871969654,0.5911862133728251,0.5807340544988618,4200,3442,9955,9955,false,false,neutral
C1,D12,interval-mip-v0,c1-exact-duplicate-elimination,true,true,6,exact,failed,True,False,False,257.2047290551788,210.33764028046463,0.8177829430007888,-46.867088774714176,0.10706136177536858,0.09286226615115488,-0.014199095624213703,6.316677466488924e-09,2.638190405608108e-07,0.6471164293678763,0.6471162627338655,8546,6542,6557,6557,true,true,reject_correctness_terminal_contract
C1,D13,interval-mip-v0,c1-exact-duplicate-elimination,true,true,15,exact,exact,True,True,False,469.8380750590921,469.8380396405236,0.9999999246153721,-3.5418568472778134e-05,0.01832964095469686,0.018355294126419817,2.565317172295578e-05,0,0,2.4434031919432027,2.4434031919432027,14010,14010,9883,9883,false,false,neutral
C1,D14,interval-mip-v0,c1-exact-duplicate-elimination,true,true,3,capped,capped,False,False,False,642.9855625159665,643.8447971277014,1.0013363202252517,0.8592346117349052,0.08216550848688649,0.0819945742807335,-0.00017093420615298116,0.015551376060316213,0.015551376060316213,0.0483881628339312,0.0483881628339312,6547,6567,10048,10048,false,false,neutral
