parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.17860029160420776,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.089300145802103881,1,false,"accepted_initial_partition_breakpoint"
R.1,1,initial_partition,1,0.26790043740631164,1,false,"accepted_initial_partition_breakpoint"
R.0.1,2,adaptive_refinement,1,0.13395021870315582,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1,3,adaptive_refinement,1,0.15627525515368179,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.1,4,adaptive_refinement,1,0.16743777337894478,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0,2,adaptive_refinement,1,0.2232503645052597,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0,3,adaptive_refinement,1,0.20092532805473373,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.1,3,adaptive_refinement,1,0.24557540095578567,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.1,2,adaptive_refinement,1,0.31255051030736358,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0,4,adaptive_refinement,1,0.18976280982947075,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1,4,adaptive_refinement,1,0.21208784627999672,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0,5,adaptive_refinement,1,0.18418155071683925,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1,5,adaptive_refinement,1,0.19534406894210224,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0,6,adaptive_refinement,1,0.18139092116052352,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1,6,adaptive_refinement,1,0.18697218027315499,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.1.1,5,adaptive_refinement,1,0.17301903249157627,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1,7,adaptive_refinement,1,0.18278623593868137,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0,7,adaptive_refinement,1,0.17999560638236564,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0,7,adaptive_refinement,1,0.18557686549499713,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1,7,adaptive_refinement,1,0.18836749505131287,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.0,8,adaptive_refinement,1,0.18208857854960245,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.1,8,adaptive_refinement,1,0.18348389332776033,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1,8,adaptive_refinement,1,0.18627452288407606,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.0,8,adaptive_refinement,1,0.18487920810591818,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.0.0,9,adaptive_refinement,1,0.18173974985506297,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.0.1,9,adaptive_refinement,1,0.18243740724414192,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.0,8,adaptive_refinement,1,0.17929794899328672,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.1,8,adaptive_refinement,1,0.18069326377144457,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.1.1,9,adaptive_refinement,1,0.18383272202229978,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.1.0,9,adaptive_refinement,1,0.18313506463322085,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0,6,adaptive_refinement,1,0.19255343938578651,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1,6,adaptive_refinement,1,0.19813469849841797,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.0.0,9,adaptive_refinement,1,0.18453037941137873,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.0.1,9,adaptive_refinement,1,0.18522803680045766,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0,8,adaptive_refinement,1,0.18766983766223394,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1,8,adaptive_refinement,1,0.18906515244039179,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.0,9,adaptive_refinement,1,0.18592569418953658,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1.1,9,adaptive_refinement,1,0.18662335157861554,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.1.0,9,adaptive_refinement,1,0.18034443507690512,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.1.1,9,adaptive_refinement,1,0.18104209246598404,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1,7,adaptive_refinement,1,0.19394875416394436,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0,7,adaptive_refinement,1,0.19115812460762863,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.1,9,adaptive_refinement,1,0.18801866635677339,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.0.0,9,adaptive_refinement,1,0.18732100896769446,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0,8,adaptive_refinement,1,0.1904604672185497,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.1,8,adaptive_refinement,1,0.19185578199670755,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.0,9,adaptive_refinement,1,0.18871632374585234,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.1,9,adaptive_refinement,1,0.18941398113493127,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.1,9,adaptive_refinement,1,0.19080929591308915,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.0.0,9,adaptive_refinement,1,0.19011163852401022,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.1.1.1.1,6,adaptive_refinement,1,0.175809662047892,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.1.0,9,adaptive_refinement,1,0.1915069533021681,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.1.1,9,adaptive_refinement,1,0.19220461069124703,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.0,8,adaptive_refinement,1,0.19325109677486543,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.1,8,adaptive_refinement,1,0.19464641155302331,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.0.0,9,adaptive_refinement,1,0.19290226808032596,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.0.1,9,adaptive_refinement,1,0.19359992546940491,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.0.1,9,adaptive_refinement,1,0.17964677768782616,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.0.0,9,adaptive_refinement,1,0.17894912029874724,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.1.1,9,adaptive_refinement,1,0.19499524024756276,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.1.0,9,adaptive_refinement,1,0.19429758285848384,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0,7,adaptive_refinement,1,0.19673938372026012,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1,7,adaptive_refinement,1,0.19953001327657585,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1,8,adaptive_refinement,1,0.19743704110933905,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.0,8,adaptive_refinement,1,0.19604172633118117,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.0.0,9,adaptive_refinement,1,0.19569289763664172,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.0.1,9,adaptive_refinement,1,0.19639055502572064,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.1.1.1.1.1,7,adaptive_refinement,1,0.17720497682604988,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1.0,9,adaptive_refinement,1,0.19708821241479957,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.0.1.1,9,adaptive_refinement,1,0.19778586980387852,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.0,8,adaptive_refinement,1,0.19883235588749693,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.1,8,adaptive_refinement,1,0.20022767066565478,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.0.1,9,adaptive_refinement,1,0.19918118458203637,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.0.0,9,adaptive_refinement,1,0.19848352719295745,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.1.1.1.1.1.1,8,adaptive_refinement,1,0.17790263421512881,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.1.0,9,adaptive_refinement,1,0.19987884197111533,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.1.1,9,adaptive_refinement,1,0.20057649936019425,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1.1.1.1.1.1.1,9,adaptive_refinement,1,0.17825146290966828,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.1.1.1.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.1.1.1.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0,5,adaptive_refinement,1,0.20650658716736522,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.1,5,adaptive_refinement,1,0.21766910539262821,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0,6,adaptive_refinement,1,0.20371595761104949,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1,6,adaptive_refinement,1,0.20929721672368096,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1,7,adaptive_refinement,1,0.20511127238920734,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0,7,adaptive_refinement,1,0.20232064283289161,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.0,8,adaptive_refinement,1,0.20162298544381269,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.1,8,adaptive_refinement,1,0.20301830022197054,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.0.1,9,adaptive_refinement,1,0.20197181413835213,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.0.0,9,adaptive_refinement,1,0.20127415674927321,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.1.0,9,adaptive_refinement,1,0.20266947152743109,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.1.1,9,adaptive_refinement,1,0.20336712891651001,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.0,8,adaptive_refinement,1,0.20441361500012842,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.0.0,9,adaptive_refinement,1,0.20406478630558894,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.0.1,9,adaptive_refinement,1,0.20476244369466789,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.1,8,adaptive_refinement,1,0.2058089297782863,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.1.1,9,adaptive_refinement,1,0.20615775847282575,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.1.0,9,adaptive_refinement,1,0.20546010108374682,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.0.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.0.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0,7,adaptive_refinement,1,0.2079019019455231,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.1,8,adaptive_refinement,1,0.20859955933460203,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.0,8,adaptive_refinement,1,0.20720424455644415,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.0.0,9,adaptive_refinement,1,0.2068554158619047,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.0.1,9,adaptive_refinement,1,0.20755307325098363,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.1,7,adaptive_refinement,1,0.21069253150183884,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.1.0,9,adaptive_refinement,1,0.20825073064006255,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.1.1,9,adaptive_refinement,1,0.20894838802914151,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.1.0.1.1.0,8,adaptive_refinement,1,0.20999487411275991,1,false,"accepted_unconditional_adaptive_midpoint"
