panel,instance_id,difficulty_configuration,V,M,T,method,inner_backend_policy,external_tree_attempted,cap_seconds,status,certificate,correctness_gate,false_certificate,lower_bound,verified_upper_bound,gap,gi_common_horizon,work,process_time_seconds,nodes,simplex_iterations,iterations_per_node,split_count,interval_count,fixed_interval_model_count,peak_memory_gb,first_incumbent_time_seconds,adaptive_mass_mode,adaptive_mass_tau,adaptive_mass_tau_explicit,executable_sha256,run_id,artifact_dir
integration,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major witness,12,3,2850.0,K1-AM-v0,interval-mip-v0,True,1800.0,optimal,True,True,False,0.04500155005562829,0.04500155005562836,1.5419233104925857e-15,0.03949940941898918,843.4563311103416,383.224716,12129.0,1734396.0,142.99579520158298,0,1,3,0.218169864,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-v0__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-v0__1800s
integration,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major witness,12,3,2850.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,1800.0,optimal,True,True,False,0.04500155005562828,0.04500155005562836,1.6961156415418443e-15,0.028435404102295166,541.173795948995,355.4861151,36158.0,6862755.0,189.79907627634273,0,1,3,0.076705729,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-CANDIDATE__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-CANDIDATE__1800s
integration,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong control,12,3,2400.0,K1-AM-v0,interval-mip-v0,True,1800.0,optimal,True,True,False,0.5063432868918758,0.506343307565206,4.0828682536125e-08,0.042094212443371685,740.6340681077912,408.4426921,24652.0,1402048.0,56.87360051922765,0,1,3,0.182082527,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-v0__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-v0__1800s
integration,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong control,12,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,1800.0,optimal,True,True,False,0.5063433073265636,0.506343307565206,4.713053861981636e-10,0.01361237612704918,208.95192254875317,128.7562064,24983.0,1163226.0,46.56070127686827,0,1,3,0.091536972,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-CANDIDATE__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-CANDIDATE__1800s
integration,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,easy negative control,10,3,2400.0,K1-AM-v0,interval-mip-v0,True,1800.0,optimal,True,True,False,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.001604218620768824,8.991485297269257,6.921191,962.0,73858.0,76.77546777546777,0,1,3,0.025677107,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-v0__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-v0__1800s
integration,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,easy negative control,10,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,1800.0,optimal,True,True,False,0.5045438521642074,0.5045438521642074,0.0,0.0017275211111708521,11.0281353172203,8.2781678,1651.0,119388.0,72.31253785584494,0,1,3,0.022299021,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-CANDIDATE__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-CANDIDATE__1800s
integration,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical endpoint,12,3,2400.0,K1-AM-v0,interval-mip-v0,True,1800.0,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.016504617268588935,188.18035718118418,98.0370347,5573.0,481608.0,86.41808720617261,0,1,3,0.120234264,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-v0__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-v0__1800s
integration,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical endpoint,12,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,1800.0,optimal,True,True,False,0.6471164042810124,0.6471164334555021,4.508383376569541e-08,0.008581084517919765,88.06686438040123,53.1512749,5312.0,458549.0,86.32323042168674,0,1,3,0.057456791,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-CANDIDATE__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-CANDIDATE__1800s
integration,round39_small_hard_V12_M2_Q20_slot06_seed258908503,V12 M2 hard,12,2,2400.0,K1-AM-v0,interval-mip-v0,True,1800.0,optimal,True,True,False,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.0021877238591850117,38.80867136188028,24.4343894,1521.0,86106.0,56.61143984220907,0,1,3,0.065062476,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-v0__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-v0__1800s
integration,round39_small_hard_V12_M2_Q20_slot06_seed258908503,V12 M2 hard,12,2,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,1800.0,optimal,True,True,False,0.7062530985290747,0.7062530985290749,3.1439806124389017e-16,0.0007875723797575597,8.019598063664871,5.86892,1296.0,74173.0,57.23225308641975,0,1,3,0.022392708,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-CANDIDATE__1800s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-CANDIDATE__1800s
