panel,instance_id,difficulty_configuration,V,M,T,method,inner_backend_policy,external_tree_attempted,cap_seconds,status,certificate,correctness_gate,false_certificate,lower_bound,verified_upper_bound,gap,gi_common_horizon,work,process_time_seconds,nodes,simplex_iterations,iterations_per_node,split_count,interval_count,fixed_interval_model_count,peak_memory_gb,first_incumbent_time_seconds,adaptive_mass_mode,adaptive_mass_tau,adaptive_mass_tau_explicit,executable_sha256,run_id,artifact_dir
integration,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major witness,12,3,2850.0,K1-AM-v0,interval-mip-v0,True,300.0,round31_c6_external_gini_tree_time_limit,False,True,False,0.04227845496134025,0.04500155005562836,0.06051113997011151,0.1977958381812686,610.1552405290972,280.0541751,8150.0,1154822.0,141.6959509202454,0,1,3,0.218169862,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-v0__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-v0__300s
integration,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,major witness,12,3,2850.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,300.0,round31_c6_external_gini_tree_time_limit,False,True,False,0.043796039459428525,0.04505416158053462,0.02792465949803984,0.14594996377102515,424.0816825598195,280.0278595,27542.0,5172719.0,187.81203253213275,0,1,3,0.076705727,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-CANDIDATE__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AM-CANDIDATE__300s
integration,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong control,12,3,2400.0,K1-AM-v0,interval-mip-v0,True,300.0,round31_c6_external_gini_tree_time_limit,False,True,False,0.4252011336837254,0.506343307565206,0.16025130118073339,0.21121737106392635,503.1949454600242,280.0482663,10252.0,908142.0,88.58193523214983,0,1,3,0.182082525,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-v0__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-v0__300s
integration,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,strong control,12,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,300.0,optimal,True,True,False,0.5063433073265636,0.506343307565206,4.713053861981636e-10,0.08132714423702127,208.95192254875317,128.4913399,24983.0,1163226.0,46.56070127686827,0,1,3,0.09153697,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-CANDIDATE__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__K1-AM-CANDIDATE__300s
integration,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,easy negative control,10,3,2400.0,K1-AM-v0,interval-mip-v0,True,300.0,optimal,True,True,False,0.5045438521642072,0.5045438521642074,4.400898038348613e-16,0.009803856261936165,8.991485297269257,7.0857226,962.0,73858.0,76.77546777546777,0,1,3,0.025677105,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-v0__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-v0__300s
integration,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,easy negative control,10,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,300.0,optimal,True,True,False,0.5045438521642074,0.5045438521642074,0.0,0.010330221182103678,11.0281353172203,8.2216701,1651.0,119388.0,72.31253785584494,0,1,3,0.022299019,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-CANDIDATE__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AM-CANDIDATE__300s
integration,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical endpoint,12,3,2400.0,K1-AM-v0,interval-mip-v0,True,300.0,round31_c6_external_gini_tree_not_certified,False,True,False,0.6471163029866588,0.6471164334555021,2.0161571633704306e-07,0.09920165880845111,188.18035718118418,98.2817669,5573.0,481608.0,86.41808720617261,0,1,3,0.120234262,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-v0__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-v0__300s
integration,round39_small_hard_V12_M3_Q20_slot07_seed621538683,numerical endpoint,12,3,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,300.0,optimal,True,True,False,0.6471164042810124,0.6471164334555021,4.508383376569541e-08,0.052652930737980386,88.06686438040123,54.746546,5312.0,458549.0,86.32323042168674,0,1,3,0.057456789,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-CANDIDATE__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AM-CANDIDATE__300s
integration,round39_small_hard_V12_M2_Q20_slot06_seed258908503,V12 M2 hard,12,2,2400.0,K1-AM-v0,interval-mip-v0,True,300.0,optimal,True,True,False,0.7062530985290736,0.7062530985290749,1.886388367463341e-15,0.013083054779544991,38.80867136188028,24.4125887,1521.0,86106.0,56.61143984220907,0,1,3,0.065062474,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-v0__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-v0__300s
integration,round39_small_hard_V12_M2_Q20_slot06_seed258908503,V12 M2 hard,12,2,2400.0,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,300.0,optimal,True,True,False,0.7062530985290747,0.7062530985290749,3.1439806124389017e-16,0.004801789305243226,8.019598063664871,5.9443464,1296.0,74173.0,57.23225308641975,0,1,3,0.022392706,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-CANDIDATE__300s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/integration__round39_small_hard_V12_M2_Q20_slot06_seed258908503__K1-AM-CANDIDATE__300s
