instance_id,M,difficulty_configuration,method,checkpoint_seconds,strict_certificate_by_checkpoint,gap,normalized_gap_integral,run_id
round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832,3,moderate_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.0009042743397391125,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q20_seed587061832__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,P-GRB,300.0,False,0.1604823638262059,0.22053493787961495,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,P-GRB,1200.0,False,0.0,0.09617209573952117,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,P-GRB,1800.0,False,0.0,0.06411473049301411,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,P-GRB,3600.0,False,0.0,0.032057365246507055,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__P-GRB__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-v0,300.0,True,0.0,0.06633835862760047,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-v0,1200.0,True,0.0,0.016584589656900118,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-v0,1800.0,True,0.0,0.01105639310460008,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-v0,3600.0,True,0.0,0.00552819655230004,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-v0__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-CANDIDATE,300.0,True,0.0,0.03119075132976186,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-CANDIDATE,1200.0,True,0.0,0.007797687832440465,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-CANDIDATE,1800.0,True,0.0,0.00519845855496031,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-CANDIDATE__3600s
round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111,3,tight_T_2400,K1-AM-CANDIDATE,3600.0,True,0.0,0.002599229277480155,sealed__round53_sealed_v12_tight_T_2400_V12_M3_Q30_seed169390111__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,P-GRB,300.0,False,0.2252590982073393,0.3126925007600022,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,P-GRB,1200.0,False,0.12815911941579214,0.19978180036112667,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,P-GRB,1800.0,False,0.10097869930520231,0.1711441698099975,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,P-GRB,3600.0,False,0.059742681031190945,0.12397250168413433,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__P-GRB__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-v0,300.0,False,0.13062627857163372,0.20946444829072808,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-v0,1200.0,True,0.0,0.09060418010313058,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-v0,1800.0,True,0.0,0.060402786735420384,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-v0,3600.0,True,0.0,0.030201393367710192,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-v0__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-CANDIDATE,300.0,False,0.12951041773803676,0.17667299863091837,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.06694192145333716,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.04462794763555811,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-CANDIDATE__3600s
round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863,3,high_imbalance_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.022313973817779054,sealed__round53_sealed_v12_high_imbalance_3600_V12_M3_Q30_seed1699094863__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,P-GRB,300.0,False,0.43069009574350786,0.5582842212393083,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,P-GRB,1200.0,False,0.32325359576113005,0.41287334298958933,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,P-GRB,1800.0,False,0.29059588471038067,0.37723264549379026,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,P-GRB,3600.0,False,0.22574708070416058,0.31644631910862764,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__P-GRB__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-v0,300.0,False,0.2485994386295713,0.5121358895727508,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-v0,1200.0,True,0.0,0.17794765420051828,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-v0,1800.0,True,0.0,0.11863176946701218,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-v0,3600.0,True,0.0,0.05931588473350609,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-v0__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-CANDIDATE,300.0,True,0.0,0.22726920258819955,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-CANDIDATE,1200.0,True,0.0,0.05681730064704989,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-CANDIDATE,1800.0,True,0.0,0.03787820043136659,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-CANDIDATE__3600s
round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702,3,moderate_3600,K1-AM-CANDIDATE,3600.0,True,0.0,0.018939100215683295,sealed__round53_sealed_v12_moderate_3600_V12_M3_Q30_seed894901702__K1-AM-CANDIDATE__3600s
