panel,instance_id,difficulty_configuration,V,M,T,method,inner_backend_policy,external_tree_attempted,cap_seconds,status,certificate,correctness_gate,false_certificate,lower_bound,verified_upper_bound,gap,gi_common_horizon,work,process_time_seconds,nodes,simplex_iterations,iterations_per_node,split_count,interval_count,fixed_interval_model_count,peak_memory_gb,first_incumbent_time_seconds,adaptive_mass_mode,adaptive_mass_tau,adaptive_mass_tau_explicit,executable_sha256,run_id,artifact_dir
sealed,round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436,tight_T_2400,12,2,2400,P-GRB,not_applicable,False,3600.0,not_certified,False,True,False,0.2632982443438691,0.26329824434386917,2.108299330654097e-16,0.0072241144528376175,196.2226485741378,120.6975648,29206.0,1530298.0,52.3966993083613,0,0,1,0.035184352,0.0373073,off,0.07915,False,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__P-GRB__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__P-GRB__3600s
sealed,round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436,tight_T_2400,12,2,2400,K1-AM-v0,interval-mip-v0,True,3600.0,optimal,True,True,False,0.2632982443438706,0.26329824434386917,0.0,0.001696108941550011,20.48714277685593,14.6865799,189.0,33966.0,179.71428571428572,0,1,3,0.083511674,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__K1-AM-v0__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__K1-AM-v0__3600s
sealed,round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436,tight_T_2400,12,2,2400,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,3600.0,optimal,True,True,False,0.26329824434387217,0.26329824434386917,0.0,0.0010112926125533744,3.561852313237818,5.4593105,164.0,17302.0,105.5,0,1,3,0.02389596,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__K1-AM-CANDIDATE__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q20_seed19430436__K1-AM-CANDIDATE__3600s
sealed,round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921,high_imbalance_3600,12,2,3600,P-GRB,not_applicable,False,3600.0,not_certified,False,True,False,3.0847793433298136,3.0847793433298136,0.0,0.0002024603499712479,94.15399577760002,62.252887,29542.0,1139709.0,38.57927696161397,0,0,1,0.030881294,0.0270613,off,0.07915,False,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__P-GRB__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__P-GRB__3600s
sealed,round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921,high_imbalance_3600,12,2,3600,K1-AM-v0,interval-mip-v0,True,3600.0,optimal,True,True,False,3.0847793433298136,3.0847793433298136,0.0,0.0011867353554857536,48.94208770297176,33.8597913,358.0,78451.0,219.1368715083799,7,8,19,0.098289834,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__K1-AM-v0__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__K1-AM-v0__3600s
sealed,round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921,high_imbalance_3600,12,2,3600,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,3600.0,optimal,True,True,False,3.0847793433298136,3.0847793433298136,0.0,0.0009752892874688214,11.723887681771723,11.4217883,1000.0,91273.0,91.273,7,8,19,0.025324635,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__K1-AM-CANDIDATE__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_high_imbalance_3600_V12_M2_Q20_seed15988921__K1-AM-CANDIDATE__3600s
sealed,round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,moderate_3600,12,2,3600,P-GRB,not_applicable,False,3600.0,not_certified,False,True,False,0.040927638221035866,0.04092763834315388,2.9837543046951445e-09,0.031012831414458805,297.60099331861335,195.1442715,68898.0,3991762.0,57.9372695869256,0,0,1,0.032000787,0.0281281,off,0.07915,False,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__P-GRB__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__P-GRB__3600s
sealed,round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,moderate_3600,12,2,3600,K1-AM-v0,interval-mip-v0,True,3600.0,optimal,True,True,False,0.04092763834315389,0.04092763834315388,0.0,0.009658989737131208,95.48217473793136,49.5283305,2734.0,441105.0,161.34052670080467,0,1,3,0.070164282,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-v0__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-v0__3600s
sealed,round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331,moderate_3600,12,2,3600,K1-AM-CANDIDATE,interval-mip-core-no-exhaustive-subset-duration,True,3600.0,optimal,True,True,False,0.04092763834315391,0.04092763834315388,0.0,0.004652378615235446,23.46691331738243,20.5117024,1391.0,191165.0,137.42990654205607,0,1,3,0.030998853,-1.0,adaptive-mass,0.08,True,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-CANDIDATE__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_moderate_3600_V12_M2_Q20_seed1498709331__K1-AM-CANDIDATE__3600s
sealed,round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989,tight_T_2400,12,2,2400,P-GRB,not_applicable,False,3600.0,not_certified,False,True,False,0.881639444550507,0.8816394445505087,1.888906567453753e-15,0.006513285648389354,483.3612506013472,273.66208,134449.0,5141990.0,38.24491070963711,0,0,1,0.043814302,0.0292044,off,0.07915,False,b49cc5a5e631c6a8ce7a8bd4d0e6da44162800c97996494b1ee6a04071286c85,sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s,results/gf_k1_f0_callback_isolation_round53/local_raw/k1_panel_runs/sealed__round53_sealed_v12_tight_T_2400_V12_M2_Q30_seed1826205989__P-GRB__3600s
