state_id,instance,V,v0_sha256,f0_sha256,rows_identity,columns_identity,nonzeros_identity,byte_identity,command_contract_identity,pass
D9,tight_T_seed3102,20,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,3627afe65bdbed2f2133fce6a1648b235c8d74165e7f9148d1e7fee619c2a8d9,True,True,True,True,True,True
D10,tight_T_seed3102,20,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,a43ff20d75215049f81aee5c44b6a97c35bf7f2105d31c3e614a2bd23a076bd0,True,True,True,True,True,True
D11,tight_T_seed3102,20,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,2f9aec02ad74995b2199feca380842d0fd3f0f5b84b5af51ecfcb146c233956e,True,True,True,True,True,True
D13,high_imbalance_seed3201,20,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,243f1638742fa54579f71b93e7feb0716648b40f9be070d24b4dda24c305b0db,True,True,True,True,True,True
D14,moderate_seed3301,20,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,767199171a96100767723044d3c1c462c12c5f107330cc36314939f8c21f00e8,True,True,True,True,True,True
C3,tight_T_seed3101,20,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,True,True,True,True,True,True
C4,high_imbalance_seed3202,20,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,True,True,True,True,True,True
C5,moderate_seed3302,20,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,True,True,True,True,True,True
