state_id,policy_label,policy,role,state_kind,process_cap_seconds,executable_sha256,input_sha256,model_sha256,status,certificate,certificate_class,false_certificate,engineering_gate,evidence_complete,cap_respected,native_status,lower_bound,verified_upper_bound,gap,gi_common_horizon,work,solver_time_seconds,process_time_seconds,nodes,simplex_iterations,average_iterations_per_node,peak_memory_gb,root_relaxation_bound_available,root_relaxation_bound,final_root_cut_bound_available,final_root_cut_bound,root_work,root_time_seconds,root_simplex_iterations,first_incumbent_work,first_incumbent_time_seconds,model_build_seconds,model_read_seconds,original_rows,original_columns,original_nonzeros,subset_duration_policy,subset_duration_rows,subset_duration_first_row_id,subset_duration_last_row_id,subset_duration_min_m,subset_duration_max_m,historical_m_may_be_unsafe,tailored_cut_policy,round53_callback_mode,callback_active,cbcut_symbol_loaded,cblazy_symbol_loaded,precrush_requested,precrush_effective,precrush_roundtrip_valid,mipnode_calls,mipnode_status_reads,relaxation_vector_reads,separator_calls,cut_submission_calls,callback_disabled_after_failure,callback_calls,root_callback_calls,tree_callback_calls,nonoptimal_mipnode_callbacks,relaxation_vector_failures,cuts_generated,cuts_violated,cuts_selected,cuts_added,duplicate_rejections,dominated_rejections,nonviolated_rejections,invalid_rejections,submission_failures,callback_failures,cut_pool_size,callback_overhead_seconds,cut_infrastructure_gate,failure_reason,artifact_dir
C1,production-v0,interval-mip-v0,numerical-endpoint midpoint left child,child,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,58315195b578ad6c4395df099d59956d8ded0808fd8c89f54e468fe0b5ff4908,failed,False,certificate_rejected,False,True,True,True,OPTIMAL,0.6471162574841567,0.6471164334555021,2.7193150457407306e-07,0.016996680066391795,126.10066761662394,64.20699977874756,64.4853889,2478,268144,108.20984665052461,0.115852984,True,0.1239739,True,0.4011989704936829,8.928015352512817,5.6169019,1789,24.36858087427405,14.0378863,0.1941808,0.0416249,16042,1402,163484,historical-100000,12285,2468,14752,850.294,3386.66,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C1__production-v0
C2,production-v0,interval-mip-v0,numerical-endpoint midpoint right child,child,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,605cb646d49686a7782ab633c0fccb64821e80087a34d8393cc2a71022aaff1f,exact,True,strict_fixed_interval_cutoff_infeasible,False,True,True,True,INFEASIBLE,1e+100,0.6471164334555021,0,0.0013491722975831656,19.03364861525721,11.006999969482422,11.2885394,722,51591,71.45567867036011,0.094038501,True,0.4158535,True,0.5598539011679459,6.636691761522228,4.205275,1688,-1,-1,0.1987688,0.0416589,16042,1402,163630,historical-100000,12285,2468,14752,850.294,3386.66,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C2__production-v0
C3,production-v0,interval-mip-v0,tight3101 highest-Work K1-AM fixed interval,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,30aea92f1d6ce551ef8fffe15acdd3422a94b06e60ddd13ad5166149653d4ef3,5cfc938098dd731e3ce6809a4a9583436839fba895900b198f72e842e5a10c6b,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.0703899283940932,0.10725273413394144,0.34370038244258194,0.43939283458118666,2590.302564350318,1198.2060000896454,1198.3528239,10222,5839492,571.2670710232832,0.226005572,True,0.004194611,True,0.04628793975016536,26.890767226667865,11.6597848,4085,1012.5449356434752,508.1035576,0.0817855,0.0173822,10905,3382,53522,historical-100000,0,-1,-1,0,0,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C3__production-v0
C4,production-v0,interval-mip-v0,high3202 highest-Work K1-AM fixed interval,child,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,902f4c46fa076f3e24b537737c5d58ffe833e6de21e900a42bb8846d3f76db50,8354461996780a954bf1dbb33f13bf3aef8c906eabaf0a7cc71774016fb93804,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,1.7493134520506333,1.7493134520506337,2.5386485728414124e-16,0.004325860623038942,306.9041562390463,157.03399991989136,157.1788016,3411,579810,169.98240985048372,0.149600431,True,1.590139,True,1.6822228035037903,21.446884583572782,9.888206,4241,204.77322916432456,106.8463968,0.0829658,0.0174956,10863,3370,53686,historical-100000,0,-1,-1,0,0,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C4__production-v0
C5,production-v0,interval-mip-v0,moderate3302 highest-Work K1-AM fixed interval,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,0b329df7711155131b33dfd14cfee8e85a17f60cc003863dbe004eb085c5f77e,9a3ff0a8c485dc6be2bb43142a7534c9d06aa405fec41491e6a9b457c9d57362,capped,False,certificate_rejected,False,True,True,True,TIME_LIMIT,0.14648042458538063,0.19563620654901237,0.25126116903783263,0.2570891026642612,2512.188183976839,1197.9010000228882,1198.0507333,8492,4775840,562.3928403203015,0.172706229,True,0.1180994,True,0.1430682547916091,41.644547607904904,17.4335033,4818,-1,-1,0.0809293,0.0180728,10870,3372,53446,historical-100000,0,-1,-1,0,0,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C5__production-v0
C6,production-v0,interval-mip-v0,additional confirmation K1 root V10 M1 Q30,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,065d0f472f63fb8fe2f6e82c0834e9622db12c64af879f96bd576660c39272c9,fb6fb2c22fa7f358b6d48d7057bddf3842869ffd20f18c76685f33eb2fd006fc,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.9216631288916932,0.921663128891689,0,9.626117242860952e-05,0.656998425480512,0.562999963760376,0.6237992,56,2790,49.82142857142857,0.010971156,True,0.7470295,True,0.8509872204133957,0.5759788107584182,0.5083165,445,0.6480097483500845,0.5556696,0.0259485,0.0047318,2298,479,14936,historical-100000,1023,772,1794,846.689,3734.59,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C6__production-v0
C7,production-v0,interval-mip-v0,additional confirmation K1 root V12 M1 Q20,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,397a0b3d7ac964f3f24356e64ba9b75b4cfa04febcbd869a1195bc26166f5feb,b418bcbdd64fab3d5023335fe6dcd118a9d6d8321d5ff6e6550df8b0c91076f3,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.7442437164052143,0.7442437167109502,4.108009046149315e-10,0.00046061610544380517,4.524969241928158,4.036999940872192,4.1736487,150,8792,58.61333333333334,0.039125489,True,0.575302,True,0.698438171519866,3.778432222018543,3.4495193,519,2.389383076250174,2.1874003,0.073606,0.0144926,5835,636,56029,historical-100000,4095,1022,5116,681.75,2991.45,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C7__production-v0
C8,production-v0,interval-mip-v0,additional confirmation K1 root V10 M1 Q20,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,57b3218f569c53d905efec2feada1bbfa870d7a689cf65c728ece40d8a99c898,904467263099424dd3d9f92352c558a2aa684583d24bc521eb1b2d1b27b57157,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.29708658014676753,0.2970865801467679,1.3079623402270068e-15,0.0002846353030832415,1.5894980634056448,1.2990000247955322,1.3788008,226,7189,31.809734513274336,0.01829632,True,0.1345765,True,0.23683651344481146,1.183017236246742,1.0344519,467,1.1652146954061544,1.0201261,0.0285795,0.0048656,2312,483,15227,historical-100000,1023,780,1802,658.899,2596.75,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C8__production-v0
C9,production-v0,interval-mip-v0,additional confirmation K1 root V8 M3 Q30,parent,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,fcbe294480dcacf0303cc2dc12c948335d8d8c8f4f875de2feb58ae21ed83bbb,f2ff779a6a82a41c9720b614664bc01969711ccfaae53f233965b59c26ddf2ce,exact,True,strict_fixed_interval_optimal,False,True,True,True,OPTIMAL,0.023397909764811348,0.023397909764811306,0,0.0011633341695838162,9.428789156733645,6.111999988555908,6.1727936,2709,186072,68.68660022148394,0.020651148,True,0.01270111,True,0.014309245386066809,0.6615899459025957,0.4973439,353,0.6475351038665554,0.484562,0.026295,0.0045877,2539,726,13462,historical-100000,765,1268,2032,441.563,2593.89,False,off,off,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/production-v0/C9__production-v0
C1,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,numerical-endpoint midpoint left child,child,1200,7f8bc2b5c36d552d5d9c405cb85bac64ce68e6fa4eae91b4dff33ad7f7a0de52,963a8887d9c69a19824a0c250de4099a68b8c0e17288196b25cc46d74eb890b1,632c191c809697e3cb867197258a7f32e810a8e154eac688444d785bc5ce79b9,failed,False,certificate_rejected,False,True,True,True,OPTIMAL,0.6471163175329864,0.6471164334555021,1.7913702960484084e-07,0.009510797831179902,56.21245087379639,33.896000146865845,33.9610792,2193,218268,99.52941176470588,0.065155837,True,0.1161072,True,0.3995793666886101,4.163434609201704,2.8469461,1209,7.7382913794373405,5.2880192,0.0265588,0.0053751,3757,1402,16028,off,0,-1,-1,0,0,False,f0-clean-none,c0-baseline,0,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,none,results/gf_k1_f0_callback_isolation_round53/local_raw/f0_confirmation_1200s/F0-CLEAN/C1__F0-CLEAN
