state_id,instance,historical_cutoff,independent_verifier_found,independent_verifier_feasible,verified_objective,objective_matches_historical_cutoff,f0_preserves_all_core_feasibility_rows,accepted_by_f0_integer_model,false_certificate
D1,round39_small_medium_V12_M3_Q30_slot08_seed1343324363,0.049468682614419446,True,True,0.049468682614419446,True,True,True,False
D2,round39_small_hard_V10_M3_Q20_slot04_seed1145042375,0.50454385216420738,True,True,0.5045438521642074,True,True,True,False
D3,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,0.50642278922416295,True,True,0.506422789224163,True,True,True,False
D4,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,0.50642278922416295,True,True,0.506422789224163,True,True,True,False
D5,round39_small_hard_V12_M3_Q30_slot08_seed1288546114,0.50642278922416295,True,True,0.506422789224163,True,True,True,False
D6,round39_small_hard_V12_M2_Q20_slot06_seed258908503,0.70625309852907492,True,True,0.7062530985290749,True,True,True,False
D7,round39_small_hard_V12_M2_Q20_slot06_seed258908503,0.70625309852907492,True,True,0.7062530985290749,True,True,True,False
D8,round39_small_hard_V12_M2_Q20_slot06_seed258908503,0.70625309852907492,True,True,0.7062530985290749,True,True,True,False
D9,tight_T_seed3102,0.60070443668510809,True,True,0.6007044366851081,True,True,True,False
D10,tight_T_seed3102,0.60070443668510809,True,True,0.6007044366851081,True,True,True,False
D11,tight_T_seed3102,0.60070443668510809,True,True,0.6007044366851081,True,True,True,False
D12,round39_small_hard_V12_M3_Q20_slot07_seed621538683,0.64711643345550207,True,True,0.6471164334555021,True,True,True,False
D13,high_imbalance_seed3201,2.4434031919432,True,True,2.4434031919432,True,True,True,False
D14,moderate_seed3301,0.04915255266474515,True,True,0.04915255266474515,True,True,True,False
C1,round39_small_hard_V12_M3_Q20_slot07_seed621538683,0.64711643345550207,True,True,0.6471164334555021,True,True,True,False
C2,round39_small_hard_V12_M3_Q20_slot07_seed621538683,0.64711643345550207,True,True,0.6471164334555021,True,True,True,False
C3,tight_T_seed3101,0.10725273413394144,True,True,0.10725273413394144,True,True,True,False
C4,high_imbalance_seed3202,1.7493134520506337,True,True,1.7493134520506337,True,True,True,False
C5,moderate_seed3302,0.19563620654901237,True,True,0.19563620654901237,True,True,True,False
C6,round39_small_hard_V10_M1_Q30_slot02_seed1721447042,0.921663128891689,True,True,0.921663128891689,True,True,True,False
C7,round39_small_hard_V12_M1_Q20_slot05_seed180890838,0.75607550794631795,True,True,0.756075507946318,True,True,True,False
C8,round39_small_medium_V10_M1_Q20_slot04_seed1035775879,0.31697717810629322,True,True,0.3169771781062932,True,True,True,False
C9,round39_small_medium_V8_M3_Q30_slot03_seed1177285734,0.023397909764811306,True,True,0.023397909764811306,True,True,True,False
