parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,0.486616,L1.0,0,1,L1.1,0.540854,0,0.540854,1e-07,"child_lp_infeasible"
L2,0.623055,L2.0,0.623055,0,L2.1,0,1,0.623055,1e-07,"child_lp_infeasible"
L1.1,0.540854,L1.1.0,0.542319,0,L1.1.1,0.580205,0,0.542319,1e-07,"strict_child_lp_bound_improvement"
L1.1.0,0.542319,L1.1.0.0,0.543791,0,L1.1.0.1,0.55878,0,0.543791,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0,0.543791,L1.1.0.0.0,0.563289,0,L1.1.0.0.1,0.550094,0,0.550094,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1,0.550094,L1.1.0.0.1.0,0.550808,0,L1.1.0.0.1.1,0.553656,0,0.550808,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0,0.550808,L1.1.0.0.1.0.0,0.553932,0,L1.1.0.0.1.0.1,0.552203,0,0.552203,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0.1,0.552203,L1.1.0.0.1.0.1.0,0.552812,0,L1.1.0.0.1.0.1.1,0.552921,0,0.552812,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0.1.0,0.552812,L1.1.0.0.1.0.1.0.0,0.553662,0,L1.1.0.0.1.0.1.0.1,0.553115,0,0.553115,1e-07,"strict_child_lp_bound_improvement"
L1.1.0.0.1.0.1.1,0.552921,L1.1.0.0.1.0.1.1.0,0.553089,0,L1.1.0.0.1.0.1.1.1,0.553307,0,0.553089,1e-07,"strict_child_lp_bound_improvement"
