row,instance,status,certified_original_problem,objective,LB,UB,gap,runtime,unresolved_intervals,open_nodes,oracle_attempted,oracle_closed,oracle_bound_merged_leaves,oracle_bound_closed_leaves,bpc_fallback_called,bpc_fallback_closed,finalization_source,abnormal_exit_detected,result_path
moderate_seed3301,moderate_seed3301.txt,optimal,True,0.0491525526647,0.0491525526647,0.0491525526647,0,915.1702102,0,0,9,9,9,9,False,0,solver_final_json,False,results\strengthened_oracle_round\raw\moderate_seed3301.json
