row,instance,status,certified_original_problem,objective,LB,UB,gap,runtime,unresolved_intervals,open_nodes,oracle_attempted,oracle_closed,oracle_bound_merged_leaves,oracle_bound_closed_leaves,bpc_fallback_called,bpc_fallback_closed,finalization_source,abnormal_exit_detected,result_path
v12_m2,regen_candidate_V12_M2_average.txt,optimal,True,0.718504070755,0.718504070755,0.718504070755,0,66.9735419,0,0,0,0,0,0,False,0,solver_final_json,False,results\strengthened_oracle_round\raw\v12_m2.json
v12_m1,regen_candidate_V12_M1_average.txt,optimal,True,0.357200583208,0.357200583208,0.357200583208,0,216.9722626,0,0,0,0,0,0,False,0,solver_final_json,False,results\strengthened_oracle_round\raw\v12_m1.json
high_imbalance_seed3202,high_imbalance_seed3202.txt,optimal,True,1.74931345205,1.74931345205,1.74931345205,0,206.7455243,0,0,0,0,0,0,False,0,solver_final_json,False,results\strengthened_oracle_round\raw\high_imbalance_seed3202.json
tight_T_seed3101,tight_T_seed3101.txt,optimal,True,0.107252734134,0.107252734134,0.107252734134,0,454.7693431,0,0,0,0,0,0,False,0,solver_final_json,False,results\strengthened_oracle_round\raw\tight_T_seed3101.json
