telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.40084,lp_complete,L0,0,0.0274204,optimal,0.00853251,0.109682,"complete_lp_relaxation"
1.18018,atomic_split,L0,0,0.0274204,replaced,0.00924332,0.109682,"strict_child_lp_bound_improvement"
1.99878,atomic_split,L0.0,0,0.0137102,replaced,0.0136921,0.109682,"strict_child_lp_bound_improvement"
2.83181,atomic_split,L0.0.1,0.0068551,0.0137102,replaced,0.0137444,0.109682,"strict_child_lp_bound_improvement"
3.69885,atomic_split,L0.0.0,0,0.0068551,replaced,0.014274,0.109682,"strict_child_lp_bound_improvement"
4.50692,atomic_split,L0.0.1.0,0.0068551,0.0102826,replaced,0.015261,0.109682,"strict_child_lp_bound_improvement"
5.30875,atomic_split,L0.0.1.0.1,0.00856887,0.0102826,replaced,0.0154675,0.109682,"strict_child_lp_bound_improvement"
6.16224,atomic_split,L0.0.0.1,0.00342755,0.0068551,replaced,0.0156525,0.109682,"strict_child_lp_bound_improvement"
6.9825,atomic_split,L0.0.1.0.0,0.0068551,0.00856887,replaced,0.0157561,0.109682,"strict_child_lp_bound_improvement"
7.81762,atomic_split,L0.0.1.0.1.0,0.00856887,0.00942576,replaced,0.0157579,0.109682,"strict_child_lp_bound_improvement"
8.61686,atomic_split,L0.0.1.0.1.1,0.00942576,0.0102826,replaced,0.0159364,0.109682,"strict_child_lp_bound_improvement"
9.41495,atomic_split,L0.0.1.0.1.1.0,0.00942576,0.00985421,replaced,0.0159743,0.109682,"strict_child_lp_bound_improvement"
10.32,atomic_split,L0.0.1.0.1.0.1,0.00899732,0.00942576,replaced,0.0160072,0.109682,"strict_child_lp_bound_improvement"
11.2007,atomic_split,L0.0.1.0.1.1.1,0.00985421,0.0102826,replaced,0.016054,0.109682,"strict_child_lp_bound_improvement"
12.0355,atomic_split,L0.0.1.0.1.1.0.0,0.00942576,0.00963998,replaced,0.0160598,0.109682,"strict_child_lp_bound_improvement"
12.8141,atomic_split,L0.0.1.0.1.1.0.1,0.00963998,0.00985421,replaced,0.0160838,0.109682,"strict_child_lp_bound_improvement"
13.6318,atomic_split,L0.0.1.0.1.0.1.1,0.00921154,0.00942576,replaced,0.0160873,0.109682,"strict_child_lp_bound_improvement"
14.4696,atomic_split,L0.0.1.0.0.1,0.00771199,0.00856887,replaced,0.0160939,0.109682,"strict_child_lp_bound_improvement"
15.2681,atomic_split,L0.0.1.0.1.1.1.0,0.00985421,0.0100684,replaced,0.016108,0.109682,"strict_child_lp_bound_improvement"
67.9503,terminal_mip_complete,L0.0.1.0.1.1.0.1.0,0.00963998,0.00974709,"INFEASIBLE",0.0161128,0.109682,"native_terminal_mip_infeasible"
100.203,terminal_mip_complete,L0.0.1.0.1.1.0.0.1,0.00953287,0.00963998,"INFEASIBLE",0.0161179,0.109682,"native_terminal_mip_infeasible"
125.706,terminal_mip_complete,L0.0.1.0.1.1.0.0.0,0.00942576,0.00953287,"INFEASIBLE",0.0161206,0.109682,"native_terminal_mip_infeasible"
126.488,atomic_split,L0.0.1.1,0.0102826,0.0137102,replaced,0.0161207,0.109682,"strict_child_lp_bound_improvement"
127.248,atomic_split,L0.0.1.1.0,0.0102826,0.0119964,replaced,0.0161219,0.109682,"strict_child_lp_bound_improvement"
155.953,terminal_mip_complete,L0.0.1.0.1.1.0.1.1,0.00974709,0.00985421,"INFEASIBLE",0.0161324,0.109682,"native_terminal_mip_infeasible"
156.755,atomic_split,L0.0.1.0.1.1.1.1,0.0100684,0.0102826,replaced,0.0161372,0.109682,"strict_child_lp_bound_improvement"
188.838,terminal_mip_complete,L0.0.1.0.1.1.1.0.0,0.00985421,0.00996132,"INFEASIBLE",0.0161388,0.109682,"native_terminal_mip_infeasible"
189.67,atomic_split,L0.0.1.0.1.0.0,0.00856887,0.00899732,replaced,0.016139,0.109682,"strict_child_lp_bound_improvement"
190.458,atomic_split,L0.0.1.1.0.0,0.0102826,0.0111395,replaced,0.016139,0.109682,"strict_child_lp_bound_improvement"
219.536,terminal_mip_complete,L0.0.1.0.1.0.1.1.1,0.00931865,0.00942576,"INFEASIBLE",0.0161564,0.109682,"native_terminal_mip_infeasible"
245.345,terminal_mip_complete,L0.0.1.0.1.1.1.0.1,0.00996132,0.0100684,"INFEASIBLE",0.0161661,0.109682,"native_terminal_mip_infeasible"
246.176,atomic_split,L0.0.1.0.1.0.1.0,0.00899732,0.00921154,replaced,0.0161725,0.109682,"strict_child_lp_bound_improvement"
246.95,atomic_split,L0.0.1.1.0.0.0,0.0102826,0.0107111,replaced,0.0161756,0.109682,"strict_child_lp_bound_improvement"
