leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"INFEASIBLE",0,3581.92,0.0109999,0.0316257,0,130,0,0.0067851,ea86644cfd7f458d5942e861f4a9e7b8e3e074dcc6df055c75235b17455ddd14,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,3581.86,0.0180001,0.0427306,0,394,0,0.00680602,d3aaa284a3ea0cef5ff5970d813535e618aea2497c5591894cd4aca4a191f989,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,3581.77,0.016,0.0350355,0,297,0,0.00718718,b3d4a04f7c94fc6a5870dd9a26c516a02eb5ad6ea1b9cccfe182cbc8cfe1e5dc,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L2_lp.gurobi.log"
L1,NEXT_LEAF_TARGET_MIP,"INFEASIBLE",0,3581.74,0.0279999,0.0417563,1,205,0,0.00718718,d3aaa284a3ea0cef5ff5970d813535e618aea2497c5591894cd4aca4a191f989,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L1_c6_1_next_leaf_target_mip.gurobi.log"
L2,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,3581.71,0.0239999,0.0301119,0,0,0,0.00718718,b3d4a04f7c94fc6a5870dd9a26c516a02eb5ad6ea1b9cccfe182cbc8cfe1e5dc,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L2_c6_1_next_leaf_target_mip.gurobi.log"
L3,LP,"OPTIMAL",0,3581.64,0.016,0.0473061,0,346,0,0.00774129,7f069795df20050deab62f5291e1e7213475047bba989a3e2cb2dc1405b91338,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3_lp.gurobi.log"
L2.0,LP,"OPTIMAL",0,3581.58,0.0140002,0.0354427,0,313,0,0.00824033,72c014116a456f30b75b469f667f626b37c89cea56eafd4c2f61e9635078b3be,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L2.0_lp.gurobi.log"
L2.1,LP,"OPTIMAL",0,3581.52,0.013,0.0342351,0,304,0,0.00868559,cf7f6afa044efd13fc935d9702c2657a5de68c7a463e67b838958d6e1e7c70e9,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L2.1_lp.gurobi.log"
L2,MIP,"OPTIMAL",0,3581.49,0.0079999,0.00657643,1,159,0,0.00868559,b3d4a04f7c94fc6a5870dd9a26c516a02eb5ad6ea1b9cccfe182cbc8cfe1e5dc,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L2_terminal_mip.gurobi.log"
L3.0,LP,"OPTIMAL",0,3581.45,0.016,0.0449088,0,369,0,0.00868559,6df380d6e4c1c7df163c4e9441f347c5b786442d46227f181db9e019c32f29c7,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0_lp.gurobi.log"
L3.1,LP,"INFEASIBLE",0,3581.39,0.00100017,0.00102086,0,0,0,0.00868559,e84b7a7a7d54eea50601eeb2df6b2328f5120cc02f8e5823c3488cb4a2c1b7a7,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.1_lp.gurobi.log"
L3.0.0,LP,"OPTIMAL",0,3581.34,0.017,0.0456752,0,317,0,0.00868559,d7fc73d583f534405c77cb95f4b028bb0e0e40a36e638511d4341eedd3b718e8,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0.0_lp.gurobi.log"
L3.0.1,LP,"INFEASIBLE",0,3581.28,0.0150001,0.0446786,0,351,0,0.00868559,91083cf6109e213493b0c57a03de0b3d454e2540550f9dd097dd95444fe32098,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0.1_lp.gurobi.log"
L3.0.0.0,LP,"OPTIMAL",0,3581.22,0.016,0.0420611,0,325,0,0.00868559,2abf6702a9344b6bf0e275c2a055bf5d82c89425e8bc57492f8eec27a73ed2c6,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0.0.0_lp.gurobi.log"
L3.0.0.1,LP,"OPTIMAL",0,3581.16,0.016,0.0430404,0,373,0,0.00868559,9a5f1f030cafae46f3b6729470d4bbce98b9345379257e2a07579c1caa2adb64,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0.0.1_lp.gurobi.log"
L3.0.0,MIP,"INFEASIBLE",0,3581.13,0.00199986,0.00381443,0,0,0,0.00868559,d7fc73d583f534405c77cb95f4b028bb0e0e40a36e638511d4341eedd3b718e8,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_v10_convergence_round33\runs\stage1__round33_v10_moderate_M1_Q30_seed82526096__c6_frozen__3600s\external\native_logs\L3.0.0_terminal_mip.gurobi.log"
