instance,status,certified_original_problem,certificate_uses_interval_oracle,certificate_uses_bpc_tree,certificate_uses_relaxation_only,bpc_core_certificate_valid,objective,lower_bound,upper_bound,gap,runtime_seconds,unresolved_intervals,open_nodes,intervals_closed_by_relaxation_count,intervals_closed_by_bpc_count,intervals_closed_by_oracle_count,intervals_unresolved_count,pricing_calls,pricing_time_seconds,pricing_closure_status,pricing_completed_exactly,pricing_closure_certified_exact,pricing_best_reduced_cost_any,pricing_remaining_negative_rc,label_dominance_pruned_labels,completion_lb_pruned_labels,operation_dp_dominance_pruned_states,pricing_labels_generated,pricing_labels_expanded,pricing_labels_pruned_dominance,bpc_nodes_exactly_priced,bpc_nodes_dssr_incomplete,full_certificate_rejection_reason,plateau_reason
high_imbalance_seed3202.txt,gcap_frontier_not_closed,False,False,False,False,False,1.74931345205,1.06421478404,1.74931345205,0.391638598107,59.4826683,3,0,1,0,0,3,0,0,not_run,True,False,0,0,0,0,0,0,0,0,0,0,unresolved_intervals,unresolved_frontier_intervals
moderate_seed3301.txt,gcap_frontier_not_closed,False,False,False,False,False,0.0491525526647,0,0.0491525526647,1,72.7711119,4,2,0,0,0,4,0,0,not_run,True,False,0,0,0,0,0,0,0,0,0,0,unresolved_intervals,open_bpc_or_frontier_nodes
tight_T_seed3101.txt,gcap_frontier_not_closed,False,False,False,False,False,0.107252734134,0.053626367067,0.107252734134,0.5,72.8673867,2,0,2,0,0,2,0,0,not_run,True,False,0,0,0,0,0,0,0,0,0,0,unresolved_intervals,unresolved_frontier_intervals
regen_candidate_V12_M1_average.txt,gcap_frontier_not_closed,False,False,False,False,False,0.357200583208,0.281588031688,0.357200583208,0.211680929636,80.5044542,2,1,2,0,0,2,0,0,not_run,True,False,0,0,0,0,0,0,0,0,0,0,unresolved_intervals,open_bpc_or_frontier_nodes
regen_candidate_V12_M2_average.txt,interrupted_noncertified,False,False,False,False,False,0.0,0.0,0.0,1.0,184.0,1,1,0,0,0,1,0,0.0,interrupted_before_node_returned,False,False,,0.0,,,,,,,,,,exact_bpc_pricing_state_explosion
