row,bpc_fallback_called,bpc_fallback_closed,status,gap
v12_m2,False,0,optimal,0
v12_m1,False,0,optimal,0
high_imbalance_seed3202,False,0,optimal,0
tight_T_seed3101,False,0,optimal,0
moderate_seed3301,False,0,optimal,0
tight_T_seed3102,False,0,process_exit_without_json,1.0
high_imbalance_seed3201,True,0,gcap_frontier_not_closed,0.0724502581182
