leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.026813183533485361,1,1,0,1,0.0016925727951540379,"OPTIMAL",0.8842248045502501,0.45413969999999998
L0.0,"L0",1,0,0.01340659176674268,1,1,0,1,0.0017279597593749347,"OPTIMAL",0.77761474963089749,0.86519420000000002
L0.1,"L0",1,0.01340659176674268,0.026813183533485361,1,1,0,1,0.014528421384587114,"OPTIMAL",0.71870358167869075,1.2505624
L0.0.0,"L0.0",2,0,0.0067032958833713402,1,1,0,1,0.0020391900502847058,"OPTIMAL",0.71444990728313107,2.1803593999999999
L0.0.1,"L0.0",2,0.0067032958833713402,0.01340659176674268,1,1,0,1,0.0078253067580597874,"OPTIMAL",0.78123034507114275,2.5965471999999998
L0.1.0,"L0.1",2,0.01340659176674268,0.020109887650114022,1,1,0,1,0.014528421384587108,"OPTIMAL",0.76944719220819291,3.6068340999999999
L0.1.1,"L0.1",2,0.020109887650114022,0.026813183533485361,1,1,0,1,0.021231717267958517,"OPTIMAL",0.78364303680480563,4.0068488000000002
L1,"",0,0.026813183533485361,0.053626367066970722,1,1,0,1,0.027935013151329742,"OPTIMAL",0.86626491051999155,6.0471709000000002
L1.0,"L1",1,0.026813183533485361,0.040219775300228043,1,1,0,1,0.027935013151329943,"OPTIMAL",0.77640246029354054,6.4474727999999999
L1.1,"L1",1,0.040219775300228043,0.053626367066970722,1,1,0,1,0.041341604918072455,"OPTIMAL",0.84511088898093611,6.8645654
