"instance","variant","status","external_incumbent_attempted","external_incumbent_verified","external_incumbent_objective","external_incumbent_G","external_incumbent_P","external_incumbent_rejection_reason","certified_original_problem","result_file","log_file","notes"
"gcap_smoke_V4_M1.txt","synthetic_route_json_import","diagnostic_complete","True","True","0.49","0.25","1.6","none","False","results\optimization_update_round12\raw\smoke_external-incumbent-test.json","results\optimization_update_round12\raw\smoke_external-incumbent-test.log","external-incumbent import verified | malformed incumbent rejection verified | synthetic external incumbent written to results\optimization_update_round12\raw\external_incumbent_synthetic.json | exported incumbent route plan to results\optimization_update_round12\raw\smoke_external_export.json"
