leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,266.397,0.189,0.509181,0,3084,0,0.0272267,1,0,2d4ba22904e681a12a6f538d55fac1e36e102e313f789e5f87575715106a0c55,2d4ba22904e681a12a6f538d55fac1e36e102e313f789e5f87575715106a0c55,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,266.047,0.183,0.486263,0,2937,0,0.0291718,1,0,bdcda3bfcff4e86fac9994bc6869f4b7db0bde5bdda2575f56a6b0f3c9381893,bdcda3bfcff4e86fac9994bc6869f4b7db0bde5bdda2575f56a6b0f3c9381893,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,265.702,0.175,0.466397,0,2681,0,0.0291718,1,0,2a2a9479698c111d8d5cc81e44f7d358562dd68ebe80b86b285ac1c8d9fc1f8c,2a2a9479698c111d8d5cc81e44f7d358562dd68ebe80b86b285ac1c8d9fc1f8c,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"OPTIMAL",0,265.367,0.239,0.684474,0,3105,0,0.0291718,1,0,5159bde6c7e7203980d97e3e7b05f8eadfe049f714d5c7ea5d3868a2badebec4,5159bde6c7e7203980d97e3e7b05f8eadfe049f714d5c7ea5d3868a2badebec4,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,264.965,0.189,0.49408,0,3190,0,0.0292023,1,0,083f9c17acb27b978adeb5820175e23c2054795e60ece583bf2a4476091c898c,083f9c17acb27b978adeb5820175e23c2054795e60ece583bf2a4476091c898c,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.0.0,LP,"INFEASIBLE",0,264.613,0.171,0.402487,0,1644,0,0.0292023,1,0,090e8f24efa1f7a39fef8733dcd58f8488762223760479445785bc8b26da8e43,090e8f24efa1f7a39fef8733dcd58f8488762223760479445785bc8b26da8e43,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.0.0_lp.gurobi.log"
R.0.0.1,LP,"OPTIMAL",0,264.279,0.237,0.692147,0,3329,0,0.0292023,1,0,33c5069e97f9aadfa13a1d0f276e0830f33ca3fa15724c3ff41212047bb13f83,33c5069e97f9aadfa13a1d0f276e0830f33ca3fa15724c3ff41212047bb13f83,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.0.1_lp.gurobi.log"
R.0.1.0,LP,"OPTIMAL",0,263.877,0.192,0.522221,0,3293,0,0.0292023,1,0,1445ef42b9047a577d2ab9db55628418102df2ca03b5905ce4cdb772aff6f681,1445ef42b9047a577d2ab9db55628418102df2ca03b5905ce4cdb772aff6f681,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.1.0_lp.gurobi.log"
R.0.1.1,LP,"OPTIMAL",0,263.523,0.155,0.406255,0,2629,0,0.0292023,1,0,b8b57c42704c97712b5dea79367acff2b862e23d93a6fd85f38df3b6c3a52cdf,b8b57c42704c97712b5dea79367acff2b862e23d93a6fd85f38df3b6c3a52cdf,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.1.1_lp.gurobi.log"
R.0.0.1.0,LP,"INFEASIBLE",0,263.207,0.172,0.434058,0,2310,0,0.0292023,1,0,cf428f66963181e6f4a2659553bd02a19750d5d1ed86ede87d7d1cb7b436c989,cf428f66963181e6f4a2659553bd02a19750d5d1ed86ede87d7d1cb7b436c989,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\runs\stage2__tight_T_seed4101__c3_replica__300s\external\native_logs\R.0.0.1.0_lp.gurobi.log"
