leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.56298140055900903,round19_v2_projected_centering,f7b9a6a16ede7ff4,2d4ba22904e681a12a6f538d55fac1e36e102e313f789e5f87575715106a0c55,2d4ba22904e681a12a6f538d55fac1e36e102e313f789e5f87575715106a0c55,6,9,0,1
R.0,0,0.28149070027950451,round19_v2_projected_centering,96809a62dccc7554,bdcda3bfcff4e86fac9994bc6869f4b7db0bde5bdda2575f56a6b0f3c9381893,bdcda3bfcff4e86fac9994bc6869f4b7db0bde5bdda2575f56a6b0f3c9381893,6,9,0,1
R.1,0.28149070027950451,0.56298140055900903,round19_v2_projected_centering,6bc80af1adb8731b,2a2a9479698c111d8d5cc81e44f7d358562dd68ebe80b86b285ac1c8d9fc1f8c,2a2a9479698c111d8d5cc81e44f7d358562dd68ebe80b86b285ac1c8d9fc1f8c,6,9,0,1
R.0.0,0,0.14074535013975226,round19_v2_projected_centering,75e85af26fbff3d1,5159bde6c7e7203980d97e3e7b05f8eadfe049f714d5c7ea5d3868a2badebec4,5159bde6c7e7203980d97e3e7b05f8eadfe049f714d5c7ea5d3868a2badebec4,6,9,0,1
R.0.1,0.14074535013975226,0.28149070027950451,round19_v2_projected_centering,47fc739af542a499,083f9c17acb27b978adeb5820175e23c2054795e60ece583bf2a4476091c898c,083f9c17acb27b978adeb5820175e23c2054795e60ece583bf2a4476091c898c,6,9,0,1
R.0.0.0,0,0.070372675069876128,round19_v2_projected_centering,68a829ac6c172034,090e8f24efa1f7a39fef8733dcd58f8488762223760479445785bc8b26da8e43,090e8f24efa1f7a39fef8733dcd58f8488762223760479445785bc8b26da8e43,6,9,0,1
R.0.0.1,0.070372675069876128,0.14074535013975226,round19_v2_projected_centering,893e8b230559ab90,33c5069e97f9aadfa13a1d0f276e0830f33ca3fa15724c3ff41212047bb13f83,33c5069e97f9aadfa13a1d0f276e0830f33ca3fa15724c3ff41212047bb13f83,6,9,0,1
R.0.1.0,0.14074535013975226,0.21111802520962838,round19_v2_projected_centering,3c3018133d6baf08,1445ef42b9047a577d2ab9db55628418102df2ca03b5905ce4cdb772aff6f681,1445ef42b9047a577d2ab9db55628418102df2ca03b5905ce4cdb772aff6f681,6,9,0,1
R.0.1.1,0.21111802520962838,0.28149070027950451,round19_v2_projected_centering,8e2bf821e45e85c1,b8b57c42704c97712b5dea79367acff2b862e23d93a6fd85f38df3b6c3a52cdf,b8b57c42704c97712b5dea79367acff2b862e23d93a6fd85f38df3b6c3a52cdf,6,9,0,1
R.0.0.1.0,0.070372675069876128,0.10555901260481419,round19_v2_projected_centering,9d77c3e6a0398895,cf428f66963181e6f4a2659553bd02a19750d5d1ed86ede87d7d1cb7b436c989,cf428f66963181e6f4a2659553bd02a19750d5d1ed86ede87d7d1cb7b436c989,6,9,0,1
R.0.0.1.1,0.10555901260481419,0.14074535013975226,round19_v2_projected_centering,3f85734ca0a31b71,fdd5c1031036fe802456fc6d4c3a02d1f473094d6943b31c798922079c68dc19,fdd5c1031036fe802456fc6d4c3a02d1f473094d6943b31c798922079c68dc19,6,9,0,1
R.0.1.0.0,0.14074535013975226,0.17593168767469031,round19_v2_projected_centering,0b2c98425d801a29,e7e441b544ec0d694fe6cf42d17a79fd0b20f11aca1fc3707bb835a1c072cca9,e7e441b544ec0d694fe6cf42d17a79fd0b20f11aca1fc3707bb835a1c072cca9,6,9,0,1
R.0.1.0.1,0.17593168767469031,0.21111802520962838,round19_v2_projected_centering,a1e374ea2f795901,8820d0ce7f60427cb5b1383cd3a7a9b8418fae0751a2b2707aad4ddd9c630d7c,8820d0ce7f60427cb5b1383cd3a7a9b8418fae0751a2b2707aad4ddd9c630d7c,6,9,0,1
R.0.1.0.0.0,0.14074535013975226,0.15833851890722128,round19_v2_projected_centering,eaaea35fe7a1452f,3571bf7a4ab7870f908d45741e4b10691e8915a8cc0cc602b51ac3ca4d262028,3571bf7a4ab7870f908d45741e4b10691e8915a8cc0cc602b51ac3ca4d262028,6,9,0,1
R.0.1.0.0.1,0.15833851890722128,0.17593168767469031,round19_v2_projected_centering,dce075b5e9b841ba,77144ee47de5097dd39c05ab138f03d3bcf617bf3592d1a6160a623f914a74f2,77144ee47de5097dd39c05ab138f03d3bcf617bf3592d1a6160a623f914a74f2,6,9,0,1
R.0.1.0.0.0.0,0.14074535013975226,0.14954193452348677,round19_v2_projected_centering,d4056d4be37f1503,7b22db1c5731ad95ff89cd69f97a507b43a880a41f61b1045ebf75629020dd07,7b22db1c5731ad95ff89cd69f97a507b43a880a41f61b1045ebf75629020dd07,6,9,0,1
R.0.1.0.0.0.1,0.14954193452348677,0.15833851890722128,round19_v2_projected_centering,b393a484373fd6de,41c66fa0ab9999750790df6ae3219f30a476df22c4553a4a95b8b0aa3f17a9ef,41c66fa0ab9999750790df6ae3219f30a476df22c4553a4a95b8b0aa3f17a9ef,6,9,0,1
R.0.0.1.1.1,0.12315218137228323,0.14074535013975226,round19_v2_projected_centering,ce1385f56692d296,fac137424637d3f7cb111ae3911f83c7da69e558562bbb11df719795566dcfe8,fac137424637d3f7cb111ae3911f83c7da69e558562bbb11df719795566dcfe8,6,9,0,1
