parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.28149070027950451,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.14074535013975226,1,false,"accepted_initial_partition_breakpoint"
R.1,1,initial_partition,1,0.42223605041925677,1,false,"accepted_initial_partition_breakpoint"
R.0.0,2,adaptive_refinement,1,0.070372675069876128,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1,2,adaptive_refinement,1,0.21111802520962838,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1,3,adaptive_refinement,1,0.10555901260481419,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0,3,adaptive_refinement,1,0.17593168767469031,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.1,3,adaptive_refinement,1,0.24630436274456646,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1.1,4,adaptive_refinement,1,0.12315218137228323,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0,4,adaptive_refinement,1,0.15833851890722128,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.1,4,adaptive_refinement,1,0.19352485644215933,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0,5,adaptive_refinement,1,0.14954193452348677,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1,5,adaptive_refinement,1,0.16713510329095579,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0,6,adaptive_refinement,1,0.14514364233161953,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1,6,adaptive_refinement,1,0.15394022671535401,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.0.1.1.1,5,adaptive_refinement,1,0.13194876575601774,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0,6,adaptive_refinement,1,0.16273681109908855,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.1,6,adaptive_refinement,1,0.17153339548282304,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0,7,adaptive_refinement,1,0.15174108061942038,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1,7,adaptive_refinement,1,0.15613937281128765,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1,7,adaptive_refinement,1,0.14734278842755316,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.0,7,adaptive_refinement,1,0.14294449623568589,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.1,7,adaptive_refinement,1,0.16493595719502219,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0,7,adaptive_refinement,1,0.16053766500315492,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.0,8,adaptive_refinement,1,0.15064150757145356,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.1,8,adaptive_refinement,1,0.15284065366738719,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.0,8,adaptive_refinement,1,0.15503979976332083,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.1,8,adaptive_refinement,1,0.15723894585925446,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.1,8,adaptive_refinement,1,0.14844236147551998,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.0,8,adaptive_refinement,1,0.14624321537958634,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.0,8,adaptive_refinement,1,0.1594380919551881,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.1,8,adaptive_refinement,1,0.16163723805112173,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.1.1,8,adaptive_refinement,1,0.166035530242989,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.1.0,8,adaptive_refinement,1,0.16383638414705537,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.1.0,9,adaptive_refinement,1,0.15229086714340379,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.1.1,9,adaptive_refinement,1,0.1533904401913706,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.0.0,9,adaptive_refinement,1,0.15449001323933742,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.0.1,9,adaptive_refinement,1,0.15558958628730424,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.0.0,9,adaptive_refinement,1,0.15009172104747015,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.0.1,9,adaptive_refinement,1,0.15119129409543697,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.1.0,9,adaptive_refinement,1,0.15668915933527106,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.1.1.1,9,adaptive_refinement,1,0.15778873238323787,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.1.1,9,adaptive_refinement,1,0.14899214799950339,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.1.0,9,adaptive_refinement,1,0.14789257495153657,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.0.0,9,adaptive_refinement,1,0.15888830543120469,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.0.1,9,adaptive_refinement,1,0.15998787847917151,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.0.0,8,adaptive_refinement,1,0.14184492318771907,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.0.1,8,adaptive_refinement,1,0.14404406928365271,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.1.0,9,adaptive_refinement,1,0.16108745152713833,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.0.1.1,9,adaptive_refinement,1,0.16218702457510514,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.1.0.0,9,adaptive_refinement,1,0.16328659762307196,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.1.0.1.0.1,9,adaptive_refinement,1,0.16438617067103878,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.0.0,9,adaptive_refinement,1,0.14569342885560294,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.0.1.0.1,9,adaptive_refinement,1,0.14679300190356975,1,false,"accepted_unconditional_adaptive_midpoint"
R.0.1.0.0.0.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.0.1.0.0.0.1.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
