leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,5.281,10.3821,23,33477,0,5.281,10.3821,23,33477,0,0
L1,0,30,30.002,63.1674,130,162784,0,30.002,63.1674,130,162784,0,0
L1,1,57.0077,57.01,123.157,725,544003,0,87.012,186.325,855,706787,0,0
