instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round33_v10_moderate_M3_Q20_seed935682861.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,0.134496,0.0531082,0.542586,3,9,24,13,11,"3548.07|1918.69|0",true,0.0001552,true,
round33_v10_moderate_M3_Q20_seed935682861.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,0.00335756,0.00271903,0.00425685,3,9,32,12,20,"3512.26|2191.97|0",true,0.0003048,true,
round33_v10_moderate_M3_Q20_seed935682861.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,0.0782844,0.0362747,0.280065,3,8,27,10,17,"3519.24|1340.82|0",true,0.0004492,false,
