parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.0571446,L0.0,0.0661575,0,L0.1,0.070915,0,0.0661575,1e-07,"strict_child_lp_bound_improvement"
L1,0.0835141,L1.0,0.0838088,0,L1.1,0.10045,0,0.0838088,1e-07,"strict_child_lp_bound_improvement"
L0.0,0.0661575,L0.0.0,0,1,L0.0.1,0.0722977,0,0.0722977,1e-07,"child_lp_infeasible"
L0.1,0.070915,L0.1.0,0.0734635,0,L0.1.1,0.0778779,0,0.0734635,1e-07,"strict_child_lp_bound_improvement"
L0.0.1,0.0722977,L0.0.1.0,0.0817967,0,L0.0.1.1,0.0753701,0,0.0753701,1e-07,"strict_child_lp_bound_improvement"
L0.1.0,0.0734635,L0.1.0.0,0.0753369,0,L0.1.0.1,0.0767457,0,0.0753369,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0,0.0753369,L0.1.0.0.0,0.0766352,0,L0.1.0.0.1,0.07694,0,0.0766352,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1,0.0753701,L0.0.1.1.0,0.078466,0,L0.0.1.1.1,0.0769068,0,0.0769068,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0,0.0766352,L0.1.0.0.0.0,0.0775426,0,L0.1.0.0.0.1,0.0774071,0,0.0774071,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1,0.0767457,L0.1.0.1.0,0.0776358,0,L0.1.0.1.1,0.0783873,0,0.0776358,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1,0.0769068,L0.0.1.1.1.0,0.0778374,0,L0.0.1.1.1.1,0.0776764,0,0.0776764,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1,0.07694,L0.1.0.0.1.0,0.0775381,0,L0.1.0.0.1.1,0.0777424,0,0.0775381,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1,0.0774071,L0.1.0.0.0.1.0,0.077861,0,L0.1.0.0.0.1.1,0.0777931,0,0.0777931,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.0,0.0775381,L0.1.0.0.1.0.0,0.0778369,0,L0.1.0.0.1.0.1,0.0779393,0,0.0778369,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.0,0.0775426,L0.1.0.0.0.0.0,0.0779954,0,L0.1.0.0.0.0.1,0.0779284,0,0.0779284,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.1.0,0.0776358,L0.1.0.1.0.0,0.0780772,0,L0.1.0.1.0.1,0.0784561,0,0.0780772,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1.1,0.0776764,L0.0.1.1.1.1.0,0.0781408,0,L0.0.1.1.1.1.1,0.078062,0,0.078062,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.1.1,0.0777424,L0.1.0.0.1.1.0,0.07804,0,L0.1.0.0.1.1.1,0.0781436,0,0.07804,1e-07,"strict_child_lp_bound_improvement"
L0.1.0.0.0.1.1,0.0777931,L0.1.0.0.0.1.1.0,0.078021,0,L0.1.0.0.0.1.1.1,0.0779872,0,0.0779872,1e-07,"strict_child_lp_bound_improvement"
