run_id,event_sequence,elapsed_wall_seconds,remaining_wall_seconds,cutoff,global_lb_before,global_lb_after,controlling_set,selected_leaf_id,gamma_L,gamma_U,leaf_bound_before,leaf_bound_after,competing_minimum_bound,action_type,tie_round,selection_position,attempt_number,requested_quantum,effective_native_time_limit,actual_solver_time,solver_status,solver_final_best_bound,checkpoint_best_bound,checkpoint_acceptance_status,checkpoint_rejection_reason,leaf_status_after,model_fingerprint,parent_id,child_ids,finalization_source,native_time_limit_param_id,native_time_limit_set_rc
official__V12_M2__tailored_controlling_scheduler_static__1800s,0,64.6715,1735.33,0.718504,0.390323,0.569949,2,2,0.359252,0.538878,0.390323,0.656361,0.390323,exact_solve,0,0,0,30,30,30.251,"time limit exceeded, no integer solution",0.656361,0,not_seen,not_seen,open,831681fce70b0aa5,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__V12_M2__tailored_controlling_scheduler_static__1800s,1,65.2382,1734.76,0.718504,0.569949,0.656361,3,3,0.538878,0.718504,0.569949,0.718504,0.569949,exact_solve,0,0,0,30,30,0.559569,integer infeasible,1e+75,0,not_seen,not_seen,fathomed,71379639ca35c8c6,root,none,cplex_solver_final,1039,0
official__V12_M2__tailored_controlling_scheduler_static__1800s,2,125.587,1674.41,0.718504,0.656361,0.666807,2,2,0.359252,0.538878,0.656361,0.666807,0.656361,exact_solve,0,0,1,60,60,60.3391,"time limit exceeded, no integer solution",0.666807,0,not_seen,not_seen,open,831681fce70b0aa5,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__V12_M2__tailored_controlling_scheduler_static__1800s,3,245.938,1554.06,0.718504,0.666807,0.691531,2,2,0.359252,0.538878,0.666807,0.691531,0.666807,exact_solve,0,0,2,120,120,120.341,"time limit exceeded, no integer solution",0.691531,0,not_seen,not_seen,open,831681fce70b0aa5,root,none,cplex_time_limit_with_valid_best_bound,1039,0
official__V12_M2__tailored_controlling_scheduler_static__1800s,4,477.119,1322.88,0.718504,0.691531,0.718504,2,2,0.359252,0.538878,0.691531,0.718504,0.691531,exact_solve,0,0,3,240,240,231.174,integer optimal solution,0.718504,0,not_seen,not_seen,fathomed,831681fce70b0aa5,root,none,cplex_solver_final,1039,0
