leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,11.9546,0,153,0,0,0,0,0,0,0,0
L1,0,30,30.3201,0,819,0,0,0,0,0,0,0,0
L1,1,49.8693,50.1387,0,1390,0,0,0,0,0,0,0,0
