run_id,instance,decision_sequence,interval_id,profile_version,profile_valid,failure_reason,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,phi_L,phi_R,left_min,left_mean,left_max,right_min,right_mean,right_max,fixed_left_count,fixed_right_count,parent_model_sha256,left_model_sha256,right_model_sha256
"stage3_300s__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__K1-AMF","round39_small_hard_V10_M3_Q20_slot04_seed1145042375.txt",1,"L0","round48-canonical-interval-sensitive-v1",1,"none",243,1,0,0.11316872427983539,0,0,0.11316872427983539,0.5,0,0,0,0,0,3702a7d910d3230f488a1e38d4343981124ee8fc32f908f1c90f785fd8bc94fd,9f4a599cf2712734317b9f780599c68142552217d88374cd0f3a85e0cfe32709,7880eaf0fa438291b8b77e9de4be6c38fec2b9087260dde92877ac32350a94c6
