run_id,child_uid,parent_uid,sibling_uid,creation_time,first_process_time,delay_seconds,creation_node_count,first_process_node_count,delay_processed_nodes,child_estimate,domain_estimate,estimate_lift,estimate_mode
mechanism_gate__tight_T_seed3101__root_flow_only__30s,1,0,2,6.0438242999999998,6.0448699000000001,0.0010456000000003129,0,1,1,0.015051633666450624,0,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,2,0,1,6.0438242999999998,6.4481913000000004,0.40436700000000059,0,2,2,0.015051633666450624,0.053626367066970722,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,3,1,4,6.1731927999999998,6.5133565000000004,0.34016370000000062,1,3,2,0.015516153836503012,0,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,4,1,3,6.1731927999999998,6.8155175999999997,0.64232479999999992,1,4,3,0.015516153836503012,0.026813183533485361,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,7,3,8,6.7049555999999999,6.8975695000000004,0.19261390000000045,3,5,2,0.021494408320122477,0,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,8,3,7,6.7049555999999999,7.1471418,0.44218620000000008,3,6,3,0.021494408320122477,0.01340659176674268,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,11,8,12,7.3002773000000003,7.3018869000000004,0.0016096000000000998,6,7,1,0.026371258086262672,0.01340659176674268,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,12,8,11,7.3002773000000003,7.9071455000000004,0.60686820000000008,6,8,2,0.026371258086262672,0.020109887650114022,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,13,12,14,8.0358380999999994,8.0371816000000003,0.0013435000000008301,8,9,1,0.029429759325569023,0.020109887650114022,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,14,12,13,8.0358380999999994,8.4644230999999994,0.42858499999999999,8,10,2,0.029429759325569023,0.023461535591799691,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,17,14,18,8.5816379000000005,8.7064731000000002,0.1248351999999997,10,11,1,0.031233878848560485,0.023461535591799691,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,18,14,17,8.5816379000000005,8.8974834999999999,0.31584559999999939,10,12,2,0.031233878848560485,0.025137359562642528,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,21,18,22,9.0055631999999992,9.0066512999999997,0.0010881000000004803,12,13,1,0.03226891576443295,0.025137359562642528,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,22,18,21,9.0055631999999992,9.1320830999999991,0.12651989999999991,12,14,2,0.03226891576443295,0.025975271548063943,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,25,22,26,9.2081309999999998,9.2092887999999995,0.0011577999999996536,14,15,1,0.032985034463484851,0.025975271548063943,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,26,22,25,9.2081309999999998,9.2989247000000006,0.090793700000000754,14,16,2,0.032985034463484851,0.026394227540774653,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,27,25,28,9.2857296999999992,9.3865586000000008,0.10082890000000155,15,17,2,0.032985034463484851,0.025975271548063943,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,28,25,27,9.2857296999999992,9.4793333999999998,0.1936037000000006,15,18,3,0.032985034463484851,0.026184749544419298,0,parent-copy
mechanism_gate__tight_T_seed3101__root_flow_only__30s,31,27,32,9.4647587000000009,9.5693547999999993,0.10459609999999842,17,19,2,0.032985034463484851,0.025975271548063943,0,parent-copy
