interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason,oracle_bound_merged,oracle_bound_value,oracle_bound_status,oracle_bound_source_json,oracle_bound_solver_status,oracle_bound_model_type,oracle_bound_valid,lower_bound_before_oracle,lower_bound_after_oracle,lower_bound_improvement_by_oracle,leaf_closed_by_oracle_bound
0,0,0.150176109171,0.31574776659,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,94.7387265,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
1,0.150176109171,0.300352218343,0.450176109171,0.600704436685,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,89.8333143,cheap_projection_bound,gamma_floor|cheap_projection_bound,fixed,,,,0,0,0,,,,,,,,,,,,
2,0.300352218343,0.450528327514,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,16.1477302,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
3,0.450528327514,0.600704436685,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,0.0005443,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
4,0,0.0750880545856,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,18.9098573,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
5,0.0750880545856,0.150176109171,0.600704436685,0.600704436685,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,44.6488412,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation,fixed,,,,0,0,0,,,,,,,,,,,,
6,0.150176109171,0.225264163757,0.450176,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,37.9623282,interval_exact_oracle_bound,gamma_floor|adaptive_split_inherited_parent_lb|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.299040,interval_unresolved_timeout,results/oracle_bound_merge_round/raw\tight_T_seed3102_auto_oracle\interval_6.json,time limit exceeded,original_compact_objective_bound,true,0.450176,0.450176,0.000000,false
7,0.225264163757,0.300352218343,0.450176,0.600704436685,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,interval_exact_oracle_bound,gamma_floor|adaptive_split_inherited_parent_lb|interval_exact_oracle_bound,fixed,,,,0,0,0,,true,0.380503,interval_unresolved_timeout,results/oracle_bound_merge_round/raw\tight_T_seed3102_auto_oracle\interval_7.json,time limit exceeded,original_compact_objective_bound,true,0.450176,0.450176,0.000000,false
