interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,json_path,lp_path,log_path
1,0.2375,0.475,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1310045077,0,120.0925062,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.312398674243,2.1310045077,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_237500000_475000000_938544349\interval_cutoff.cplex.log
1_d1_0,0.2375,0.35625,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,0.2356521,1,1,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,inf,2.44340319194,true,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1_d1_0.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_237500000_356250000_938664450\interval_cutoff.cplex.log
1_d1_1,0.35625,0.475,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1470350489,0,120.0939497,1,1,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.296368133043,2.1470350489,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1_d1_1.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_1_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_356250000_475000000_938664692\interval_cutoff.cplex.log
2,0.475,0.7125,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1415664816,2.47487557287,120.112967,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.301836700343,2.1415664816,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_712500000_938784791\interval_cutoff.cplex.log
2_d1_0,0.475,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1302047564,2.52605387178,120.0946705,1,2,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.313198425543,2.1302047564,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2_d1_0.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_593750000_938904917\interval_cutoff.cplex.log
2_d1_1,0.59375,0.7125,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2612992411,2.58219010631,120.1016712,1,2,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.182103940843,2.2612992411,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2_d1_1.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_2_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_593750000_712500000_939025034\interval_cutoff.cplex.log
3,0.7125,0.95,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.393242378,2.71175178006,120.1055936,0,root,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0501608039432,2.393242378,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_712500000_950000000_939145154\interval_cutoff.cplex.log
3_d1_0,0.7125,0.83125,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.3915457515,2.63659725256,120.1049556,1,3,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0.0518574304432,2.3915457515,false,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3_d1_0.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_712500000_831250000_939265280\interval_cutoff.cplex.log
3_d1_1,0.83125,0.95,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.5264868261,2.76765821256,120.1068604,1,3,120,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,-0.0830836441568,2.5264868261,true,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3_d1_1.json,results/oracle_bound_merge_round/raw\high_imbalance_seed3201_auto_oracle\interval_3_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_831250000_950000000_939385403\interval_cutoff.cplex.log
