interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.0268131835335,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,12.3803478,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
1,0.0268131835335,0.053626367067,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.8501307,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
2,0.053626367067,0.0804395506005,0.053626367067,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,61.6920023,gamma_floor,gamma_floor,fixed,,,,0,0,0,
3,0.0804395506005,0.107252734134,0.0804395506005,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,60.6256919,gamma_floor,gamma_floor,fixed,,,,0,0,0,
4,0.053626367067,0.0670329588337,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.451796,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
5,0.0670329588337,0.0804395506005,0.0670329588337,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,60.8442793,gamma_floor,gamma_floor,fixed,,,,0,0,0,
6,0.0670329588337,0.0737362547171,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.1996729,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
7,0.0737362547171,0.0804395506005,0.0737362547171,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,60.5477701,gamma_floor,gamma_floor,fixed,,,,0,0,0,
8,0.0737362547171,0.0770879026588,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,15.310723,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
9,0.0770879026588,0.0804395506005,0.0770879026588,0.107252734134,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,60.4850644,gamma_floor,gamma_floor,fixed,,,,0,0,0,
10,0.0770879026588,0.0787637266296,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.9704008,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
11,0.0787637266296,0.0804395506005,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,29.8274579,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
12,0.0804395506005,0.0938461423672,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.9226629,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
13,0.0938461423672,0.107252734134,0.107252734134,0.107252734134,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.9037197,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
