interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,json_path,lp_path,log_path
8,0.475,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1477255795,0,120.0948501,0,root,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_534375000_923905127\interval_cutoff.cplex.log
8_d1_0,0.475,0.5046875,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.1454949193,0,120.0943366,1,8,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8_d1_0.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_475000000_504687500_924025228\interval_cutoff.cplex.log
8_d1_1,0.5046875,0.534375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.173454856,0,120.1080861,1,8,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8_d1_1.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_8_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_504687500_534375000_924145332\interval_cutoff.cplex.log
9,0.534375,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2192063851,0,120.1067638,0,root,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_534375000_593750000_924265447\interval_cutoff.cplex.log
9_d1_0,0.534375,0.5640625,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2053849986,0,120.0989578,1,9,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9_d1_0.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9_d1_0.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_534375000_564062500_924385561\interval_cutoff.cplex.log
9_d1_1,0.5640625,0.59375,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,time limit exceeded,false,false,true,2.2371404554,0,120.1004438,1,9,120,per-leaf,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9_d1_1.json,results\oracle_closure_round\raw\high_imbalance_seed3201_controlled_auto_oracle\interval_9_d1_1.lp,results\interval_cutoff_work\high_imbalance_seed3201_interval_cutoff_564062500_593750000_924505668\interval_cutoff.cplex.log
