parent_id,depth,phase,eligible,split_point,unconditional,child_lookahead_required,reason
R,0,initial_partition,1,0.47499999999999998,1,false,"accepted_initial_partition_breakpoint"
R.0,1,initial_partition,1,0.23749999999999999,1,false,"accepted_initial_partition_breakpoint"
R.1,1,initial_partition,1,0.71249999999999991,1,false,"accepted_initial_partition_breakpoint"
R.0.1,2,adaptive_refinement,1,0.35624999999999996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0,2,adaptive_refinement,1,0.59375,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.1,3,adaptive_refinement,1,0.65312499999999996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0,3,adaptive_refinement,1,0.53437500000000004,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.1,4,adaptive_refinement,1,0.56406250000000002,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0,4,adaptive_refinement,1,0.50468749999999996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0,5,adaptive_refinement,1,0.48984374999999997,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1,5,adaptive_refinement,1,0.51953125,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.0,6,adaptive_refinement,1,0.482421875,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1,6,adaptive_refinement,1,0.49726562499999993,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0,7,adaptive_refinement,1,0.49355468749999998,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1,7,adaptive_refinement,1,0.5009765625,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0,6,adaptive_refinement,1,0.51210937499999998,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.1,6,adaptive_refinement,1,0.52695312500000002,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1,8,adaptive_refinement,1,0.50283203124999998,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.0,8,adaptive_refinement,1,0.49912109374999997,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0,7,adaptive_refinement,1,0.50839843749999991,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.1,7,adaptive_refinement,1,0.51582031250000004,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1,8,adaptive_refinement,1,0.49541015624999996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.0,8,adaptive_refinement,1,0.49169921875,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.0,8,adaptive_refinement,1,0.50654296874999993,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.1,8,adaptive_refinement,1,0.51025390625,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.0.0,9,adaptive_refinement,1,0.49819335937499998,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.0.1,9,adaptive_refinement,1,0.50004882812499996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.0,9,adaptive_refinement,1,0.50190429687500004,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.1,9,adaptive_refinement,1,0.50375976562499991,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1.0,9,adaptive_refinement,1,0.49448242187499997,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1.1,9,adaptive_refinement,1,0.49633789062499994,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.0,9,adaptive_refinement,1,0.505615234375,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.0.1,9,adaptive_refinement,1,0.50747070312499987,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.1.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.1.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.1.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.0.1.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.1,9,adaptive_refinement,1,0.51118164062500004,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.1.0.0.1.0,9,adaptive_refinement,1,0.50932617187499996,1,false,"accepted_unconditional_adaptive_midpoint"
R.1.0.0.0.0.1.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.0.1.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.0.0,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
R.1.0.0.0.1.0.0.1.0.1,10,terminal,0,0,0,false,"terminal_max_adaptive_depth"
