station,initial_inventory,target_inventory,final_inventory
0,50000,0,50000
1,28,18,20
2,42,28,42
3,22,15,22
4,3,9,3
5,11,28,11
6,3,10,3
7,6,22,6
8,8,23,16
9,15,10,15
10,2,12,2
11,15,10,15
12,18,12,18
