leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources
L0,"",0,-1,0,0.60070443668510809,0,0.39445294772720085,replaced,1,1,0,0.39445294772720085,0,0,"","",0,0,0,0,0,,,"","","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L0.0,"L0",1,0,0,0.30035221834255404,0.407329005858862,0.407329005858862,replaced,1,1,0,0.407329005858862,0,0,"","",0,0,0,0,0,,,"","","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.1,"L0",1,1,0.30035221834255404,0.60070443668510809,0.39445294772720085,0.60070443668510809,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.0,"L0.0",2,0,0,0.15017610917127702,0.43699011491207468,1e+100,empty,1,1,0,0.43699011491207468,1,1,"","",1,1,0,0,0,,,"","native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L0.0.1,"L0.0",2,1,0.15017610917127702,0.30035221834255404,0.50832936531373507,0.60070443668510864,closed,1,1,0,0.50832936531373507,1,1,"","",1,1,0,0,0,,,"","native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
