decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
2,1,0.079149999999999998,"L0.0","L0",1,0,0.30035221834255404,0.407329005858862,0.43699011491207468,0.50832936531373507,0.60070443668510809,0.19337543082624609,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.52230192337942394,0.15338613042245328,0.33784402690093862,0.051820587972674186,0.23427970808318618,5.1712878387259143e-07,"split",,"round48_counterfactual_forced_single_midpoint","atomic_parent_replaced_by_two_children"
4,1,0.079149999999999998,"L0.0.1","L0.0",2,0.15017610917127702,0.30035221834255404,0.55191687422638547,0.50832936531373496,0.5792828813924723,0.60070443668510809,0.048787562458722622,-0.89341436046386435,0.5609217961901708,0,0.5609217961901708,0,0.2804608980950854,0,0.28221402889883623,2.0497027378906832e-06,"exact-close",,"round48_counterfactual_descendant_split_forbidden","parent_coverage_retained"
