id,arm,cap,leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
C1,F0-Single-S,120,L0,LP,OPTIMAL,0,116.9533837,0.046000003814697266,0.113930307143799,0,1425,0,0.0070660319999999999,27350a505e5c2b53176e658ec6b89d7a8e74c787f3d5d6f8c5e401cb2dbad2f8,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\F0-Single-S\external\native_logs\L0_lp.gurobi.log
C1,F0-Single-S,120,L0,MIP,TIME_LIMIT,0,116.8929809,116.89300012588501,206.35901098698477,12373,1177003,0,0.057049849999999999,27350a505e5c2b53176e658ec6b89d7a8e74c787f3d5d6f8c5e401cb2dbad2f8,1,0,not_requested,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\F0-Single-S\external\native_logs\L0_terminal_mip.gurobi.log
C1,K1-H,120,L0,LP,OPTIMAL,0,110.71098360000001,0.046999931335449219,0.11708773173812646,0,1405,0,0.0070660180000000003,ff9e9636fe122e2bdaba42f9ea1052d30738bdca6b120d690c13dc0aa9e781fa,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H\external\native_logs\L0_lp.gurobi.log
C1,K1-H,120,L0.0,LP,OPTIMAL,0,110.6226363,0.046000003814697266,0.12006886328764461,0,1419,0,0.007553634,1269dd6d4362da4792b1429397264f3519ab9f7a80b82d8390fb08b72d1da5b1,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H\external\native_logs\L0.0_lp.gurobi.log
C1,K1-H,120,L0.1,LP,OPTIMAL,0,110.5329596,0.044000148773193359,0.1171087427204634,0,1522,0,0.0081160039999999996,8346ef766d5a75fde1deb09422f44327aa9a5f5917f48bd02f62dd6489b6cf95,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H\external\native_logs\L0.1_lp.gurobi.log
C1,K1-H,120,L0,CHILD_BOUND_TARGET_MIP,INTERRUPTED,0,110.4763085,0.095000028610229492,0.19606519974288361,1,1249,0,0.010450813999999999,ff9e9636fe122e2bdaba42f9ea1052d30738bdca6b120d690c13dc0aa9e781fa,1,0,not_requested,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H\external\native_logs\L0_c6_1_child_disjunction_target_mip.gurobi.log
C1,K1-H,120,L0,MIP,TIME_LIMIT,0,110.37415710000001,110.43499994277954,180.60607635736432,10239,1044509,0,0.060473313000000001,ff9e9636fe122e2bdaba42f9ea1052d30738bdca6b120d690c13dc0aa9e781fa,1,0,not_requested,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H\external\native_logs\L0_terminal_mip.gurobi.log
C1,K1-S,120,L0,LP,OPTIMAL,0,116.95126190000001,0.046000003814697266,0.113930307143799,0,1425,0,0.0070660180000000003,27350a505e5c2b53176e658ec6b89d7a8e74c787f3d5d6f8c5e401cb2dbad2f8,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-S\external\native_logs\L0_lp.gurobi.log
C1,K1-S,120,L0.0,LP,OPTIMAL,0,116.8630332,0.042999982833862305,0.11383461321279742,0,1354,0,0.007553634,ee03717c71eacfcd7ff48a4e43926119743dc0bfb16d775e7af8a647208a7369,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-S\external\native_logs\L0.0_lp.gurobi.log
C1,K1-S,120,L0.1,LP,OPTIMAL,0,116.77722780000001,0.026999950408935547,0.061996955756548115,0,840,0,0.0084985119999999997,8e580868569487d17a3b642432e374d937caf6380e0338d0760609e25f8fd130,0,1,not_submitted_domain_transition_model_object_only,E:\codes\ExactEBRP\results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-S\external\native_logs\L0.1_lp.gurobi.log
