id,same_build,same_state,official_compact_origin_sha256,compact_LB,f0_LB,compact_UB,f0_UB,compact_gap,f0_gap,compact_certificate,f0_certificate,compact_process,f0_process,compact_work,f0_work
D3,True,True,e9e2fae0b045a3e244047ac79b2afbeafcbf3486464f5fd0567317bf6e7f838b,0.04106142352552733,0.038573432101890584,0.04500155005562836,0.04500155005562836,0.08755535143190551,0.14284214534369816,False,False,118.0211386,118.0276793,176.10592614778534,183.8108304840885
D4,True,True,298d8b5e689f4ec563659219a784f8719c9121715a116993c69c40a875d73a15,0.12867653478482904,0.5063433072459947,0.506343307565206,0.506343307565206,0.7458709676571398,6.304244733733646e-10,False,True,118.0180493,92.5812029,193.891092108321,140.87267731766892
