id,arm,cap,certificate,status,valid_ub,LB,UB,absolute_gap,relative_gap,process_seconds,watchdog_wall_seconds,watchdog,certificate_seconds,startup_seconds,initial_U,anchor_U,initial_gamma_upper,splits,lp_calls,mip_calls,native_mip_start_attempted,native_mip_start_submitted,native_hints,canonical_model_build_seconds,lp_work,mip_work,lp_native_seconds,mip_native_seconds,iterations,nodes,work,max_route_travel,executable_sha256,result_sha256,artifact_dir,failure
C1,F0-Single-S,120,False,round31_c6_external_gini_tree_time_limit,True,0.19548547969585406,0.26181696296169055,0.06633148326583649,0.25335059468832893,117.0190833,117.04699999978766,False,,0.00028470000000000004,0.67086986771486645,0.67086986771486645,0.67086986771486645,0,1,1,False,False,not_requested_no_adapter_path,0.0341622,0.113930307143799,206.35901098698477,0.046000003814697266,116.89300012588501,1178428.0,12373.0,206.47294129412856,1256.0937248837317,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,fd8759c1a1db394df876b7649b86a050a35686da261fc734181977056ffb1b55,results\gf_core_attribution_native_round59\local_raw\screen120\C1\F0-Single-S,overall_global_deadline
C1,K1-H,120,False,round31_c6_external_gini_tree_time_limit,True,0.19780568075471003,0.26181696296169055,0.06401128220698052,0.24448867438870547,117.0822094,117.125,False,,6.2461147,0.26181696296169055,0.26181696296169055,0.26181696296169055,0,3,2,False,False,not_requested_no_adapter_path,0.0883477,0.3542653377462345,180.8021415571072,0.13700008392333984,110.52999997138977,1050104.0,10240.0,181.15640689485343,1256.0937248837317,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,c32a4154849f4be57643aec2c6828ab2955562af53d3ff7cfdde70ba5c4afe81,results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-H,overall_global_deadline
C1,K1-S,120,False,round31_c6_external_gini_tree_time_limit,True,0.19548547969585406,0.26181696296169055,0.06633148326583649,0.25335059468832893,117.0244649,117.06300000008196,False,,0.0001675,0.67086986771486645,0.67086986771486645,0.67086986771486645,0,3,1,False,False,not_requested_no_adapter_path,0.0939827,0.2897618761131445,204.0995028936847,0.11599993705749512,116.73799991607666,1159720.0,12201.0,204.38926476979785,1256.0937248837317,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,ea655a839f439d89cce5b5bff5548059db4a5ac6268e093414b5f829a7a19cb2,results\gf_core_attribution_native_round59\local_raw\screen120\C1\K1-S,overall_global_deadline
C1,P-GRB,120,False,time_limit,True,0.19098152657826464,0.26181696296169055,0.0708354363834259,0.27055327348591485,117.0212322,117.0460000000894,False,,0,,,,0,0,1,False,False,not_requested_no_adapter_path,0,0,206.8695279227415,0,116.97300004959106,1916621,32547,206.8695279227415,1256.0937248837317,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,546ad6dc22e039436dd6a6cd379ad0ecf601baac9fa48604a1302c5594b973c1,results\gf_core_attribution_native_round59\local_raw\screen120\C1\P-GRB,
C2,F0-Single-S,120,False,round31_c6_external_gini_tree_time_limit,True,0.7732531116584328,0.8299634131717752,0.05671030151334244,0.06832867643721696,117.0229402,117.06300000008196,False,,0.00024430000000000003,1.0459177733327443,1.0459177733327443,0.94999999999999996,0,1,1,False,False,not_requested_no_adapter_path,0.0726019,0.3015452305938498,233.55819661161323,0.1100001335144043,116.7829999923706,819469.0,6531.0,233.8597418422071,825.7310100703473,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,5c806bd3a63bb723ee4f44aed9b7682dacbd2d11c75471a8d75438f50cc30b26,results\gf_core_attribution_native_round59\local_raw\screen120\C2\F0-Single-S,overall_global_deadline
C2,K1-H,120,False,round31_c6_external_gini_tree_time_limit,True,0.7693599062670929,0.8299634131717752,0.0606035069046823,0.07301949211602098,117.0253488,117.06300000008196,False,,2.8166487,0.82996341317177524,0.82996341317177524,0.82996341317177524,1,5,2,False,False,not_requested_no_adapter_path,0.4505133,1.4848722372251122,211.41726257365602,0.55899977684021,113.01699995994568,448373.0,3423.0,212.90213481088114,825.7310100703473,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,57ed6de8089814bf972c12d5d4bb56187b438ff0476a54cb0bd18ed7b2943a30,results\gf_core_attribution_native_round59\local_raw\screen120\C2\K1-H,overall_global_deadline
C2,K1-S,120,False,round31_c6_external_gini_tree_time_limit,True,0.7720667080150025,0.8347878239622741,0.06272111594727159,0.07513420074764542,117.0275993,117.06199999991804,False,,0.0001857,1.0459177733327443,1.0459177733327443,0.94999999999999996,0,3,2,False,False,not_requested_no_adapter_path,0.2768333,0.8821595014382915,231.77977623246505,0.32399988174438477,116.3069999217987,778825.0,5689.0,232.66193573390333,958.345066409771,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,4dcfcbc46d5fb93fe1a9bc9452c88eb1bae49fa577abc16c8b17c473ac3dfd64,results\gf_core_attribution_native_round59\local_raw\screen120\C2\K1-S,overall_global_deadline
C2,P-GRB,120,False,time_limit,True,0.7415061606601866,0.8299634131717752,0.08845725251158865,0.10657970111422356,117.2108269,117.23400000017136,False,,0,,,,0,0,1,False,False,not_requested_no_adapter_path,0,0,224.17892463038496,0,117.15000009536743,775101,10255,224.17892463038496,825.7310100703473,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,dc331db564923070e95fbb7ed372377237b64734cb72948274ac5fe374fe1039,results\gf_core_attribution_native_round59\local_raw\screen120\C2\P-GRB,
D1,F0-Single-S,120,True,optimal,True,0,0,0,0,0.3078151,0.32800000021234155,False,0.3078151,0.00024779999999999995,0.47752994459271064,0.47752994459271064,0.47752994459271064,0,1,1,False,False,not_requested_no_adapter_path,0.0162987,0.007908678823248543,0.24849201671421559,0.004999876022338867,0.2539999485015869,2155.0,10.0,0.25640069553746414,1479.5125514452395,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,3595e5221aee7e9a3e0ad0e6c15a0f4a1c0e09d38cf6b4f6d2471c078b47ffdd,results\gf_core_attribution_native_round59\local_raw\screen120\D1\F0-Single-S,none
D1,K1-H,120,True,optimal,True,0,0,0,0,1.5522546,1.5779999997466803,False,1.5522546,1.5372838000000002,0,0,0,0,0,0,False,False,not_requested_no_adapter_path,0,0,0,0,0,0,0,0,1895.1759269577528,623f673ed42de8b7665c95731bed3ae0fe9a97946f75c50c77c9c31bd8ed0b3e,16a439fe8c4d723a32cd4f25b4775330669029569b18e43531985c771692c921,results\gf_core_attribution_native_round59\local_raw\screen120\D1\K1-H,none
