id,arm,stage,native_checkpoint,event_index,time_seconds,work,best_bound,bound_available,incumbent,incumbent_available,processed_nodes,open_nodes,phase,bound_improved,time_scope,certificate
D3,F0,diagnostic_current_cuts,1,19,0.99336530000000001,1.2097813615030257,0.032246477241433827,1,0.21823129129275082,1,0,0,1,1,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,5,63,4.9886412,7.0474847707345285,0.035082207001110352,1,0.073458228360525457,1,444,305,1,0,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,10,97,9.9738830000000007,15.373799369813515,0.035668362848121325,1,0.068239647406075826,1,760,380,1,0,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,30,283,29.9672737,46.305830771217003,0.035697521398034941,1,0.058783556139964326,1,4511,1437,1,1,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,60,620,59.9115933,94.337537807573739,0.036848994231690663,1,0.057415498565779689,1,9959,2330,1,0,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,90,683,89.679230099999998,139.98040256224053,0.036887215024975245,1,0.045001549856525998,1,10241,1479,1,0,native_clock_not_end_to_end,False
D3,F0,diagnostic_current_cuts,117,838,116.8907833,185.13289602229258,0.03859774964636345,1,0.045001549687435409,1,11014,1455,1,1,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,1,18,0.91769820000000002,1.2097813615030257,0.032246477241433827,1,0.21823129129275082,1,0,0,1,1,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,5,63,4.9159610000000002,7.0474847707345285,0.035082207001110352,1,0.073458228360525457,1,444,305,1,0,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,10,97,9.9341544000000006,15.208649826510973,0.035668362848121325,1,0.068239647406075826,1,754,377,1,0,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,30,286,29.993296600000001,46.630948290114979,0.03571907062587331,1,0.058783556139964326,1,4572,1441,1,1,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,60,621,59.972282100000001,94.483427016009074,0.036848994231690663,1,0.057415498565779689,1,9984,2330,1,0,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,90,683,89.767598599999999,139.98040256224053,0.036887215024975245,1,0.045001549856525998,1,10241,1479,1,0,native_clock_not_end_to_end,False
D3,Monitor,diagnostic_current_cuts,117,839,116.9113485,185.34259496115141,0.03859774964636345,1,0.045001549687435409,1,11022,1459,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,1,21,0.95303349999999998,1.1206214356547823,0.031969047721271557,1,0.094625316511231419,1,0,0,1,1,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,5,65,4.8287338999999996,6.4632092334393096,0.034361068774727388,1,0.093746619386350857,1,231,165,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,10,101,9.9009598000000008,14.925731387881076,0.03454215627754189,1,0.086618418528654373,1,820,467,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,30,296,29.979354600000001,44.910177229551429,0.036804458281564381,1,0.065512149588068405,1,4408,1525,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,60,595,59.913770499999998,89.887260430850461,0.03722521142708167,1,0.056604475850865359,1,9904,2614,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,90,680,89.932901099999995,138.47052452947523,0.037225211427081698,1,0.056604475850865359,1,10405,2725,1,0,native_clock_not_end_to_end,False
D3,Pool,diagnostic_current_cuts,117,889,116.9087712,185.56455848038971,0.037556611259670837,1,0.056604475850865359,1,12211,2816,1,1,native_clock_not_end_to_end,False
D3,Static,diagnostic_current_cuts,1,19,0.95338049999999996,1.2522241824408977,0.031915204906460208,1,0.13945626220446186,1,0,0,1,1,native_clock_not_end_to_end,False
