id,arm,stage,model_sha256,certificate_restricted_only,LB,UB,gap,process_seconds,certificate_seconds,native_seconds,non_native_seconds,cut_generation_separately_timed,nodes,iterations,work,root_bound,root_cut_bound,root_work,root_seconds,model_build_seconds,model_read_seconds,iterations_per_node,nonroot_work_per_node,first_incumbent_native_seconds,added_rows,added_rows_status,original_rows,original_columns,original_nonzeros,support_duration_pair_rows,support_duration_triple_rows,round51_subset_duration_rows,round51_subset_duration_big_m,presolve_available,presolve_rows,presolve_columns,presolve_nonzeros,presolve_presolve_observed,final_native_UB_first_reached_seconds,tail_after_final_native_UB_seconds,monitor_sampling_seconds,monitor_eligible_callback_checks,monitor_successful_samples,monitor_sampling_failures
D3,F0,diagnostic_current_cuts,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.038629880805387005,0.04500155005562836,0.1415877729181563,118.0260068,,117.92900013923645,0.09700666076355446,False,11076,1257251,186.9832587390939,0.03081566,0.032479286994541376,2.676871252409295,2.2516161,0.0382358,0.0075368,113.5112856626941,0.01664015777236228,0.0802395,0,not_requested,4143,1406,20074,198,660,0,off,1,3516,1373,21457,1,69.5268761,48.402124039236455,,,,
D3,Monitor,diagnostic_current_cuts,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.038629880805387005,0.04500155005562836,0.1415877729181563,118.0261854,,117.92799997329712,0.09818542670288366,False,11082,1258210,187.11567476156003,0.03081566,0.032479286994541376,2.676871252409295,2.1974694,0.0360651,0.0069218,113.53636527702581,0.016643097230567654,0.0785569,0,not_requested,4143,1406,20074,198,660,0,off,1,3516,1373,21457,1,69.484351,48.443648973297115,0.004421899999999998,130,4,0
D3,Pool,diagnostic_current_cuts,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.037564651590332336,0.056604475850865574,0.33636605541047665,118.0247777,,117.92699980735779,0.09777789264221326,False,12372,1373781,187.36391738416302,0.03081566,0.03205478038570798,4.732725101862723,3.7279292,0.0361595,0.0069139,111.03952473326868,0.014761654726988385,0.0804028,198,round59_Lazy_minus1_readback_valid,4143,1406,20074,198,660,0,off,1,3516,1373,21480,1,49.8429053,68.08409450735779,,,,
D3,Static,diagnostic_current_cuts,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.04069291252180263,0.04500155005562836,0.09574420277745184,118.0239631,,117.92900013923645,0.09496296076355293,False,20632,2172575,180.75929031989762,0.03081566,0.03206832378809621,2.7793122520685496,2.2551352,0.0356074,0.0069159,105.30123109732455,0.008626404520542317,0.0791174,198,added_to_fresh_model_and_count_read_back,4143,1406,20074,198,660,0,off,1,3516,1373,21464,1,29.5790931,88.34990703923646,,,,
D4,F0,diagnostic_current_cuts,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,0.5063433072459947,0.506343307565206,6.304244733733646e-10,90.2910346,90.2910346,90.19799995422363,0.09303464577637044,False,19132,675029,140.87267731766892,0.1078381,0.36524073389288925,3.070536170950688,2.2015838,0.0327035,0.0063685,35.282720050177716,0.0072027044295796695,0.08068,0,not_requested,4136,1404,19373,198,660,0,off,1,3383,1357,21754,1,25.607461,64.59053895422363,,,,
D4,Monitor,diagnostic_current_cuts,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,0.5063433072459947,0.506343307565206,6.304244733733646e-10,90.6125767,90.6125767,90.52199983596802,0.09057686403198772,False,19132,675029,140.87267731766892,0.1078381,0.36524073389288925,3.070536170950688,2.2143145,0.0312673,0.0062451,35.282720050177716,0.0072027044295796695,0.081866,0,not_requested,4136,1404,19373,198,660,0,off,1,3383,1357,21754,1,25.7326561,64.78934373596802,0.0046286999999999995,128,4,0
D4,Pool,diagnostic_current_cuts,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,0.506343307565206,0.506343307565206,0,70.5158157,70.5158157,70.42499995231628,0.09081574768372036,False,15849,693808,114.04288336164791,0.1078387,0.36860623395806624,2.8409712586691596,2.1116497,0.0326961,0.0065992,43.77613729572844,0.00701633617912668,0.0838199,198,round59_Lazy_minus1_readback_valid,4136,1404,19373,198,660,0,off,1,3383,1357,21818,1,37.5902802,32.83471975231628,,,,
D4,Static,diagnostic_current_cuts,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,0.5063433075652058,0.506343307565206,2.1926290088907398e-16,93.7743149,93.7743149,93.67899990081787,0.09531499918212205,False,21823,782396,145.2417273264468,0.1078368,0.3649918388070925,3.0516537716987755,2.1853506,0.0313678,0.0063457,35.851899372221965,0.006515606174895662,0.0834515,198,added_to_fresh_model_and_count_read_back,4136,1404,19373,198,660,0,off,1,3383,1357,21790,1,48.1795744,45.49942550081787,,,,
D3,Focus1,diagnostic_current_focus,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.03811401542670484,0.04530861852692135,0.1587910497854098,118.0220731,,117.92799997329712,0.09407312670288093,False,15492,2108789,183.42535137065923,0.03081566,0.03191504627929076,1.688652235518813,1.2190261,0.0352883,0.0070921,136.12115930802995,0.011731003042547148,0.0779244,0,not_requested,4143,1406,20074,198,660,0,off,1,3516,1373,21457,1,111.2780677,6.649932273297125,,,,
D4,Focus1,diagnostic_current_focus,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,False,0.45171862206437396,0.506343307565206,0.10788072970392233,118.0218375,,117.9359998703003,0.08583762969971076,False,15399,807446,168.31604001428906,0.1078381,0.3555454379194642,1.9836051297982034,1.2965644,0.0328002,0.0063407,52.4349633093058,0.01080150885671088,0.0806378,0,not_requested,4136,1404,19373,198,660,0,off,1,3383,1357,21754,1,75.3842256,42.5517742703003,,,,
D3,F0,diagnostic_current_original,66d0428e14ffd3e31764d324d6cd00d23f2eb3b3053d77f32178df87d7f630e5,False,0.038573432101890584,0.04500155005562836,0.14284214534369816,118.0276793,,117.92499995231628,0.10267934768371845,False,10966,1238805,183.8108304840885,0.03081566,0.032479286994541376,2.676871252409295,2.2618587,0.0375169,0.0077005,112.96780959328835,0.01651777851830013,0.0951737,0,not_requested,4143,1406,20074,198,660,0,off,1,3516,1373,21457,1,70.7185665,47.20643345231629,,,,
D3,OriginalCompact,diagnostic_current_original,46ae3bef93751390faf920f090ed8210ce9d02fdac1752feaf2e94a2b908e144,False,0.04106142352552733,0.04500155005562836,0.08755535143190551,118.0211386,,117.93600010871887,0.08513849128112838,False,18131,1518414,176.10592614778534,0.02055001,0.03161369787839918,1.0862395219964047,0.7485927,0.0310679,0.0031625,83.7468424245767,0.009653063075715014,0.0386253,0,not_requested,2092,935,9093,0,0,0,historical-100000,1,1991,909,11218,1,88.0984369,29.837563208718876,,,,
D4,F0,diagnostic_current_original,33e165ce2552c44f0787b696542f57aeee981aa404a3f93c70d0feb926ae2601,True,0.5063433072459947,0.506343307565206,6.304244733733646e-10,92.5812029,92.5812029,92.4909999370575,0.09020296294249874,False,19132,675029,140.87267731766892,0.1078381,0.36524073389288925,3.070536170950688,2.2387003,0.0323384,0.0066276,35.282720050177716,0.0072027044295796695,0.0813049,0,not_requested,4136,1404,19373,198,660,0,off,1,3383,1357,21754,1,26.0577017,66.4332982370575,,,,
D4,OriginalCompact,diagnostic_current_original,270dec2f3449c234dfc81dce6626c95c05e4affd0cdddad18978d22288824a8f,False,0.12867653478482904,0.506343307565206,0.7458709676571398,118.0180493,,117.90100002288818,0.11704927711181767,False,18712,1074903,193.891092108321,0.03892443,0.05342098610681543,0.7826854896826935,0.5300738,0.0613445,0.0031209,57.44458101752886,0.010320030281030264,0.0391054,0,not_requested,2089,933,9084,0,0,0,historical-100000,1,2001,919,11231,1,86.9625164,30.938483622888185,,,,
D6,Compact,diagnostic_current_startup_state,92aeddda8cb861788a8fc74dae531c9ce96c18edb00efb2c9a265e0e45e71684,False,0.13996807914912887,0.16646740191465506,0.15918625785432713,118.0447275,,117.90000009536743,0.14472740463256173,False,1592,693256,249.56612157048215,0.1256918,0.13632487631046536,32.535725130204106,15.4176639,0.0790683,0.0176881,435.46231155778895,0.13632562590469727,0.184761,0,not_requested,13477,6988,61782,0,0,0,off,1,13233,6956,101392,1,87.0719811,30.82801899536743,,,,
D6,F0,diagnostic_current_startup_state,0e0352cd7553f969411cb27961db95ea5483743e2623d32fb6a43693a8a674ec,False,0.1382120953969077,0.1885912102417383,0.26713394956347164,118.1052569,,117.70500016212463,0.40025673787536675,False,604,596476,253.6992715116716,0.1336133,0.1375284666719187,49.7277745150324,23.3072656,0.2753758,0.0604009,987.5430463576159,0.3377011539679457,0.2669978,0,not_requested,29923,6991,186978,1305,12180,0,off,1,13396,6959,119499,1,90.3214918,27.38350836212463,,,,
D7,F0,diagnostic_current_startup_state,a658fd055e72b5242bf933cb7df382c94385f2d52fa64307dccdc9c6e0ef8675,False,0.1950760955582813,0.6712367708118434,0.7093781150839787,118.2954257,,116.93700003623962,1.3584256637603715,False,1,199541,284.3310387217431,0.1751432,0.1950760955582813,284.3310387217431,116.9294657,1.0486846,0.2119632,199541,0.0,1.1720628,0,not_requested,103581,23563,716883,3675,46325,0,off,1,47062,23489,393555,1,109.7837302,7.15326983623963,,,,
