id,arm,cap,process_elapsed_seconds,exact_phase_elapsed_seconds,event_type,active_leaf,active_leaf_valid_lower_bound,other_open_leaf_min_valid_lower_bound,valid_global_lower_bound,verified_global_upper_bound,open_relevant_leaf_count,closed_relevant_leaf_count,event_source,sampling_scope
C1,F0-Single-S,120,0.012029,0.0090816999999999998,exact_tree_initialization,,0,,0,0.67086986771486645,1,0,initial_exact_interval_cover,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,0.10698820000000001,0.10404040000000001,parent_lp_completion,L0,0.069138687572438823,,0.069138687572438823,0.67086986771486645,1,0,complete_parent_lp_optimal,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,0.15321509999999999,0.15026780000000001,native_root_processing_bound,L0,0.069138687572438823,,0.069138687572438823,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,0.8827332,0.87978590000000001,native_root_processing_bound,L0,0.13171021856764956,,0.13171021856764956,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,1.2121439999999999,1.2091966999999999,terminal_mip_bound_improvement,L0,0.13177366240400301,,0.13177366240400301,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,2.9983023000000002,2.995355,terminal_mip_bound_improvement,L0,0.14452603794480173,,0.14452603794480173,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,9.5155721999999994,9.5126249000000005,terminal_mip_bound_improvement,L0,0.14673883161563386,,0.14673883161563386,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,29.9204936,29.917546300000001,terminal_mip_bound_improvement,L0,0.18072780517785661,,0.18072780517785661,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,58.436036700000002,58.4330894,terminal_mip_bound_improvement,L0,0.19545970319965297,,0.19545970319965297,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,67.517443499999999,67.514496199999996,terminal_mip_bound_improvement,L0,0.19548547969585406,,0.19548547969585406,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,117.0158009,117.0128533,incumbent_improvement,L0,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,independently_verified_native_incumbent,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,117.0158064,117.0128591,interruption,L0,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,overall_process_deadline_terminal_mip,selected_events_not_complete_gap_integral
C1,F0-Single-S,120,117.0160401,117.01309259999999,finalization,,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,graceful_deadline_final_valid_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,6.2583074999999999,0.0095111999999999992,exact_tree_initialization,,0,,0,0.26181696296169055,1,0,initial_exact_interval_cover,selected_events_not_complete_gap_integral
C1,K1-H,120,6.3489186999999996,0.10012219999999999,parent_lp_completion,L0,0.069138687572438767,,0.069138687572438767,0.26181696296169055,1,0,complete_parent_lp_optimal,selected_events_not_complete_gap_integral
C1,K1-H,120,6.4372328999999997,0.1884364,child_lp_completion,L0.0,0.069468346222079466,0.069138687572438767,0.069138687572438767,0.26181696296169055,1,0,complete_speculative_child_lp_optimal,selected_events_not_complete_gap_integral
C1,K1-H,120,6.5751191999999996,0.32632309999999998,native_root_processing_bound,L0,0.069138687572438767,,0.069138687572438767,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,6.6184750000000001,0.36967889999999998,child_native_bound_target,L0,0.094966884165351123,,0.094966884165351123,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,6.6258347999999998,0.3770385,declined_split,L0,0.094966884165351123,,0.094966884165351123,0.26181696296169055,1,0,c6_current_child_gain_not_strict_exact_closure,selected_events_not_complete_gap_integral
C1,K1-H,120,8.6050381999999992,2.3562419999999999,terminal_mip_bound_improvement,L0,0.13922598612012177,,0.13922598612012177,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,9.9429026,3.6941063999999999,terminal_mip_bound_improvement,L0,0.14143675399718125,,0.14143675399718125,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,29.948731300000002,23.699935100000001,terminal_mip_bound_improvement,L0,0.16631072750574763,,0.16631072750574763,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,59.838737700000003,53.589941500000002,terminal_mip_bound_improvement,L0,0.1911910371436612,,0.1911910371436612,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,78.679300999999995,72.430504799999994,terminal_mip_bound_improvement,L0,0.19780568075471003,,0.19780568075471003,0.26181696296169055,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-H,120,117.0757168,110.8269203,interruption,L0,0.19780568075471003,,0.19780568075471003,0.26181696296169055,1,0,overall_process_deadline_terminal_mip,selected_events_not_complete_gap_integral
C1,K1-H,120,117.0759266,110.82713029999999,finalization,,0.19780568075471003,,0.19780568075471003,0.26181696296169055,1,0,graceful_deadline_final_valid_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,0.0123423,0.0096930000000000002,exact_tree_initialization,,0,,0,0.67086986771486645,1,0,initial_exact_interval_cover,selected_events_not_complete_gap_integral
C1,K1-S,120,0.1083607,0.105711,parent_lp_completion,L0,0.069138687572438823,,0.069138687572438823,0.67086986771486645,1,0,complete_parent_lp_optimal,selected_events_not_complete_gap_integral
C1,K1-S,120,0.19294749999999999,0.19029779999999999,child_lp_completion,L0.0,0.069138687572438823,0.069138687572438823,0.069138687572438823,0.67086986771486645,1,0,complete_speculative_child_lp_optimal,selected_events_not_complete_gap_integral
C1,K1-S,120,0.26276909999999998,0.26011970000000001,declined_split,L0,0.069138687572438823,,0.069138687572438823,0.67086986771486645,1,0,c6_current_child_gain_not_strict_exact_closure,selected_events_not_complete_gap_integral
C1,K1-S,120,0.30872040000000001,0.30607109999999998,native_root_processing_bound,L0,0.069138687572438823,,0.069138687572438823,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,0.95419889999999996,0.9515496,native_root_processing_bound,L0,0.13015828003405225,,0.13015828003405225,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,1.3627443000000001,1.3600950000000001,terminal_mip_bound_improvement,L0,0.13177366240400301,,0.13177366240400301,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,3.1103915999999998,3.1077423,terminal_mip_bound_improvement,L0,0.14452603794480173,,0.14452603794480173,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,9.6251431000000007,9.6224938000000009,terminal_mip_bound_improvement,L0,0.14673883161563386,,0.14673883161563386,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,29.959030199999997,29.956380899999999,terminal_mip_bound_improvement,L0,0.18058710477052753,,0.18058710477052753,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,58.853789900000002,58.851140600000001,terminal_mip_bound_improvement,L0,0.19545970319965297,,0.19545970319965297,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,68.026878799999992,68.02422949999999,terminal_mip_bound_improvement,L0,0.19548547969585406,,0.19548547969585406,0.67086986771486645,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C1,K1-S,120,117.016436,117.0137866,incumbent_improvement,L0,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,independently_verified_native_incumbent,selected_events_not_complete_gap_integral
C1,K1-S,120,117.0164415,117.0137921,interruption,L0,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,overall_process_deadline_terminal_mip,selected_events_not_complete_gap_integral
C1,K1-S,120,117.0166883,117.0140389,finalization,,0.19548547969585406,,0.19548547969585406,0.26181696296169055,1,0,graceful_deadline_final_valid_bound,selected_events_not_complete_gap_integral
C2,F0-Single-S,120,0.011375700000000001,0.0085980999999999991,exact_tree_initialization,,0,,0,1.0459177733327443,1,0,initial_exact_interval_cover,selected_events_not_complete_gap_integral
C2,F0-Single-S,120,0.21829789999999999,0.21552009999999999,parent_lp_completion,L0,0.53016023239154275,,0.53016023239154275,1.0459177733327443,1,0,complete_parent_lp_optimal,selected_events_not_complete_gap_integral
C2,F0-Single-S,120,0.41554959999999996,0.41277219999999998,native_root_processing_bound,L0,0.53016023239154275,,0.53016023239154275,1.0459177733327443,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
C2,F0-Single-S,120,0.9484475,0.94567009999999996,native_root_processing_bound,L0,0.68163868323728405,,0.68163868323728405,1.0459177733327443,1,0,gurobi_cb_mip_objbnd_valid_native_bound,selected_events_not_complete_gap_integral
