leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status,parent_leaf,parent_gamma_L,parent_gamma_U,ledger_mode,bucket_count,bucket_policy_requested,bucket_policy_effective,bucket_id,s_bucket_L,s_bucket_U,bucket_S_L,bucket_S_U,bucket_width,bucket_status,bucket_closure_source,bucket_LB,bucket_UB,bucket_gap_to_cutoff,bucket_runtime,bucket_nodes,bucket_best_bound_time,bucket_bound_improvements,bucket_checkpoint_count,bucket_solver_final_reached,bucket_open_or_closed,bucket_closed,bucket_timed_out,paper_core_eligible,failure_or_timeout_reason,coverage_used_for_paper_certificate,tree_node_id,tree_parent_node_id,tree_depth,split_rule,coverage_tolerance,group_exact_cover,uncovered_s_gap,bucket_outside_parent_domain,bucket_overlap_beyond_boundary,audit_passed,failures
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5595544,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0108916,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,c2120850c9f77b79,True,95cf398a52ee795c,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,0,3.24074074074,9.918100888105,3.24074074074,9.918100888105,6.677360147365,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.5595544,0,30.0108916,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8334365,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0135948,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,7640528f422511fc,True,b85172ccb5a5b271,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,1,9.918100888105,16.59546103547,9.918100888105,16.59546103547,6.677360147364999,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.8334365,0,30.0135948,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0455127377348,0.0491525526647,0.0740513916887,0.0036398149298999954,90.9587247,True,True,0.0455127377348,0.0740513916887,cplex_time_limit_with_valid_best_bound,True,3,2,0.0455127377348,60.0242017,1833,1833,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,363c458570425e0f,True,4e81b95595c879be,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,2,16.59546103547,23.272821182835,16.59546103547,23.272821182835,6.677360147365,interval_unresolved_timeout,unresolved_timeout,0.0455127377348,0.0491525526647,0.0036398149298999954,90.9587247,1833,60.0242017,3,3,True,open,False,True,True,valid_bound_below_cutoff,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_60s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7389653,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0076256,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,769dacdf09329087,True,2f52565e162f700a,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,3,23.272821182835,29.9501813302,23.272821182835,29.9501813302,6.677360147365,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.7389653,0,30.0076256,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b0_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5507144,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0145158,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,3322cbe89a1a97e4,True,95cf398a52ee795c,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,0,3.24074074074,9.918100888105,3.24074074074,9.918100888105,6.677360147365,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.5507144,0,30.0145158,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b1_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.8086881,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0072511,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,3632bf9624132bf2,True,b85172ccb5a5b271,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,1,9.918100888105,16.59546103547,9.918100888105,16.59546103547,6.677360147364999,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.8086881,0,30.0072511,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b2_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0478666730616,0.0491525526647,0.026160993343,0.0012858796030999972,331.02743,True,True,0.0478666730616,0.026160993343,cplex_time_limit_with_valid_best_bound,True,11,10,0.0478666730616,300.0925671,10820,10820,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,ad2ba6349b9e0628,True,4e81b95595c879be,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,2,16.59546103547,23.272821182835,16.59546103547,23.272821182835,6.677360147365,interval_unresolved_timeout,unresolved_timeout,0.0478666730616,0.0491525526647,0.0012858796030999972,331.02743,10820,300.0925671,11,11,True,open,False,True,True,valid_bound_below_cutoff,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K4_b3_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.7473898,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0075757,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,cf3a1042ea2b9655,True,2f52565e162f700a,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,4,uniform,uniform,3,23.272821182835,29.9501813302,23.272821182835,29.9501813302,6.677360147365,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.7473898,0,30.0075757,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b0_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K8_b0_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K8_b0_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5368916,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0046896,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,59567f6e53a9970a,True,3e5e58887a952661,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,8,uniform,uniform,0,3.24074074074,6.5794208144225,3.24074074074,6.5794208144225,3.3386800736824997,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.5368916,0,30.0046896,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\s_bucket_paper-safe_uniform_K8_b1_low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\s_bucket_paper-safe_uniform_K8_b1_low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\s_bucket_paper-safe_uniform_K8_b1_low_gini_1_best_new_combined_paper_safe_300s.lp,interval_closed,integer infeasible,True,0.0491525526647,0.0491525526647,0.0,0.0,30.5502623,True,True,0.0491525526647,0.0,cplex_solver_final,True,1,1,1e+75,30.0142817,0,0,full,40,41,0,2700,630,1,True,True,True,3.24074074074,29.9501813302,one_thread_fair,1,False,58d036d13484295d,True,b1eff7375ee91754,18721,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,paper-safe,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval,low_gini_1,0.0122881381662,0.0245762763324,paper-safe,8,uniform,uniform,1,6.5794208144225,9.918100888105,6.5794208144225,9.918100888105,3.3386800736825,interval_closed,best_bound_cutoff,0.0491525526647,0.0491525526647,0.0,30.5502623,0,30.0142817,1,1,True,closed,True,False,True,,False,,,0,,1e-07,True,0.0,False,False,True,
