parent_leaf,ledger_mode,bucket_count,bucket_policy_effective,budget_seconds_per_bucket,parent_S_L,parent_S_U,coverage_valid,all_buckets_closed,parent_closed_by_s_bucket_ledger,merged_parent_lb,merged_parent_gap_to_cutoff,open_bucket_count,timeout_bucket_count,open_bucket_ids,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,paper-safe,4,uniform,60,3.24074074074,29.9501813302,True,False,False,0.0455127377348,0.0036398149298999954,1,1,2,False,False,False
low_gini_1,paper-safe,4,uniform,300,3.24074074074,29.9501813302,True,False,False,0.0478666730616,0.0012858796030999972,1,1,2,False,False,False
low_gini_1,paper-safe,8,uniform,300,3.24074074074,29.9501813302,True,False,False,0.048388162834,0.0007643898306999991,1,1,4,False,False,False
low_gini_1,paper-safe,16,uniform,300,3.24074074074,29.9501813302,True,False,False,0.0483418936082,0.0008106590564999974,1,1,9,False,False,False
low_gini_1,paper-safe,4,uniform,1200,3.24074074074,29.9501813302,True,False,False,0.0487233640003,0.0004291886643999973,1,1,2,False,False,False
low_gini_1,paper-safe,4,uniform,3600,3.24074074074,29.9501813302,True,False,False,0.0487820084447,0.0003705442199999978,1,1,2,False,False,False
low_gini_1,paper-safe,6,adaptive-open,300,3.24074074074,29.9501813302,True,False,False,0.0483268397794,0.0008257128852999993,1,1,3,False,False,False
