case,tailored_status,tailored_LB,tailored_UB,tailored_gap,tailored_runtime,tailored_certificate_source,plain_status,plain_LB,plain_UB,plain_gap,plain_runtime,plain_role,comparison_result
low_gini_1,interval_unresolved_timeout,0.0487233640003,0.0491525526647,0.0004291886643999973,3601.8870003,paper_safe_fixed_interval_tailored_bc,interval_unresolved_timeout,0.048296011755,0.0491525526647,0.0008565409096999987,3600.3023853,benchmark_only,tailored_better
low_gini_2,interval_unresolved_timeout,0.0489209015481,0.0491525526647,0.00023165111659999987,330.9204109,paper_safe_fixed_interval_tailored_bc,interval_unresolved_timeout,0.048894652654,0.0491525526647,0.0002579000107000018,300.1523983,benchmark_only,tailored_better
high_imbalance_seed3201_hard,interval_unresolved_timeout,2.27669085412,2.44340319194,0.16671233781999995,300.8668566,paper_safe_fixed_interval_tailored_bc,interval_unresolved_timeout,2.1614382751,2.44340319194,0.2819649168399998,300.128835,benchmark_only,tailored_better
tight_T_seed3102_hard,interval_unresolved_timeout,0.517898731718,0.600704436685,0.0828057049669999,301.137947,paper_safe_fixed_interval_tailored_bc,interval_unresolved_timeout,0.31231711932,0.600704436685,0.28838731736499995,300.1215246,benchmark_only,tailored_better
moderate_seed3302_hard,interval_unresolved_timeout,0.14256670012,0.195636206549,0.05306950642899999,331.0957171,paper_safe_fixed_interval_tailored_bc,interval_unresolved_timeout,0.14433282147,0.195636206549,0.05130338507899998,300.1269425,benchmark_only,plain_better
