leaf,gamma_L,gamma_U,variant,budget_seconds,json_path,progress_path,lp_path,status,solver_status,certified,lower_bound,upper_bound,gap,gap_to_cutoff,runtime_seconds,compact_bc_best_bound_available,compact_bc_bound_valid,best_valid_lb_seen,best_valid_gap_seen,finalization_source,final_json_uses_best_checkpoint,checkpoint_valid_rows,checkpoint_improvements,checkpoint_best_bound,checkpoint_best_time,checkpoint_best_node_count,nodes,tailored_bc_callback_cut_profile,tailored_bc_local_centering_rows_added,tailored_bc_low_gini_l1_centering_rows_added,tailored_bc_variable_s_centering_rows_added,tailored_bc_gini_subset_envelope_rows_added,tailored_bc_transfer_cutset_rows_added,compact_bc_sp_product_estimator_rows_added,compact_bc_sp_product_paper_safe,s_range_refinement_enabled,s_range_certificate_valid,s_range_global_L,s_range_global_U,thread_fairness_class,compact_bc_solver_threads,diagnostic_only,command_hash,model_lp_exists,lp_hash,lp_rows_estimated,lp_binary_markers,lp_general_markers,lp_h_vars,lp_q_l1_vars,lp_local_centering_rows,parent_S_L,parent_S_U,S_domain_source,S_domain_proof_status,S_domain_audit_passed,tailored_bc_s_bucket_ledger,tailored_bc_s_bucket_policy,tailored_bc_subset_cross_h_separation_profile,tailored_bc_subset_cross_h_centering_rows_added,tailored_bc_local_q_centering_rows_added,tailored_bc_compatible_source_transfer_cuts_added,tailored_bc_required_external_source_cuts_added,compact_bc_sp_product_mccormick_rows_added,row_class,proof_status
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_plain_fixed_interval_mip_60s.json,,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_plain_fixed_interval_mip_60s.lp,interval_unresolved_timeout,time limit exceeded,False,0.044318362677,0.0491525526647,0.0983507412255,0.004834189987700001,60.1162244,True,True,0.044318362677,0.0983507412255,solver_final_json,True,0,0,0.0,0.0,0,1968,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,7bd4b0dc367af594,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,plain_fixed_interval_mip,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_plain_fixed_interval_mip_300s.json,,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_plain_fixed_interval_mip_300s.lp,interval_unresolved_timeout,time limit exceeded,False,0.045482848644,0.0491525526647,0.074659479961,0.0036697040207,300.1311156,True,True,0.045482848644,0.074659479961,solver_final_json,True,0,0,0.0,0.0,0,4233,full,0,0,0,0,0,0,False,False,False,0,66.9085786677,one_thread_fair,0,True,cb82c144d01327d3,True,3fa039d78c1b46af,5078,1,1,760,0,0,0,66.9085786677,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,0,benchmark_only_plain_fixed_interval_mip,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_static_tailored_compact_bc_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_static_tailored_compact_bc_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_static_tailored_compact_bc_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0460751920577,0.0491525526647,0.0626083578614,0.003077360607,90.5756066,True,True,0.0460751920577,0.0626083578614,cplex_time_limit_with_valid_best_bound,True,3,2,0.0460751920577,60.0180856,3470,3470,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,efd2d56885158ca8,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,static_tailored_compact_bc,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_static_tailored_compact_bc_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_static_tailored_compact_bc_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_static_tailored_compact_bc_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0483291997208,0.0491525526647,0.0167509701783,0.0008233529438999992,300.5859864,True,True,0.0483291997208,0.0167509701783,cplex_time_limit_with_valid_best_bound,True,11,10,0.0483291997208,300.0534515,16023,16023,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,c57860a7f31b06ca,True,f17ee827e81d7ad7,15998,1,1,2470,80,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,deviation,0,0,0,0,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_best_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_best_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0453679738658,0.0491525526647,0.076996587028,0.0037845787988999985,90.9317502,True,True,0.0453679738658,0.076996587028,cplex_time_limit_with_valid_best_bound,True,3,3,0.0453679738658,90.0213317,1883,1883,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,53c594f1c3d2cfab,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_best_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_best_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476339655828,0.0491525526647,0.0308953858862,0.0015185870818999955,330.9642843,True,True,0.0476339655828,0.0308953858862,cplex_time_limit_with_valid_best_bound,True,11,10,0.0476339655828,300.0679271,10913,10913,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,9f90b8b700a68c51,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,hybrid,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_new_combined_paper_safe_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_best_new_combined_paper_safe_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_best_new_combined_paper_safe_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454067389637,0.0491525526647,0.0762079179592,0.0037458137010000017,90.9363008,True,True,0.0454067389637,0.0762079179592,cplex_time_limit_with_valid_best_bound,True,3,2,0.0454067389637,60.016215,1889,1889,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,3e0a20a5680cd472,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,best_new_combined_paper_safe,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_best_new_combined_paper_safe_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_best_new_combined_paper_safe_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_best_new_combined_paper_safe_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476256837823,0.0491525526647,0.0310638776554,0.001526868882400001,330.9441051,True,True,0.0476256837823,0.0310638776554,cplex_time_limit_with_valid_best_bound,True,11,10,0.0476256837823,300.06035,10858,10858,full,40,41,0,2700,630,1,True,False,False,3.24074074074,29.9501813302,one_thread_fair,1,False,de7710c5b4532fd9,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,adaptive_denominator_estimator,60,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_adaptive_denominator_estimator_60s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_adaptive_denominator_estimator_60s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_adaptive_denominator_estimator_60s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0454438670364,0.0491525526647,0.0754525538802,0.0037086856282999986,90.8969752,True,True,0.0454438670364,0.0754525538802,cplex_time_limit_with_valid_best_bound,True,3,3,0.0454438670364,90.0196667,1970,1970,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,aefd35d8f3275240,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
low_gini_1,0.0122881381662,0.0245762763324,adaptive_denominator_estimator,300,results\gf_tailored_bc_adaptive_s_refinement_round\raw\low_gini_1_adaptive_denominator_estimator_300s.json,results\gf_tailored_bc_adaptive_s_refinement_round\progress_traces\low_gini_1_adaptive_denominator_estimator_300s.progress.csv,results\gf_tailored_bc_adaptive_s_refinement_round\model_exports\low_gini_1_adaptive_denominator_estimator_300s.lp,interval_unresolved_timeout,"time limit exceeded, no integer solution",False,0.0476356289487,0.0491525526647,0.0308615450021,0.0015169237159999988,330.9550593,True,True,0.0476356289487,0.0308615450021,cplex_time_limit_with_valid_best_bound,True,11,10,0.0476356289487,300.0616289,10974,10974,full,40,41,0,2700,630,1,True,True,False,3.24074074074,29.9501813302,one_thread_fair,1,False,b8c0873032f43797,True,b123a60387c38930,18719,1,1,133570,100,0,3.24074074074,29.9501813302,Y_bounds_target_ratios_capacity_penalty_movement_domains,valid_interval_from_model_domain_bounds,True,off,uniform,dominant-bucket,2700,20,0,1,4,paper_safe_fixed_interval_tailored_bc,paper_safe_fixed_interval
