parent_leaf,ledger_mode,bucket_count,bucket_id,lower_bound,gap_to_cutoff,closed
low_gini_1,paper-safe,4,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,2,0.0455127377348,0.0036398149298999954,False
low_gini_1,paper-safe,4,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,2,0.0478666730616,0.0012858796030999972,False
low_gini_1,paper-safe,4,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,2,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,4,0.048388162834,0.0007643898306999991,False
low_gini_1,paper-safe,8,5,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,6,0.0491525526647,0.0,True
low_gini_1,paper-safe,8,7,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,2,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,4,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,5,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,6,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,7,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,8,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,9,0.0483418936082,0.0008106590564999974,False
low_gini_1,paper-safe,16,10,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,11,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,12,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,13,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,14,0.0491525526647,0.0,True
low_gini_1,paper-safe,16,15,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,2,0.0487233640003,0.0004291886643999973,False
low_gini_1,paper-safe,4,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,2,0.0487820084447,0.0003705442199999978,False
low_gini_1,paper-safe,4,3,0.0491525526647,0.0,True
low_gini_1,paper-safe,6,0,0.0491525526647,0.0,True
low_gini_1,paper-safe,6,1,0.0491525526647,0.0,True
low_gini_1,paper-safe,6,2,0.0491525526647,0.0,True
low_gini_1,paper-safe,6,3,0.0483268397794,0.0008257128852999993,False
low_gini_1,paper-safe,6,4,0.0491525526647,0.0,True
low_gini_1,paper-safe,6,5,0.0491525526647,0.0,True
low_gini_1,paper-safe,4,,0.0455127377348,0.0036398149298999954,False
low_gini_1,paper-safe,4,,0.0478666730616,0.0012858796030999972,False
low_gini_1,paper-safe,8,,0.048388162834,0.0007643898306999991,False
low_gini_1,paper-safe,16,,0.0483418936082,0.0008106590564999974,False
low_gini_1,paper-safe,4,,0.0487233640003,0.0004291886643999973,False
low_gini_1,paper-safe,4,,0.0487820084447,0.0003705442199999978,False
low_gini_1,paper-safe,6,,0.0483268397794,0.0008257128852999993,False
