parent_leaf,ledger_mode,bucket_count,bucket_policy_effective,budget_seconds_per_bucket,parent_S_L,parent_S_U,coverage_valid,all_buckets_closed,parent_closed_by_s_bucket_ledger,merged_parent_lb,merged_parent_gap_to_cutoff,open_bucket_count,timeout_bucket_count,open_bucket_ids,diagnostic_evidence_used,checkpoint_only_used,plain_cplex_used
low_gini_1,paper-safe,6,adaptive-open,300,3.24074074074,29.9501813302,True,False,False,0.0483268397794,0.0008257128852999993,1,1,3,False,False,False
