node_id,parent_node_id,S_L,S_U,depth,split_rule,split_point,status,LB,gap_to_cutoff,closure_source,runtime,children
n0,,3.24074074074,9.918100888105,0,initial_uniform,,closed,0.0491525526647,0.0,best_bound_cutoff,30.5507144,
n1,,9.918100888105,16.59546103547,0,initial_uniform,,closed,0.0491525526647,0.0,best_bound_cutoff,30.8086881,
n2,,16.59546103547,23.272821182835,0,initial_uniform,19.9341411091525,open,0.0478666730616,0.0012858796030999972,unresolved_timeout,331.02743,n2_0|n2_1
n3,,23.272821182835,29.9501813302,0,initial_uniform,,closed,0.0491525526647,0.0,best_bound_cutoff,30.7473898,
n2_0,n2,16.59546103547,19.9341411091525,1,hybrid,18.26480107231125,open,0.048388162834,0.0007643898306999991,unresolved_timeout,331.091039,n2_0_0|n2_0_1
n2_1,n2,19.9341411091525,23.272821182835,1,hybrid,19.9341411091525,closed,0.0491525526647,0.0,best_bound_cutoff,30.8318389,
n2_0_0,n2_0,16.59546103547,18.26480107231125,2,hybrid,18.26480107231125,closed,0.0491525526647,0.0,best_bound_cutoff,31.703956,
n2_0_1,n2_0,18.26480107231125,19.9341411091525,2,hybrid,18.26480107231125,open,0.0483268397794,0.0008257128852999993,unresolved_timeout,330.9579121,
