phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L1.0,next_leaf,1.10879,1.15454,1.15454,1.2571,exact_closure,"INFEASIBLE",1e+100,0,1,0,0.658,1.22025,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L1.1,child_disjunction,1.15454,1.15454,inf,1.2571,target_reached_requeue,"INTERRUPTED",1.16066,1,0,1,0.297,0.584148,1,"c6_child_bound_reached_parent_requeued_no_forced_split"
