parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason
L1,true,1,1,0,0,0.165788,,0,"current_normalized_child_gain_reaches_rho"
L1.1,true,1,0,0,0,1.70992e-06,1.15454,1,"current_small_child_gain_target"
L1.1,true,1,0,0,0,0,,0,"current_child_gain_not_strict"
