leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.23749999999999999,1,0,1,0,0,"INFEASIBLE",0.0029531280000000002,0.1310019
L1,"",0,0.23749999999999999,0.47499999999999998,1,0,1,0,0,"INFEASIBLE",0.086201904321145328,0.27881359999999999
L2,"",0,0.47499999999999998,0.71249999999999991,1,1,0,1,4.2430945553030863,"OPTIMAL",0.47311560589014834,0.58680529999999997
L3,"",0,0.71249999999999991,0.94999999999999996,1,1,0,1,4.3029840799645553,"OPTIMAL",0.28870136289191911,0.80649669999999996
L2.0,"L2",1,0.47499999999999998,0.59375,1,0,1,0,0,"INFEASIBLE",0.095848679362001879,1.5568028
L2.1,"L2",1,0.59375,0.71249999999999991,1,1,0,1,4.2732934103796625,"OPTIMAL",0.4465678484695989,1.845307
L3.0,"L3",1,0.71249999999999991,0.83124999999999993,1,1,0,1,4.3029840799645553,"OPTIMAL",0.25767194033565899,2.6341717999999998
L3.1,"L3",1,0.83124999999999993,0.94999999999999996,1,0,1,0,0,"INFEASIBLE",0.17626109892410755,2.8187552999999999
L3.0.0,"L3.0",2,0.71249999999999991,0.77187499999999987,1,1,0,1,4.3029840799645553,"OPTIMAL",0.29930001532309897,3.0535047999999998
L3.0.1,"L3.0",2,0.77187499999999987,0.83124999999999993,1,0,1,0,0,"INFEASIBLE",0.31193735653097326,3.2815639000000001
L3.0.0.0,"L3.0.0",3,0.71249999999999991,0.74218749999999989,1,1,0,1,4.3029840799645553,"OPTIMAL",0.28883493315326242,3.5087689000000002
L3.0.0.1,"L3.0.0",3,0.74218749999999989,0.77187499999999987,1,1,0,1,4.3302924943762111,"OPTIMAL",0.24079896186028718,3.7220957000000001
