interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources
0,0,0.239688416492,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.4012431,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
1,0.239688416492,0.479376832984,0.46446186306,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,30.0314815,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
2,0.479376832984,0.719065249476,0.692627421486,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,15.2471138,inventory_route_gini_relaxation,gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation
3,0.239688416492,0.359532624738,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.1747706,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
4,0.359532624738,0.479376832984,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,14.0406686,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
5,0.479376832984,0.59922104123,0.695997637933,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,17.0063434,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
6,0.59922104123,0.719065249476,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,1.901306,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
7,0.479376832984,0.539298937107,0.69696684314,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,17.6832273,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
8,0.539298937107,0.59922104123,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,3.9769443,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
9,0.479376832984,0.509337885046,0.703291904615,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,21.413441,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
10,0.509337885046,0.539298937107,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,5.1496366,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
11,0.479376832984,0.494357359015,0.706200471341,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,19.7387981,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
12,0.494357359015,0.509337885046,0.718272430646,0.719065249476,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,17.9142569,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
13,0.479376832984,0.486867096,0.719065249476,0.719065249476,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,0,0,0,0,0,0,0,10.8093577,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
14,0.486867096,0.494357359015,0.713690734357,0.719065249476,replaced_by_children,split_parent_replaced,unresolved,false,false,true,0,1,0,0,0,0,0,37.1650508,inventory_route_gini_relaxation,gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation
15,0.486867096,0.490612227507,0.715075764785,0.719065249476,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,0,1,0,0,0,0,0,0,focused_child_inventory_route_gini_relaxation,gamma_floor|focused_split_inherited_parent_lb|focused_child_inventory_route_gini_relaxation
16,0.490612227507,0.494357359015,0.713690734357,0.719065249476,unresolved,open_bpc_nodes,unresolved,false,false,true,2,1,2018,0,3,11.728054,16.11788,0,focused_split_inherited_parent_lb,gamma_floor|focused_split_inherited_parent_lb|branch_price_tree|branch_price_tree
