test,reference_label,gamma_L,gamma_U,factory_version,lp_path,lp_sha256,unit_test_evidence,status
standalone_fixed_interval_vs_node_local_shared_factory,v12_m1_root_lower,0.0,0.17860029160420776,round19_v2_projected_centering,results/gf_global_gini_tree_feasibility_round/reference_models/v12_m1_root_lower.lp,f7ee23990f041f74b7f61bd39365348effaa72b5f8714875e6146c024700d06a,GlobalGiniTreeTests: factory signatures and projected centering,passed
standalone_fixed_interval_vs_node_local_shared_factory,v12_m1_root_upper,0.17860029160420776,0.3441439403508789,round19_v2_projected_centering,results/gf_global_gini_tree_feasibility_round/reference_models/v12_m1_root_upper.lp,7ad98ffda63c6c052e468c02f3ec48501f05ef1656158874ccfeb2003f148311,GlobalGiniTreeTests: factory signatures and projected centering,passed
standalone_fixed_interval_vs_node_local_shared_factory,v12_m1_upper_lower_child,0.17860029160420776,0.26790043740631164,round19_v2_projected_centering,results/gf_global_gini_tree_feasibility_round/reference_models/v12_m1_upper_lower_child.lp,d332eb5d528423da1d392b90838814e811cdfebebdbf5a35adb80d3661312689,GlobalGiniTreeTests: factory signatures and projected centering,passed
